k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
     135|[0.4377583484870061, -2.9787975587542617, 2.628714777160784, -0.3145471788040466, 0.0117845618151488, -1.0804199479778986, 1.6659261672445895, 0.655447078674706, 0.3884459905116742, 1.4181539114765533, -0.6354603983723822, 0.7087243907013698, -0.107351441903424, -1.3543965618728835, -0.5509040474268516, 0.4611010551619525, -0.6440834437540328, -0.4745449323206488, -0.7482152282908469, -1.219004104975273, 0.1011851305854987, 0.6318272485832025, 2.509681996302885, 3.294526542397655, 0.3589532835328578, 2.2302699253123506, 1.2109991104155091, 1.1574235919892464, -0.990045661637359, 0.8426848801657963, -0.0750847413046367, 0.4492894274327668, 0.3978720786723245, -0.1142653525490973, 0.5949004855271353, 0.3562341320636029, 0.7730845828436421, 0.0984985624436679, 0.2967561833391879, -0.234934756747375, 0.2932282304042108, 0.2503923706170827, 0.7573130767228354, -0.2708100137470326, -0.1830928320335332, 1.2953587428381328, 0.7103845073434115, -0.2845008984833953, 0.0043283021473431, 0.9193367976782567, -0.3183901988281029, -0.7465666570195374, -0.4968304089359619, -0.4508656344064038, 1.0385111534743319, 0.1970415484530401, -0.6804962145558143, 0.6484919335436045, 1.5630955202976402, 0.1239739771332659, 0.894556872088172, -0.0797527695378229, 0.2129307590019463, 0.2808737663983582, 1.0371681541759743, -0.1480001307162267, 0.788092917467774, 2.4164250613372174, 1.0074400900350073, -0.2328852360788565, -0.5988576378702272, 0.0785935963016585, -0.2576582538685945, 0.2509907079046297, -0.2044005151643776, 0.1669396524100147, 0.2952780920711194, -1.5899217451430017, 0.1039442531331447, -0.5848191739677393, -0.8216916669141198, 0.4581813639172764, 0.0402746173865401, 1.7643087556835793, 1.1039661123465683, 0.4187828805688166, -0.8885325445040071, 0.5116450759636043, -0.3224397329311179, 0.6694583871154791, -0.0260975408291231, -0.0934271814893416, -0.0158735911404418, 1.2177337397336616, 1.1113508141162791, 0.5657059708523711, -0.3632574109976951, -0.1461722961741483, 0.8741228779952751]|347.6701049804687500|      0.00781250|[11215, 745, 39, 784]                                                      |  | trying linear partial model with 16 points | iterate success | actual_k=1
     136|[0.4367020888400043, -2.9782792583548483, 2.6293563130768494, -0.3136024177698455, 0.012143046561129, -1.0800237871293523, 1.6665405891364629, 0.6539391388813633, 0.3877405846194776, 1.4187666316678367, -0.6356178596900004, 0.7088207463016548, -0.1066747909633223, -1.3551308771763606, -0.5497625404349921, 0.4600638947861696, -0.6453892614557463, -0.4738607098129576, -0.7477314129762473, -1.2193088227099154, 0.1014808182755633, 0.6321234544876059, 2.5102480866098915, 3.2956857195883336, 0.3572916300359733, 2.2317210194344743, 1.2112455982704635, 1.1588709443270155, -0.9899354589911504, 0.8429300963731378, -0.0750084225693223, 0.4492247575149875, 0.3983363543840807, -0.1138342315382463, 0.5937209143579344, 0.3570425427430029, 0.7712815700362325, 0.0984149542004054, 0.2962448606531465, -0.2337023380119864, 0.2950072354565494, 0.2510811118002912, 0.7577665201708588, -0.2712336491306399, -0.1822830068563923, 1.2960683523251524, 0.710152890402152, -0.2850333863478602, 0.0052975398846638, 0.9198343428858368, -0.3190698178541303, -0.7468927631806833, -0.4958635198492362, -0.4503383133755734, 1.039437358872595, 0.1968309723014487, -0.6805176463047268, 0.6481362692828201, 1.5636497489244652, 0.1233850621780228, 0.894731215059359, -0.0808262480927727, 0.2130587670284178, 0.2805021076487315, 1.0371131484148592, -0.1469479177354272, 0.7898028796065508, 2.416354207002181, 1.0064469207891802, -0.2323511760252633, -0.5984634743082798, 0.0794230826931176, -0.2581887204500531, 0.2514666287747742, -0.2031121306670057, 0.1669597519613228, 0.295396718044351, -1.5909936319413192, 0.1035788149607546, -0.5848334668660433, -0.8203076229608771, 0.4574790358801075, 0.0402359122495321, 1.7643275930636038, 1.1036650652440556, 0.4175281450156451, -0.8886859971768085, 0.5110869915409259, -0.3227761856764637, 0.6705371851052797, -0.0251589085009516, -0.0941928740352274, -0.0159043149319544, 1.2162941669070346, 1.1121859223051596, 0.5660174045847686, -0.3638208520139297, -0.1467630908545882, 0.8735060986581512]|347.6445617675781250|      0.01562500|[11275, 749, 39, 788]                                                      |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | iterate success | actual_k=1
     137|[0.4367020888400043, -2.9782792583548483, 2.6293563130768494, -0.3136024177698455, 0.012143046561129, -1.0800237871293523, 1.6665405891364629, 0.6539391388813633, 0.3877405846194776, 1.4187666316678367, -0.6356178596900004, 0.7088207463016548, -0.1066747909633223, -1.3551308771763606, -0.5497625404349921, 0.4600638947861696, -0.6453892614557463, -0.4738607098129576, -0.7477314129762473, -1.2193088227099154, 0.1014808182755633, 0.6321234544876059, 2.5102480866098915, 3.2956857195883336, 0.3572916300359733, 2.2317210194344743, 1.2112455982704635, 1.1588709443270155, -0.9899354589911504, 0.8429300963731378, -0.0750084225693223, 0.4492247575149875, 0.3983363543840807, -0.1138342315382463, 0.5937209143579344, 0.3570425427430029, 0.7712815700362325, 0.0984149542004054, 0.2962448606531465, -0.2337023380119864, 0.2950072354565494, 0.2510811118002912, 0.7577665201708588, -0.2712336491306399, -0.1822830068563923, 1.2960683523251524, 0.710152890402152, -0.2850333863478602, 0.0052975398846638, 0.9198343428858368, -0.3190698178541303, -0.7468927631806833, -0.4958635198492362, -0.4503383133755734, 1.039437358872595, 0.1968309723014487, -0.6805176463047268, 0.6481362692828201, 1.5636497489244652, 0.1233850621780228, 0.894731215059359, -0.0808262480927727, 0.2130587670284178, 0.2805021076487315, 1.0371131484148592, -0.1469479177354272, 0.7898028796065508, 2.416354207002181, 1.0064469207891802, -0.2323511760252633, -0.5984634743082798, 0.0794230826931176, -0.2581887204500531, 0.2514666287747742, -0.2031121306670057, 0.1669597519613228, 0.295396718044351, -1.5909936319413192, 0.1035788149607546, -0.5848334668660433, -0.8203076229608771, 0.4574790358801075, 0.0402359122495321, 1.7643275930636038, 1.1036650652440556, 0.4175281450156451, -0.8886859971768085, 0.5110869915409259, -0.3227761856764637, 0.6705371851052797, -0.0251589085009516, -0.0941928740352274, -0.0159043149319544, 1.2162941669070346, 1.1121859223051596, 0.5660174045847686, -0.3638208520139297, -0.1467630908545882, 0.8735060986581512]|347.6445617675781250|      0.00781250|[11395, 757, 39, 796]                                                      |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 106 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
     138|[0.4367020888400043, -2.9782792583548483, 2.6293563130768494, -0.3136024177698455, 0.012143046561129, -1.0800237871293523, 1.6665405891364629, 0.6539391388813633, 0.3877405846194776, 1.4187666316678367, -0.6356178596900004, 0.7088207463016548, -0.1066747909633223, -1.3551308771763606, -0.5497625404349921, 0.4600638947861696, -0.6453892614557463, -0.4738607098129576, -0.7477314129762473, -1.2193088227099154, 0.1014808182755633, 0.6321234544876059, 2.5102480866098915, 3.2956857195883336, 0.3572916300359733, 2.2317210194344743, 1.2112455982704635, 1.1588709443270155, -0.9899354589911504, 0.8429300963731378, -0.0750084225693223, 0.4492247575149875, 0.3983363543840807, -0.1138342315382463, 0.5937209143579344, 0.3570425427430029, 0.7712815700362325, 0.0984149542004054, 0.2962448606531465, -0.2337023380119864, 0.2950072354565494, 0.2510811118002912, 0.7577665201708588, -0.2712336491306399, -0.1822830068563923, 1.2960683523251524, 0.710152890402152, -0.2850333863478602, 0.0052975398846638, 0.9198343428858368, -0.3190698178541303, -0.7468927631806833, -0.4958635198492362, -0.4503383133755734, 1.039437358872595, 0.1968309723014487, -0.6805176463047268, 0.6481362692828201, 1.5636497489244652, 0.1233850621780228, 0.894731215059359, -0.0808262480927727, 0.2130587670284178, 0.2805021076487315, 1.0371131484148592, -0.1469479177354272, 0.7898028796065508, 2.416354207002181, 1.0064469207891802, -0.2323511760252633, -0.5984634743082798, 0.0794230826931176, -0.2581887204500531, 0.2514666287747742, -0.2031121306670057, 0.1669597519613228, 0.295396718044351, -1.5909936319413192, 0.1035788149607546, -0.5848334668660433, -0.8203076229608771, 0.4574790358801075, 0.0402359122495321, 1.7643275930636038, 1.1036650652440556, 0.4175281450156451, -0.8886859971768085, 0.5110869915409259, -0.3227761856764637, 0.6705371851052797, -0.0251589085009516, -0.0941928740352274, -0.0159043149319544, 1.2162941669070346, 1.1121859223051596, 0.5660174045847686, -0.3638208520139297, -0.1467630908545882, 0.8735060986581512]|347.6445617675781250|      0.00390625|[11517, 765, 42, 807]                                                      |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 93 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 108 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
     139|[0.4363053146264046, -2.9776195005616133, 2.629156260238958, -0.3136986742717655, 0.0117299784757639, -1.0804249686978873, 1.6667136472007502, 0.6537966078623579, 0.3876189189128321, 1.4191377031101713, -0.635570528103013, 0.7092160818914757, -0.1070993755446542, -1.3548659029669483, -0.5493903766274084, 0.459862996914465, -0.6450927634065833, -0.4740473104234142, -0.7479234621120562, -1.219316637218749, 0.1013601069517456, 0.6324431357514647, 2.5102805798827683, 3.29660034387746, 0.3581958385449682, 2.2323323808286597, 1.2112036119449878, 1.1592811738123556, -0.9894474208095699, 0.8439532598461585, -0.0750999498321963, 0.4499704269712831, 0.3980950519021922, -0.1138147460605396, 0.5942500402655849, 0.3569125670242242, 0.7710869715447276, 0.098522974293673, 0.2966137492200005, -0.2335952245220108, 0.2945547818851603, 0.2506640483263147, 0.7579206159424152, -0.271338586670856, -0.182262158671649, 1.2960282633301052, 0.709754060528663, -0.2849705177500047, 0.0053605682273662, 0.9198946565313035, -0.3189348319565464, -0.746799755870484, -0.4952472763889096, -0.4500083929707586, 1.0397085657127023, 0.1971422137219672, -0.6804696762865413, 0.6479567004427316, 1.5635465548885197, 0.1233066759471048, 0.8935638358785963, -0.0804649193074656, 0.2130872410739535, 0.2813498731141071, 1.0368221224108263, -0.1474089177376523, 0.7895089781534884, 2.4160059520020103, 1.0067929726975278, -0.2318906906395688, -0.5988366977224399, 0.0794939097595165, -0.2578096987587132, 0.2516256880559209, -0.2028150282010567, 0.166920172794132, 0.2960113212608321, -1.5904420912960284, 0.1032846441425792, -0.585039231231074, -0.8198876931548166, 0.4577127444319739, 0.0400554904028089, 1.7641006300311493, 1.1035654416992393, 0.4169196101113566, -0.8892817086289684, 0.5111490702125282, -0.3229171157304578, 0.6704650797591835, -0.0257914444950638, -0.0940296244032702, -0.0154424409309009, 1.2158932246985084, 1.1127175193037708, 0.5652336397365212, -0.3642135274988612, -0.1464698990604234, 0.8736220414562026]|347.6291198730468750|      0.00781250|[11548, 767, 42, 809]                                                      |  | trying linear partial model with 16 points | iterate success | actual_k=1
     140|[0.4363053146264046, -2.9776195005616133, 2.629156260238958, -0.3136986742717655, 0.0117299784757639, -1.0804249686978873, 1.6667136472007502, 0.6537966078623579, 0.3876189189128321, 1.4191377031101713, -0.635570528103013, 0.7092160818914757, -0.1070993755446542, -1.3548659029669483, -0.5493903766274084, 0.459862996914465, -0.6450927634065833, -0.4740473104234142, -0.7479234621120562, -1.219316637218749, 0.1013601069517456, 0.6324431357514647, 2.5102805798827683, 3.29660034387746, 0.3581958385449682, 2.2323323808286597, 1.2112036119449878, 1.1592811738123556, -0.9894474208095699, 0.8439532598461585, -0.0750999498321963, 0.4499704269712831, 0.3980950519021922, -0.1138147460605396, 0.5942500402655849, 0.3569125670242242, 0.7710869715447276, 0.098522974293673, 0.2966137492200005, -0.2335952245220108, 0.2945547818851603, 0.2506640483263147, 0.7579206159424152, -0.271338586670856, -0.182262158671649, 1.2960282633301052, 0.709754060528663, -0.2849705177500047, 0.0053605682273662, 0.9198946565313035, -0.3189348319565464, -0.746799755870484, -0.4952472763889096, -0.4500083929707586, 1.0397085657127023, 0.1971422137219672, -0.6804696762865413, 0.6479567004427316, 1.5635465548885197, 0.1233066759471048, 0.8935638358785963, -0.0804649193074656, 0.2130872410739535, 0.2813498731141071, 1.0368221224108263, -0.1474089177376523, 0.7895089781534884, 2.4160059520020103, 1.0067929726975278, -0.2318906906395688, -0.5988366977224399, 0.0794939097595165, -0.2578096987587132, 0.2516256880559209, -0.2028150282010567, 0.166920172794132, 0.2960113212608321, -1.5904420912960284, 0.1032846441425792, -0.585039231231074, -0.8198876931548166, 0.4577127444319739, 0.0400554904028089, 1.7641006300311493, 1.1035654416992393, 0.4169196101113566, -0.8892817086289684, 0.5111490702125282, -0.3229171157304578, 0.6704650797591835, -0.0257914444950638, -0.0940296244032702, -0.0154424409309009, 1.2158932246985084, 1.1127175193037708, 0.5652336397365212, -0.3642135274988612, -0.1464698990604234, 0.8736220414562026]|347.6291198730468750|      0.00390625|[11669, 775, 43, 818]                                                      |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 92 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 107 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
     141|[0.4356235938495194, -2.977047655150298, 2.6302646876343876, -0.3135639524506864, 0.011658961871488, -1.0806203309704066, 1.6664463190969179, 0.6531593047478557, 0.3872331772460169, 1.4187240502906473, -0.6355159032019959, 0.7089929148506608, -0.1072056847444517, -1.355325532842176, -0.549617789338293, 0.4598447320033172, -0.6454249193041944, -0.4740785359107023, -0.7477923473989246, -1.2191672409588792, 0.1013534926195039, 0.6331250674188081, 2.5111722630140054, 3.2966436522435942, 0.3580502865277933, 2.232589802852099, 1.211037297651203, 1.159430804427408, -0.9889214463212386, 0.8441067547961719, -0.0750548062465068, 0.4501913585699116, 0.3984500409328788, -0.1139090798986648, 0.5941782561096524, 0.3568653808894366, 0.7711221222118436, 0.0982611680406332, 0.2963568417290494, -0.2335182261402411, 0.2944000664699042, 0.2504040204442388, 0.7573510710908502, -0.2709548427347658, -0.1818428968927226, 1.2956809890210683, 0.709910943474175, -0.2849979841158965, 0.0053169914369241, 0.9195722321026277, -0.3185796423915089, -0.7470344006977654, -0.494980980405593, -0.4503591857093573, 1.0398527825075854, 0.1968977288638693, -0.6806563596506522, 0.6484464536610454, 1.5634653497814157, 0.1230135580325367, 0.8941049370608268, -0.0798117933612336, 0.2133022894423015, 0.2811301879215587, 1.0373573917791472, -0.1479376978859046, 0.7899832576759936, 2.4159581529264917, 1.0072181220605487, -0.2319223625265276, -0.5991990871907401, 0.0795848771438354, -0.2579318318159339, 0.2523123245462235, -0.2025854676107223, 0.1665769246658863, 0.2954187255780948, -1.590638018453007, 0.1038059599944569, -0.5853270382147319, -0.8187214140200929, 0.45754721736066, 0.0402784838668683, 1.764411291002545, 1.1038880263076614, 0.4169794085634237, -0.8891143951499992, 0.511143822300268, -0.3235768004459419, 0.669914529259095, -0.0257409663033655, -0.0934477525983647, -0.0157402609376383, 1.2164624207318142, 1.1133209782362758, 0.5661102227468959, -0.3645756569886131, -0.1460726545320854, 0.87399648686405]|347.6237487792968750|      0.00781250|[11699, 777, 43, 820]                                                      |  | trying linear partial model with 16 points | iterate success | actual_k=1
     142|[0.4356235938495194, -2.977047655150298, 2.6302646876343876, -0.3135639524506864, 0.011658961871488, -1.0806203309704066, 1.6664463190969179, 0.6531593047478557, 0.3872331772460169, 1.4187240502906473, -0.6355159032019959, 0.7089929148506608, -0.1072056847444517, -1.355325532842176, -0.549617789338293, 0.4598447320033172, -0.6454249193041944, -0.4740785359107023, -0.7477923473989246, -1.2191672409588792, 0.1013534926195039, 0.6331250674188081, 2.5111722630140054, 3.2966436522435942, 0.3580502865277933, 2.232589802852099, 1.211037297651203, 1.159430804427408, -0.9889214463212386, 0.8441067547961719, -0.0750548062465068, 0.4501913585699116, 0.3984500409328788, -0.1139090798986648, 0.5941782561096524, 0.3568653808894366, 0.7711221222118436, 0.0982611680406332, 0.2963568417290494, -0.2335182261402411, 0.2944000664699042, 0.2504040204442388, 0.7573510710908502, -0.2709548427347658, -0.1818428968927226, 1.2956809890210683, 0.709910943474175, -0.2849979841158965, 0.0053169914369241, 0.9195722321026277, -0.3185796423915089, -0.7470344006977654, -0.494980980405593, -0.4503591857093573, 1.0398527825075854, 0.1968977288638693, -0.6806563596506522, 0.6484464536610454, 1.5634653497814157, 0.1230135580325367, 0.8941049370608268, -0.0798117933612336, 0.2133022894423015, 0.2811301879215587, 1.0373573917791472, -0.1479376978859046, 0.7899832576759936, 2.4159581529264917, 1.0072181220605487, -0.2319223625265276, -0.5991990871907401, 0.0795848771438354, -0.2579318318159339, 0.2523123245462235, -0.2025854676107223, 0.1665769246658863, 0.2954187255780948, -1.590638018453007, 0.1038059599944569, -0.5853270382147319, -0.8187214140200929, 0.45754721736066, 0.0402784838668683, 1.764411291002545, 1.1038880263076614, 0.4169794085634237, -0.8891143951499992, 0.511143822300268, -0.3235768004459419, 0.669914529259095, -0.0257409663033655, -0.0934477525983647, -0.0157402609376383, 1.2164624207318142, 1.1133209782362758, 0.5661102227468959, -0.3645756569886131, -0.1460726545320854, 0.87399648686405]|347.6237487792968750|      0.00390625|[11819, 785, 43, 828]                                                      |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 106 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
     143|[0.4356235938495194, -2.977047655150298, 2.6302646876343876, -0.3135639524506864, 0.011658961871488, -1.0806203309704066, 1.6664463190969179, 0.6531593047478557, 0.3872331772460169, 1.4187240502906473, -0.6355159032019959, 0.7089929148506608, -0.1072056847444517, -1.355325532842176, -0.549617789338293, 0.4598447320033172, -0.6454249193041944, -0.4740785359107023, -0.7477923473989246, -1.2191672409588792, 0.1013534926195039, 0.6331250674188081, 2.5111722630140054, 3.2966436522435942, 0.3580502865277933, 2.232589802852099, 1.211037297651203, 1.159430804427408, -0.9889214463212386, 0.8441067547961719, -0.0750548062465068, 0.4501913585699116, 0.3984500409328788, -0.1139090798986648, 0.5941782561096524, 0.3568653808894366, 0.7711221222118436, 0.0982611680406332, 0.2963568417290494, -0.2335182261402411, 0.2944000664699042, 0.2504040204442388, 0.7573510710908502, -0.2709548427347658, -0.1818428968927226, 1.2956809890210683, 0.709910943474175, -0.2849979841158965, 0.0053169914369241, 0.9195722321026277, -0.3185796423915089, -0.7470344006977654, -0.494980980405593, -0.4503591857093573, 1.0398527825075854, 0.1968977288638693, -0.6806563596506522, 0.6484464536610454, 1.5634653497814157, 0.1230135580325367, 0.8941049370608268, -0.0798117933612336, 0.2133022894423015, 0.2811301879215587, 1.0373573917791472, -0.1479376978859046, 0.7899832576759936, 2.4159581529264917, 1.0072181220605487, -0.2319223625265276, -0.5991990871907401, 0.0795848771438354, -0.2579318318159339, 0.2523123245462235, -0.2025854676107223, 0.1665769246658863, 0.2954187255780948, -1.590638018453007, 0.1038059599944569, -0.5853270382147319, -0.8187214140200929, 0.45754721736066, 0.0402784838668683, 1.764411291002545, 1.1038880263076614, 0.4169794085634237, -0.8891143951499992, 0.511143822300268, -0.3235768004459419, 0.669914529259095, -0.0257409663033655, -0.0934477525983647, -0.0157402609376383, 1.2164624207318142, 1.1133209782362758, 0.5661102227468959, -0.3645756569886131, -0.1460726545320854, 0.87399648686405]|347.6237487792968750|      0.00195312|[11940, 793, 44, 837]                                                      |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 92 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 107 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
     144|[0.4353583775045194, -2.9771562488030203, 2.630143245839768, -0.3139147721857944, 0.0116306354305128, -1.0804611091277823, 1.6663079302446053, 0.6530765256732175, 0.3871574799397141, 1.4190053459351044, -0.6354409065808471, 0.7092605521075648, -0.1072100984900118, -1.3553957115384752, -0.5496767470723966, 0.4601248692200075, -0.6449855751087484, -0.4742338890161774, -0.7481809657351355, -1.219427036907368, 0.100965027683736, 0.633119130491749, 2.511258962912593, 3.2969792978048, 0.3582665465451224, 2.2328494693446554, 1.2110293646455113, 1.1593243954217882, -0.9887374417849866, 0.8440970617868748, -0.0752667005468178, 0.4505572374284427, 0.3986722849364874, -0.1136948840093071, 0.5942608220045166, 0.3570400108584033, 0.7713373445046995, 0.0982011338809183, 0.296095229390737, -0.2335671205236352, 0.2944629923314274, 0.2504970576048074, 0.7572113084584281, -0.2709662399857566, -0.1817684605436618, 1.2955810583491756, 0.7099281564693914, -0.2850462796707717, 0.0053747699221045, 0.9196618124141944, -0.31877317041184, -0.7471182968510979, -0.4949407556951209, -0.4501108792499313, 1.0396427591351793, 0.1970956558757975, -0.6804581703405217, 0.648345356904795, 1.5633343790186058, 0.1231386661328212, 0.8941289286385393, -0.079990418685163, 0.2131479460553554, 0.2812378792882553, 1.0372783433456374, -0.1480984689302663, 0.7902553408945153, 2.416032143470276, 1.0070413385953623, -0.2320356135319269, -0.5991886504295848, 0.0793733995896106, -0.2578139912192379, 0.2524654828457961, -0.2021950831715866, 0.1665322967747938, 0.295355985757507, -1.5907629377114112, 0.103852594855257, -0.5854994763511666, -0.8187334459480368, 0.4573933022629816, 0.039915751226009, 1.7640466105422485, 1.103943593930218, 0.4173443036746854, -0.8888608428419873, 0.5116414031591695, -0.3236504067245381, 0.6698490073327922, -0.0256773236216213, -0.0936357054521871, -0.0161350316056861, 1.2167246674144578, 1.1131049392510157, 0.5658431392846083, -0.3646306728788033, -0.1460875299215966, 0.8738664090987697]|347.6176757812500000|      0.00390625|[11970, 795, 44, 839]                                                      |  | trying linear partial model with 16 points | iterate success | actual_k=1
     145|[0.4357110598232279, -2.9771667632461, 2.630041082764318, -0.3143780294203562, 0.0113996600718904, -1.0804230576881138, 1.66565338529662, 0.6524183202475963, 0.3873651567679025, 1.4190075296457503, -0.6353359918512013, 0.7093669334643252, -0.1073158697658527, -1.3549105794849126, -0.5500417096726519, 0.460366301316835, -0.6445079136713552, -0.4741924381836525, -0.7483034845562206, -1.219923826979268, 0.1006954205645838, 0.6339531796642967, 2.5114702811338354, 3.2974791448978173, 0.3575752747610124, 2.2327176096181263, 1.2111929838414874, 1.1597846615736527, -0.9886315125881607, 0.8443193729504348, -0.0750994658318552, 0.4503915491292474, 0.3991767489390423, -0.1138592222417063, 0.5942818654642122, 0.3566096193230343, 0.771086518936891, 0.0981398510471826, 0.2960987585553966, -0.2334375328825389, 0.2946414737340106, 0.2509564697380348, 0.7571543743122064, -0.2710290355193937, -0.1810473321987763, 1.2957328483370147, 0.7098335145017646, -0.284944089735677, 0.0048868282110892, 0.9194054761793045, -0.3189701194609719, -0.747695701626452, -0.4948675711740186, -0.4506630873750737, 1.0395221374050716, 0.19684177302589, -0.6802005297815049, 0.6483764342207887, 1.5631701800223723, 0.1229205135000327, 0.8940273463260127, -0.0804201367306368, 0.2136809083359154, 0.2822479624552492, 1.037539220152176, -0.1477655361708796, 0.790570626104648, 2.4160382135535725, 1.006495031791191, -0.2317599410544152, -0.5991024903903832, 0.0789892015074204, -0.2581632910952198, 0.2522831786782876, -0.2022500282179665, 0.1657411843872825, 0.2952442161148986, -1.5904775190974667, 0.1040746973329602, -0.5855356403274452, -0.8191894242628485, 0.4568793873238156, 0.0413304992944687, 1.7637893273945513, 1.1044685272740875, 0.4170564303781205, -0.8888650303055186, 0.5114817202629789, -0.3243774159239332, 0.6703640254055823, -0.0252416661969937, -0.0937000180735552, -0.0157069060518328, 1.216004416984872, 1.1126138585294743, 0.5653065439695221, -0.3648682501776432, -0.1458453525559155, 0.8740113661590044]|347.6066097550150289|      0.00781250|[12030, 799, 45, 844]                                                      |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
     146|[0.4343383890639569, -2.97581588841949, 2.629385181996187, -0.3143000797791827, 0.0125183301109115, -1.0806314993010917, 1.6650956331236801, 0.6526667313437536, 0.3867396311217282, 1.4191213495715749, -0.6364345387425396, 0.7096094177638762, -0.1079640221928151, -1.3541427986554941, -0.5494167864058562, 0.4597047325555713, -0.644606384818929, -0.4748050062852755, -0.7488381083770907, -1.2202944293273197, 0.1004013888812816, 0.6354471601806316, 2.512707975381842, 3.298574207474423, 0.3562589394617282, 2.2332927491113095, 1.2126719726132718, 1.1613019509363958, -0.9887185557145906, 0.844124435568698, -0.0758005558001006, 0.4508963498691739, 0.4000027080415604, -0.1138605571855209, 0.5938899154698631, 0.3568453070878297, 0.7703169961746403, 0.0977086069222, 0.2963583883096286, -0.2329059308579394, 0.2944440160583642, 0.2500734661225898, 0.7564914632656023, -0.2707036955635634, -0.1818591918862641, 1.294763018235131, 0.7089238960387225, -0.2860510392840662, 0.0034575693828895, 0.921121252923907, -0.3195342795773405, -0.7470417693842782, -0.4958379824615634, -0.450081202294455, 1.0403816877040246, 0.1979087489459403, -0.6804508301150936, 0.6468095757440364, 1.564232384976896, 0.122187073931381, 0.8948263438269203, -0.0809243340295037, 0.2138858066338891, 0.2816189572808681, 1.0362793981193925, -0.1475524502991545, 0.7896033083657739, 2.4156063978943796, 1.0067697982783363, -0.2303464164464543, -0.5997198625083521, 0.0794623397327886, -0.2591128061015209, 0.2528983977134425, -0.2033996125016848, 0.1669046578706222, 0.2952989222107244, -1.590290659374808, 0.1047990306565028, -0.5863304162395144, -0.8190821452548183, 0.4565749171244449, 0.04044592458788, 1.7643065684307508, 1.1053172691597015, 0.4166279402710571, -0.8889791225384628, 0.5108733716404532, -0.3245560228435806, 0.670655391678534, -0.0246791192861751, -0.0924181577275, -0.0153739548812244, 1.215799428010839, 1.112454005660423, 0.5641071478500291, -0.3654306241551252, -0.1460087385792588, 0.8741171733240265]|347.5734252929687500|      0.01562500|[12091, 803, 45, 848]                                                      |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | iterate success | actual_k=1
