k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
      55|[-2.5348058314993978, -2.6825206383364275, -1.215193588519469, -0.3766140870284289, -1.1379497388843447, -3.4235133677721024, -2.1609757465776056, -2.3382922164164484, -1.4642717549577355, -1.15873799379915, -0.3871104144491255, -5.202323390636593, 0.1240873411297798, 1.07949381461367, -0.0673707886599004, -2.1622585034929216, -5.93915022816509, -10.69474512245506, -1.1197286407423235, 4.635481030680239, 7.571431763470173, 5.183322615921497]|  0.3667060434818268|      3.33333333|[1651, 110, 0, 110]                                                        | 
      56|[-2.5348058314993978, -2.6825206383364275, -1.215193588519469, -0.3766140870284289, -1.1379497388843447, -3.4235133677721024, -2.1609757465776056, -2.3382922164164484, -1.4642717549577355, -1.15873799379915, -0.3871104144491255, -5.202323390636593, 0.1240873411297798, 1.07949381461367, -0.0673707886599004, -2.1622585034929216, -5.93915022816509, -10.69474512245506, -1.1197286407423235, 4.635481030680239, 7.571431763470173, 5.183322615921497]|  0.3667060434818268|      1.00000000|[1681, 112, 0, 112]                                                        | 
      57|[-2.570294984616339, -2.6894351524533704, -1.2244129406753927, -0.3881382762920111, -1.1517787671182305, -3.4396472349762917, -2.1794144508894533, -2.3590357578359544, -0.4755522320047021, -1.184091211296618, -0.4147684709168971, -5.232286284212023, 0.0918196067214012, 1.0449212430976331, -0.1042481972835958, -2.179492700379342, -5.980637311004102, -10.738537042401731, -1.1658253977966524, 4.587079436518252, 7.520725328475237, 5.130311340093613]|  0.3619127869606018|      3.33333333|[1711, 114, 0, 114]                                                        | 
      58|[-2.0163410985842347, -1.9450381678761914, -1.5266345965210348, -0.2927712246309966, -0.9437190538737923, -3.432477609720081, -1.6720337269362062, -2.19060113793239, -0.38717354927212, -1.2868798086419702, -0.1222921744920313, -5.491235563997179, 0.2825752571225166, 0.8360620229505002, -0.1945010959170759, -2.673137921374291, -6.358167200349271, -10.767363875173032, -1.9374367902946688, 4.110265196301043, 7.502925423905253, 5.264402210712433]|  0.3582459092140198|     11.11111111|[1741, 116, 0, 116]                                                        | 
      59|[-2.0163410985842347, -1.9450381678761914, -1.5266345965210348, -0.2927712246309966, -0.9437190538737923, -3.432477609720081, -1.6720337269362062, -2.19060113793239, -0.38717354927212, -1.2868798086419702, -0.1222921744920313, -5.491235563997179, 0.2825752571225166, 0.8360620229505002, -0.1945010959170759, -2.673137921374291, -6.358167200349271, -10.767363875173032, -1.9374367902946688, 4.110265196301043, 7.502925423905253, 5.264402210712433]|  0.3582459092140198|      3.33333333|[1771, 118, 0, 118]                                                        | 
      60|[-2.0163410985842347, -1.9450381678761914, -1.5266345965210348, -0.2927712246309966, -0.9437190538737923, -3.432477609720081, -1.6720337269362062, -2.19060113793239, -0.38717354927212, -1.2868798086419702, -0.1222921744920313, -5.491235563997179, 0.2825752571225166, 0.8360620229505002, -0.1945010959170759, -2.673137921374291, -6.358167200349271, -10.767363875173032, -1.9374367902946688, 4.110265196301043, 7.502925423905253, 5.264402210712433]|  0.3582459092140198|      1.00000000|[1801, 120, 0, 120]                                                        | 
      61|[-2.020480507519096, -1.9512472815113142, -1.5349134143907577, -0.3031197467353195, -0.9561372811440378, -3.4469655412249267, -1.688591362675652, -1.1997284567914903, -0.4078705934807658, -1.3096465589478612, -0.1471286290325224, -5.51814172277227, 0.2535993941128254, 0.8050164557062089, -0.2276163673959672, -2.727679807227105, -6.395421884022653, -10.806688259355724, -1.9788308787119604, 4.097925554960966, 7.457391923293471, 5.216799005866051]|  0.3544449210166931|      3.33333333|[1831, 122, 0, 122]                                                        | 
      62|[-2.0472067701630294, -1.8909701249795035, -1.5883659396786243, -0.3699354061391205, -1.0363160709384829, -3.540507461410016, -1.795496413251385, -1.0882015279494226, -0.5415019122883677, -1.4566410006955266, -0.3074862086214125, -5.691862425301224, 0.0665155537426472, 0.6045694923959672, -0.4414264685474336, 0.4957882580347359, -6.635958231054246, -11.060587774030864, -2.2460935163271643, 3.8172997944056988, 7.1634030397981405, 4.909446969628334]|  0.3501001298427582|     11.11111111|[1861, 124, 0, 124]                                                        | 
      63|[-2.0472067701630294, -1.8909701249795035, -1.5883659396786243, -0.3699354061391205, -1.0363160709384829, -3.540507461410016, -1.795496413251385, -1.0882015279494226, -0.5415019122883677, -1.4566410006955266, -0.3074862086214125, -5.691862425301224, 0.0665155537426472, 0.6045694923959672, -0.4414264685474336, 0.4957882580347359, -6.635958231054246, -11.060587774030864, -2.2460935163271643, 3.8172997944056988, 7.1634030397981405, 4.909446969628334]|  0.3501001298427582|      3.33333333|[1891, 126, 0, 126]                                                        | 
      64|[-2.0472067701630294, -1.8909701249795035, -1.5883659396786243, -0.3699354061391205, -1.0363160709384829, -3.540507461410016, -1.795496413251385, -1.0882015279494226, -0.5415019122883677, -1.4566410006955266, -0.3074862086214125, -5.691862425301224, 0.0665155537426472, 0.6045694923959672, -0.4414264685474336, 0.4957882580347359, -6.635958231054246, -11.060587774030864, -2.2460935163271643, 3.8172997944056988, 7.1634030397981405, 4.909446969628334]|  0.3501001298427582|      1.00000000|[1921, 128, 0, 128]                                                        | 
      65|[-2.050414237892255, -1.8957813266897574, -1.5947808751370758, -0.3779540758114308, -1.0459384743589908, -2.546018924098462, -1.8083262841682881, -1.1026351335458457, -0.5575392516329885, -1.4742820737883449, -0.3267310154624283, -5.712710965890437, 0.0440632775425911, 0.5805134843103588, -0.4670862103812397, 0.460228253621608, -6.664825442247093, -11.091058718971908, -2.2781681950164057, 3.842059012502432, 7.128120893612504, 4.8725610896945]|  0.3456759750843048|      3.33333333|[1951, 130, 0, 130]                                                        | 
      66|[-2.1741811071988195, -2.040947261848487, -1.508980801096186, -0.9919163088779896, -0.8360730533022434, -2.7471614885143936, -1.9921581249218434, -0.4018509867601097, -0.712184545584023, -1.067115175537765, -0.0160027337260544, -5.746221099514514, 0.3103807047009468, 0.6772243077866733, 0.0180775974877179, 0.1913163256831467, -7.035858931951225, -10.834241109900177, -2.2969682431739784, 3.614031907171011, 7.289150753989816, 3.9835005924105644]|  0.3404287397861481|     11.11111111|[1981, 132, 0, 132]                                                        | 
      67|[-2.1741811071988195, -2.040947261848487, -1.508980801096186, -0.9919163088779896, -0.8360730533022434, -2.7471614885143936, -1.9921581249218434, -0.4018509867601097, -0.712184545584023, -1.067115175537765, -0.0160027337260544, -5.746221099514514, 0.3103807047009468, 0.6772243077866733, 0.0180775974877179, 0.1913163256831467, -7.035858931951225, -10.834241109900177, -2.2969682431739784, 3.614031907171011, 7.289150753989816, 3.9835005924105644]|  0.3404287397861481|      3.33333333|[2011, 134, 0, 134]                                                        | 
      68|[-2.1741811071988195, -2.040947261848487, -1.508980801096186, -0.9919163088779896, -0.8360730533022434, -2.7471614885143936, -1.9921581249218434, -0.4018509867601097, -0.712184545584023, -1.067115175537765, -0.0160027337260544, -5.746221099514514, 0.3103807047009468, 0.6772243077866733, 0.0180775974877179, 0.1913163256831467, -7.035858931951225, -10.834241109900177, -2.2969682431739784, 3.614031907171011, 7.289150753989816, 3.9835005924105644]|  0.3404287397861481|      1.00000000|[2041, 136, 0, 136]                                                        | 
      69|[-2.1764657518360764, -2.0443742288043723, -1.4973847463261336, 0.0052755374927074, -0.8429269872140139, -2.7551577449776232, -2.001296703470871, -0.4121318873949349, -0.723607768304646, -1.0796807212755084, -0.0073820860125124, -5.761071288492531, 0.2943881917744875, 0.6600894737057388, -0.000199559610337, 0.1718968474306166, -7.056420733220875, -10.855945232324302, -2.3198146886152244, 3.5900431405752897, 7.264019662514329, 3.9572271797806025]|  0.3366210758686066|      3.33333333|[2071, 138, 0, 138]                                                        | 
      70|[-2.1764657518360764, -2.0443742288043723, -1.4973847463261336, 0.0052755374927074, -0.8429269872140139, -2.7551577449776232, -2.001296703470871, -0.4121318873949349, -0.723607768304646, -1.0796807212755084, -0.0073820860125124, -5.761071288492531, 0.2943881917744875, 0.6600894737057388, -0.000199559610337, 0.1718968474306166, -7.056420733220875, -10.855945232324302, -2.3198146886152244, 3.5900431405752897, 7.264019662514329, 3.9572271797806025]|  0.3366210758686066|      1.00000000|[2101, 140, 0, 140]                                                        | 
      71|[-2.1810754279140383, -2.051288742921315, -1.5066040984820575, -0.0062486517708749, -0.8567560154478997, -2.7712916121818125, -2.0197354077827185, -0.432875428814441, -0.5791987823322415, -1.1050339387729764, -0.035040142480284, -5.7910341820679605, 0.2621204573661089, 0.6255169021897018, -0.0370769682340324, 0.1327146016992629, -7.097907816059887, -11.835041823796928, -2.3659114456695534, 3.5416415464133024, 7.213313227519393, 3.904215903952718]|  0.3341691792011261|      3.33333333|[2131, 142, 0, 142]                                                        | 
      72|[-2.1810754279140383, -2.051288742921315, -1.5066040984820575, -0.0062486517708749, -0.8567560154478997, -2.7712916121818125, -2.0197354077827185, -0.432875428814441, -0.5791987823322415, -1.1050339387729764, -0.035040142480284, -5.7910341820679605, 0.2621204573661089, 0.6255169021897018, -0.0370769682340324, 0.1327146016992629, -7.097907816059887, -11.835041823796928, -2.3659114456695534, 3.5416415464133024, 7.213313227519393, 3.904215903952718]|  0.3341691792011261|      1.00000000|[2161, 144, 0, 144]                                                        | 
      73|[-2.3332790473941714, -2.056766869383864, -1.4093838341068476, 0.0357410546857864, -0.8226570177357644, -2.720480824355036, -2.1470569043885916, -0.4674255815334618, -0.5170412929728627, -0.862107683904469, 0.0405045947991312, -5.66048783576116, 0.2698958422988653, 0.593929476570338, -0.123256545048207, 0.0485451542772353, -7.031097863800824, -11.863534047268331, -2.5779325283092476, 3.6917884331196547, 7.100106393918395, 3.991716066375375]|  0.3317001163959503|      3.33333333|[2191, 146, 0, 146]                                                        | 
      74|[-2.3332790473941714, -2.056766869383864, -1.4093838341068476, 0.0357410546857864, -0.8226570177357644, -2.720480824355036, -2.1470569043885916, -0.4674255815334618, -0.5170412929728627, -0.862107683904469, 0.0405045947991312, -5.66048783576116, 0.2698958422988653, 0.593929476570338, -0.123256545048207, 0.0485451542772353, -7.031097863800824, -11.863534047268331, -2.5779325283092476, 3.6917884331196547, 7.100106393918395, 3.991716066375375]|  0.3317001163959503|      1.00000000|[2221, 148, 0, 148]                                                        | 
      75|[-2.363697517896071, -2.1023945751367137, -1.470220775110647, 0.0318919532001019, -0.9139124292414635, -2.826945471111685, -2.2904888957273215, -0.60430869134143, -0.6691336454823613, -1.0294092642143369, -0.1420062282122672, -5.858207886572927, 0.0569665487855673, 0.3657909552566707, -0.3666043090634048, -0.2100118375383317, -7.30486408341676, -12.152509524486959, -2.8821172333282448, 3.372394500300288, 6.765503233298659, 3.6419036481529474]|  0.3301311433315277|      3.33333333|[2251, 150, 0, 150]                                                        | 
      76|[-2.363697517896071, -2.1023945751367137, -1.470220775110647, 0.0318919532001019, -0.9139124292414635, -2.826945471111685, -2.2904888957273215, -0.60430869134143, -0.6691336454823613, -1.0294092642143369, -0.1420062282122672, -5.858207886572927, 0.0569665487855673, 0.3657909552566707, -0.3666043090634048, -0.2100118375383317, -7.30486408341676, -12.152509524486959, -2.8821172333282448, 3.372394500300288, 6.765503233298659, 3.6419036481529474]|  0.3301311433315277|      1.00000000|[2281, 152, 0, 152]                                                        | 
      77|[-2.3664426053874195, -2.1065122064901516, -1.4757109500933439, 0.0250292341224849, 0.0820413094479591, -2.8365532769821584, -2.301469245692715, -0.6166615854017437, -0.6828590836375952, -1.0560480570420623, -0.1584767536260188, -5.876050954218954, 0.0377509370446205, 0.3452027994208038, -0.3885650089941919, -0.233345081564039, -7.329569871537387, -12.178587856702507, -2.9095681096387125, 3.3910790756344795, 6.735307270660996, 3.6103351395577192]|  0.3283957242965698|      3.33333333|[2311, 154, 0, 154]                                                        | 
      78|[-2.3664426053874195, -2.1065122064901516, -1.4757109500933439, 0.0250292341224849, 0.0820413094479591, -2.8365532769821584, -2.301469245692715, -0.6166615854017437, -0.6828590836375952, -1.0560480570420623, -0.1584767536260188, -5.876050954218954, 0.0377509370446205, 0.3452027994208038, -0.3885650089941919, -0.233345081564039, -7.329569871537387, -12.178587856702507, -2.9095681096387125, 3.3910790756344795, 6.735307270660996, 3.6103351395577192]|  0.3283957242965698|      1.00000000|[2341, 156, 0, 156]                                                        | 
      79|[-2.1709884996525943, -1.993588897283189, -1.6078389950562268, -0.0092327748425305, 0.0723313170019537, -2.855659920256585, -2.2812816516961902, -0.6894244099967182, -0.5961891319602728, -1.1928992783650756, -0.0410959855653346, -6.054947530385107, -0.0432768911123276, 0.4436955484561622, -0.2206075093708932, -0.2622848558239639, -7.292325264774263, -12.370125371031463, -2.884522247217319, 3.289029188454151, 6.764576552435756, 3.6936737578362226]|  0.3272927403450012|      3.33333333|[2371, 158, 0, 158]                                                        | 
      80|[-2.1709884996525943, -1.993588897283189, -1.6078389950562268, -0.0092327748425305, 0.0723313170019537, -2.855659920256585, -2.2812816516961902, -0.6894244099967182, -0.5961891319602728, -1.1928992783650756, -0.0410959855653346, -6.054947530385107, -0.0432768911123276, 0.4436955484561622, -0.2206075093708932, -0.2622848558239639, -7.292325264774263, -12.370125371031463, -2.884522247217319, 3.289029188454151, 6.764576552435756, 3.6936737578362226]|  0.3272927403450012|      1.00000000|[2401, 160, 0, 160]                                                        | 
      81|[-2.172814305056818, -1.996327605447732, -0.6096353002358228, -0.0137972882948816, 0.0668539006728679, -2.862050238996744, -2.2885848733130842, -0.6976405340246856, -0.605318158864975, -1.174559117294848, -0.0520508182235062, -6.066815265920013, -0.0560575285926461, 0.4300020080991089, -0.2352139526046813, -0.2599763998296112, -7.308757512830198, -12.387470523826778, -2.9027803010267235, 3.269858231768012, 6.744492692872882, 3.672676995396614]|  0.3257780969142914|      3.33333333|[2431, 162, 0, 162]                                                        | 
      82|[-2.172814305056818, -1.996327605447732, -0.6096353002358228, -0.0137972882948816, 0.0668539006728679, -2.862050238996744, -2.2885848733130842, -0.6976405340246856, -0.605318158864975, -1.174559117294848, -0.0520508182235062, -6.066815265920013, -0.0560575285926461, 0.4300020080991089, -0.2352139526046813, -0.2599763998296112, -7.308757512830198, -12.387470523826778, -2.9027803010267235, 3.269858231768012, 6.744492692872882, 3.672676995396614]|  0.3257780969142914|      1.00000000|[2461, 164, 0, 164]                                                        | 
      83|[-2.1778976001078263, -2.0039525487227365, -0.6198018903378397, -0.0265055266208947, 0.0516040141228586, -2.879841770976782, -2.308918053517118, -0.7205153643153608, -0.6307346355170012, -0.1882249126210809, -0.0825505913235247, -6.124042538460344, -0.0916405925527215, 0.3918772940523922, -0.275880313012749, -0.3031844103243202, -7.354507173411548, -12.435761827044189, -2.953613254330776, 3.2164836321026087, 6.688576443120837, 3.707806758582592]|  0.3237672150135040|      3.33333333|[2491, 166, 0, 166]                                                        | 
      84|[-2.1778976001078263, -2.0039525487227365, -0.6198018903378397, -0.0265055266208947, 0.0516040141228586, -2.879841770976782, -2.308918053517118, -0.7205153643153608, -0.6307346355170012, -0.1882249126210809, -0.0825505913235247, -6.124042538460344, -0.0916405925527215, 0.3918772940523922, -0.275880313012749, -0.3031844103243202, -7.354507173411548, -12.435761827044189, -2.953613254330776, 3.2164836321026087, 6.688576443120837, 3.707806758582592]|  0.3237672150135040|      1.00000000|[2521, 168, 0, 168]                                                        | 
      85|[-2.182608441100456, -2.0087637504329905, -0.6143938202876598, -0.034524196293205, 0.0419816107023507, -1.885353233665228, -2.321747924434021, -0.7349489699117839, -0.6467719748616219, -0.2058659857138991, -0.1017953981645405, -6.1448910790495574, -0.1140928687527776, 0.3678212859667838, -0.301540054846555, -0.3304478877689689, -7.383374384604394, -12.466232771985233, -2.9856879330200172, 3.1828052159398794, 6.653294296935201, 3.670920878648758]|  0.3224909603595734|      3.33333333|[2551, 170, 0, 170]                                                        | 
      86|[-2.179836348281242, -2.624025901197456, -0.4179111470002681, -0.1016584425233305, -0.1725900887977332, -2.1719268821179867, -2.266762062208727, -0.6486572246067226, -0.5871895961463451, -0.3848133152350783, -0.1297532920725644, -7.032761867623776, 0.3157701073214412, 0.2645315551199019, -0.3110266649164259, -0.025425469269976, -7.690701327286661, -12.333803902380168, -3.499120554975889, 3.914329743012786, 6.216076018288732, 3.62256171554327]|  0.3176860809326172|     11.11111111|[2581, 172, 0, 172]                                                        | 
      87|[-2.179836348281242, -2.624025901197456, -0.4179111470002681, -0.1016584425233305, -0.1725900887977332, -2.1719268821179867, -2.266762062208727, -0.6486572246067226, -0.5871895961463451, -0.3848133152350783, -0.1297532920725644, -7.032761867623776, 0.3157701073214412, 0.2645315551199019, -0.3110266649164259, -0.025425469269976, -7.690701327286661, -12.333803902380168, -3.499120554975889, 3.914329743012786, 6.216076018288732, 3.62256171554327]|  0.3176860809326172|      3.33333333|[2611, 174, 0, 174]                                                        | 
      88|[-2.179836348281242, -2.624025901197456, -0.4179111470002681, -0.1016584425233305, -0.1725900887977332, -2.1719268821179867, -2.266762062208727, -0.6486572246067226, -0.5871895961463451, -0.3848133152350783, -0.1297532920725644, -7.032761867623776, 0.3157701073214412, 0.2645315551199019, -0.3110266649164259, -0.025425469269976, -7.690701327286661, -12.333803902380168, -3.499120554975889, 3.914329743012786, 6.216076018288732, 3.62256171554327]|  0.3176860809326172|      1.00000000|[2641, 176, 0, 176]                                                        | 
      89|[-2.1812045911792666, -1.6250359615078196, -0.4206476327963173, -0.1050790497101843, -0.1766948171425611, -2.17671573208645, -2.2722350338008255, -0.6548143173567951, -0.5940308105200529, -0.3968301946297288, -0.1379627487622201, -7.041655445937067, 0.3177594854496419, 0.2542697335593402, -0.3219726081006229, -0.0370555340778083, -7.703015512786806, -12.346802209503949, -3.5128029837233044, 3.899963192641735, 6.2010253462940454, 3.6068269219249487]|  0.3143767416477203|      3.33333333|[2671, 178, 0, 178]                                                        | 
      90|[-2.1812045911792666, -1.6250359615078196, -0.4206476327963173, -0.1050790497101843, -0.1766948171425611, -2.17671573208645, -2.2722350338008255, -0.6548143173567951, -0.5940308105200529, -0.3968301946297288, -0.1379627487622201, -7.041655445937067, 0.3177594854496419, 0.2542697335593402, -0.3219726081006229, -0.0370555340778083, -7.703015512786806, -12.346802209503949, -3.5128029837233044, 3.899963192641735, 6.2010253462940454, 3.6068269219249487]|  0.3143767416477203|      1.00000000|[2701, 180, 0, 180]                                                        | 
      91|[-2.206871066475287, -1.5890822721412405, -0.437291142065078, 0.058576216455549, -0.1579128496814519, -2.05191905843094, -2.21626709937118, -0.4074212755076587, -0.4196218084543943, -0.4771814504638314, -0.0518321744166315, -7.095386421773583, 0.1738841249607503, 0.1787010501138866, -0.3409708323888481, -0.1667909740936011, -7.580564244650304, -12.284875527955592, -3.5901924773079372, 3.9508599154651165, 6.052671233192086, 3.629734296351671]|  0.3114958405494690|      3.33333333|[2731, 182, 0, 182]                                                        | 
      92|[-2.206871066475287, -1.5890822721412405, -0.437291142065078, 0.058576216455549, -0.1579128496814519, -2.05191905843094, -2.21626709937118, -0.4074212755076587, -0.4196218084543943, -0.4771814504638314, -0.0518321744166315, -7.095386421773583, 0.1738841249607503, 0.1787010501138866, -0.3409708323888481, -0.1667909740936011, -7.580564244650304, -12.284875527955592, -3.5901924773079372, 3.9508599154651165, 6.052671233192086, 3.629734296351671]|  0.3114958405494690|      1.00000000|[2761, 184, 0, 184]                                                        | 
      93|[-1.207319829845801, -1.5904497229494154, -0.4391144098481163, 0.056297131581232, -0.1606477512978017, -2.055109777022153, -2.2199136349372566, -0.4115236280485988, -0.426216724794358, -0.4821954369544983, -0.0573019776493311, -7.101312042213976, 0.1675026877783239, 0.1718637957237661, -0.3354506087489426, -0.1745398624334484, -7.588768949732184, -12.293536050245166, -3.5993088168052054, 3.941287759691477, 6.0426432602107525, 3.6192505061626434]|  0.3107327222824097|      3.33333333|[2791, 186, 0, 186]                                                        | 
      94|[-1.207319829845801, -1.5904497229494154, -0.4391144098481163, 0.056297131581232, -0.1606477512978017, -2.055109777022153, -2.2199136349372566, -0.4115236280485988, -0.426216724794358, -0.4821954369544983, -0.0573019776493311, -7.101312042213976, 0.1675026877783239, 0.1718637957237661, -0.3354506087489426, -0.1745398624334484, -7.588768949732184, -12.293536050245166, -3.5993088168052054, 3.941287759691477, 6.0426432602107525, 3.6192505061626434]|  0.3107327222824097|      1.00000000|[2821, 188, 0, 188]                                                        | 
      95|[-1.488566223764792, -1.442685502115637, -0.2740428628167138, 0.1210147372912616, -0.3416892602108419, -2.06979449512437, -2.1530704009346664, -0.2875670818611979, -0.3412555190734565, -0.4832866812357679, -0.0636620395816863, -7.15514983329922, 0.1861944771371782, 0.1516566569916904, -0.2816137266345322, -0.0882133005652577, -7.576527964323759, -12.257619636133313, -3.525276614442191, 3.7670040018856525, 5.996409222483635, 3.683315671980381]|  0.3103750050067902|      3.33333333|[2851, 190, 0, 190]                                                        | 
      96|[-1.488566223764792, -1.442685502115637, -0.2740428628167138, 0.1210147372912616, -0.3416892602108419, -2.06979449512437, -2.1530704009346664, -0.2875670818611979, -0.3412555190734565, -0.4832866812357679, -0.0636620395816863, -7.15514983329922, 0.1861944771371782, 0.1516566569916904, -0.2816137266345322, -0.0882133005652577, -7.576527964323759, -12.257619636133313, -3.525276614442191, 3.7670040018856525, 5.996409222483635, 3.683315671980381]|  0.3103750050067902|      1.00000000|[2881, 192, 0, 192]                                                        | 
      97|[-1.4694226703140885, -1.2946733557619154, -0.2021867440780625, 0.065943957073614, -0.2730886652134359, -2.1730723795481026, -2.147193681448698, -0.1587432948872447, -0.1813995721749961, -0.3983052993426099, 0.1655464447103441, -7.227204919792712, 0.1766259246505797, 0.0234588379971683, -0.2118928325362504, -0.2323195247445256, -7.438133414834738, -12.327959502115846, -3.442674113526664, 3.885204378515482, 6.080931030213833, 3.7365144714713097]|  0.3094508051872253|      3.33333333|[2911, 194, 0, 194]                                                        | 
      98|[-1.4694226703140885, -1.2946733557619154, -0.2021867440780625, 0.065943957073614, -0.2730886652134359, -2.1730723795481026, -2.147193681448698, -0.1587432948872447, -0.1813995721749961, -0.3983052993426099, 0.1655464447103441, -7.227204919792712, 0.1766259246505797, 0.0234588379971683, -0.2118928325362504, -0.2323195247445256, -7.438133414834738, -12.327959502115846, -3.442674113526664, 3.885204378515482, 6.080931030213833, 3.7365144714713097]|  0.3094508051872253|      1.00000000|[2941, 196, 0, 196]                                                        | 
      99|[-1.4056236615870148, -1.1400391184724867, -0.2235027881106362, 0.0928650393616408, -0.4467678084038198, -2.087568272370845, -2.362005975097418, -0.2628326369449496, -0.2284090588800609, -0.4208245581248775, 0.1809734203852713, -7.389403210021555, 0.0595924803055823, -0.0041977786459029, -0.1692481976933777, -0.3107080145273358, -7.2415167056024075, -12.297317838296294, -3.5048706923571444, 3.973272431641817, 6.004276677966118, 3.869175173342228]|  0.3084056973457336|      3.33333333|[2971, 198, 0, 198]                                                        | 
     100|[-1.4056236615870148, -1.1400391184724867, -0.2235027881106362, 0.0928650393616408, -0.4467678084038198, -2.087568272370845, -2.362005975097418, -0.2628326369449496, -0.2284090588800609, -0.4208245581248775, 0.1809734203852713, -7.389403210021555, 0.0595924803055823, -0.0041977786459029, -0.1692481976933777, -0.3107080145273358, -7.2415167056024075, -12.297317838296294, -3.5048706923571444, 3.973272431641817, 6.004276677966118, 3.869175173342228]|  0.3084056973457336|      1.00000000|[3001, 200, 0, 200]                                                        | 
     101|[-1.4083687490783632, -1.1441567498259246, -0.2289929630933329, 0.0860023202840239, -0.0099439336918294, -2.0971760782413185, -2.3729863250628114, -0.2751855310052633, -0.2421344970352948, -0.435922539443709, 0.1645028949715197, -8.284627900458872, 0.0403768685646355, -0.0247859344817698, -0.1912088976241648, -0.334041258553043, -7.266222493723035, -12.323396170511842, -3.532321568667612, 3.944449011236429, 5.974080715328455, 3.8376066647469997]|  0.3041981756687164|      3.33333333|[3031, 202, 0, 202]                                                        | 
     102|[-1.4083687490783632, -1.1441567498259246, -0.2289929630933329, 0.0860023202840239, -0.0099439336918294, -2.0971760782413185, -2.3729863250628114, -0.2751855310052633, -0.2421344970352948, -0.435922539443709, 0.1645028949715197, -8.284627900458872, 0.0403768685646355, -0.0247859344817698, -0.1912088976241648, -0.334041258553043, -7.266222493723035, -12.323396170511842, -3.532321568667612, 3.944449011236429, 5.974080715328455, 3.8376066647469997]|  0.3041981756687164|      1.00000000|[3061, 204, 0, 204]                                                        | 
     103|[-1.411576216807589, -1.1489679515361786, -0.2354078985517845, 0.0779836506117135, -0.0195663371123374, -1.1026875409297645, -2.3858161959797144, -0.2764981971122324, -0.2581718363799155, -0.4535636125365272, 0.1452580881305039, -8.305476441048086, 0.0179245923645794, -0.0488419425673783, -0.2168686394579709, -0.3613047359976918, -7.233974674716592, -12.353867115452886, -3.5643962473568536, 3.9107705950737, 5.9387985691428185, 3.8007207848131657]|  0.3024628758430481|      3.33333333|[3091, 206, 0, 206]                                                        | 
     104|[-1.411576216807589, -1.1489679515361786, -0.2354078985517845, 0.0779836506117135, -0.0195663371123374, -1.1026875409297645, -2.3858161959797144, -0.2764981971122324, -0.2581718363799155, -0.4535636125365272, 0.1452580881305039, -8.305476441048086, 0.0179245923645794, -0.0488419425673783, -0.2168686394579709, -0.3613047359976918, -7.233974674716592, -12.353867115452886, -3.5643962473568536, 3.9107705950737, 5.9387985691428185, 3.8007207848131657]|  0.3024628758430481|      1.00000000|[3121, 208, 0, 208]                                                        | 
     105|[-1.5928437614347786, -1.2370301708579063, -0.1913273356622085, 0.1746964037884027, -0.1272487216629088, -1.0563399191014469, -2.461555378511548, -0.1058582351543009, -0.0729406722821295, -0.3541721223155037, 0.2285336744971573, -8.335306287743151, 0.0619752262718976, 0.0240284609608352, -0.1364849884994328, -0.340655172476545, -7.287975719198585, -12.14444181509316, -3.525784175932131, 3.9476843401789665, 5.770132474601269, 3.728171270340681]|  0.3020969629287720|      3.33333333|[3151, 210, 0, 210]                                                        | 
     106|[-1.5928437614347786, -1.2370301708579063, -0.1913273356622085, 0.1746964037884027, -0.1272487216629088, -1.0563399191014469, -2.461555378511548, -0.1058582351543009, -0.0729406722821295, -0.3541721223155037, 0.2285336744971573, -8.335306287743151, 0.0619752262718976, 0.0240284609608352, -0.1364849884994328, -0.340655172476545, -7.287975719198585, -12.14444181509316, -3.525784175932131, 3.9476843401789665, 5.770132474601269, 3.728171270340681]|  0.3020969629287720|      1.00000000|[3181, 212, 0, 212]                                                        | 
     107|[-0.5932925248052925, -1.2383976216660812, -0.1931506034452468, 0.1724173189140856, -0.1299836232792586, -1.05953063769266, -2.464752446161583, -0.109960587695241, -0.0774988420307636, -0.3591861088061705, 0.2230638712644577, -8.341231908183545, 0.0555937890894711, 0.0310870744287968, -0.1437780596315861, -0.3484040608163923, -7.296180424280465, -12.153102337382734, -3.534900515429399, 3.938112184405327, 5.760104501619935, 3.7176874801516533]|  0.3011080920696259|      3.33333333|[3211, 214, 0, 214]                                                        | 
     108|[-0.5932925248052925, -1.2383976216660812, -0.1931506034452468, 0.1724173189140856, -0.1299836232792586, -1.05953063769266, -2.464752446161583, -0.109960587695241, -0.0774988420307636, -0.3591861088061705, 0.2230638712644577, -8.341231908183545, 0.0555937890894711, 0.0310870744287968, -0.1437780596315861, -0.3484040608163923, -7.296180424280465, -12.153102337382734, -3.534900515429399, 3.938112184405327, 5.760104501619935, 3.7176874801516533]|  0.3011080920696259|      1.00000000|[3241, 216, 0, 216]                                                        | 
