k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
     124|[-0.3859050114697311, 1.0600881199352443, 1.635649232659489, -0.2704354865909409, 2.4288474469212815, 0.0172181720263325, 3.593793541251216, 1.944555176072754, -2.5406972232594853, 0.0199349112676828, 0.8569200237288896, 3.176580591010861, 0.3206353459099773, 2.3943942073965445, 0.4433578906682385, 1.617048328393139, 0.3556724797817878, -1.1169244334159885, 0.2390440036360815, 2.6715314227622002, 2.0289380387985148, -3.3332462371035945, -1.512992236734135, 2.5123030254035257, 0.0578853216720745, 2.7250556293292902, 2.055775501241442, -0.5336396342609078, 0.3141159543010872, 1.267850702512078, 1.1048495680443011, 0.4443553345408873, 0.698450067138765, 0.2257552584633231, 1.698496961093042, 0.8809198597500654, -1.0161584056841093, 1.2863549590110779, 0.42950385826407, 1.1937673079082742, 0.9208892855676822, -0.3339189999878727, 1.9941191742982483, 0.1449196562898578, 0.844088178491802, 0.9501921290066093, 0.9155430616738158, 0.5227545407251455, 2.334930734388763, 0.4285370139405131, 0.3237791477295104, -0.7738669586542528, -1.6693275337675004, 8.703110756552633]| 65.7303390502929688|      0.09000000|[14881, 992, 0, 248]                                                       | 
     125|[-0.3928471639810596, 1.0613606231054291, 1.6285912161692977, -0.2730558203966211, 2.4214028239948675, 0.0294311348698102, 3.5911342052859254, 1.9533225750783458, -2.532069239518023, 0.0146958241107313, 0.8741956830963318, 3.1823612827574834, 0.3209835077577736, 2.4051527954870835, 0.4515181576934708, 1.6188578219152987, 0.3470927925664, -1.1163651764800306, 0.2497359332446649, 2.66443909262307, 2.0381483468809165, -3.3364105655055027, -1.5189234609424602, 2.5118275349377654, 0.0634697888744995, 2.717804564104881, 2.06026650586864, -0.5481977390591055, 0.3121516196697485, 1.2651405074866489, 1.1031138307298534, 0.4436514426270151, 0.699784200580325, 0.2295538543257862, 1.701229551632423, 0.8835484604405792, -1.0173457306736964, 1.2817327212542295, 0.4208371715503745, 1.179257755749859, 0.9028004679712467, -0.2631501146734081, 1.976673077311716, 0.1296435110998573, 0.8342176353471586, 0.9448483872693032, 0.9148583368441905, 0.5255192514159717, 2.331118711415911, 0.431717453058809, 0.3250043243460823, -0.774901434633648, -1.6720059990984737, 8.700771586471092]| 65.5341873168945312|      0.30000000|[15001, 1000, 0, 250]                                                      | 
     126|[-0.3844149023352657, 1.0461834132438526, 1.6433060457929969, -0.2607563702822517, 2.4028658446623012, 0.0150669193244539, 3.610791813407559, 1.9692732623079792, -2.4942153913289076, 0.0168809823094307, 0.8893742042600934, 3.2065105870133266, 0.3299672334396746, 2.404322116810363, 0.4619799658757699, 1.6098564094863832, 0.3677140476065688, -1.1378755614568945, 0.2396121774618223, 2.672260362887755, 2.1022332045831718, -3.353045072610257, -1.49786551806028, 2.5357059472589754, 0.0564195363549516, 2.7026017605676316, 2.0990191809250973, -0.5605871297884732, 0.3153690343897324, 1.2803636911557987, 1.0954140230896883, 0.4975452993312501, 0.7116776806651615, 0.2148380170110613, 1.7207226248574443, 0.8825655763557734, -0.9959145863467711, 1.2829394225263968, 0.4215556750423275, 1.19237923680339, 0.8968085378292017, -0.2581689316921256, 1.9701891336444532, 0.1150459089112701, 0.8397647816600511, 0.9499288650695235, 0.918606982617348, 0.5020900457748212, 2.369690072868252, 0.4415488946251571, 0.3075996861152817, -0.800366362411296, -1.6655599854057073, 8.660264165573608]| 65.3357162475585938|      1.00000000|[15121, 1008, 0, 252]                                                      | 
     127|[-0.3844149023352657, 1.0461834132438526, 1.6433060457929969, -0.2607563702822517, 2.4028658446623012, 0.0150669193244539, 3.610791813407559, 1.9692732623079792, -2.4942153913289076, 0.0168809823094307, 0.8893742042600934, 3.2065105870133266, 0.3299672334396746, 2.404322116810363, 0.4619799658757699, 1.6098564094863832, 0.3677140476065688, -1.1378755614568945, 0.2396121774618223, 2.672260362887755, 2.1022332045831718, -3.353045072610257, -1.49786551806028, 2.5357059472589754, 0.0564195363549516, 2.7026017605676316, 2.0990191809250973, -0.5605871297884732, 0.3153690343897324, 1.2803636911557987, 1.0954140230896883, 0.4975452993312501, 0.7116776806651615, 0.2148380170110613, 1.7207226248574443, 0.8825655763557734, -0.9959145863467711, 1.2829394225263968, 0.4215556750423275, 1.19237923680339, 0.8968085378292017, -0.2581689316921256, 1.9701891336444532, 0.1150459089112701, 0.8397647816600511, 0.9499288650695235, 0.918606982617348, 0.5020900457748212, 2.369690072868252, 0.4415488946251571, 0.3075996861152817, -0.800366362411296, -1.6655599854057073, 8.660264165573608]| 65.3357162475585938|      0.30000000|[15241, 1016, 0, 254]                                                      | 
     128|[-0.4145556319563184, 0.9862792439525947, 1.714044383727014, -0.2312968453825306, 2.325182567234151, 0.0334594505256973, 3.55872209725203, 1.947519843117334, -2.407019734135247, 0.0331722784189878, 0.8726747746586625, 3.1466612875228748, 0.3377774647378828, 2.372889190155547, 0.3819012746316446, 1.4844610071741045, 0.3270921783405356, -1.1372195331787225, 0.207052939087589, 2.6277696455363184, 2.134244873712305, -3.321406830305932, -1.5031008333608042, 2.5106388879357837, 0.1333709879545495, 2.7305588181479834, 2.2052857465459965, -0.612442783312872, 0.3090204891923349, 1.2856118102790788, 1.0869223896297626, 0.4989033024539822, 0.7109549263841473, 0.2233552488032728, 1.7500356564414687, 0.8951415864339651, -0.970885303329851, 1.2873854503268376, 0.4264011219493113, 1.2002986954757944, 0.9074006333830766, -0.2437617784507893, 1.9961388502124464, 0.1248213034850778, 0.840776594253839, 0.9751101157162338, 0.9483743468808825, 0.5092413742677309, 2.3571329956466798, 0.4165700129233301, 0.2907385062717367, -0.7954654319619294, -1.6425451065515517, 8.689541980125796]| 64.3101577758789062|      1.00000000|[15361, 1024, 0, 256]                                                      | 
     129|[-0.4145556319563184, 0.9862792439525947, 1.714044383727014, -0.2312968453825306, 2.325182567234151, 0.0334594505256973, 3.55872209725203, 1.947519843117334, -2.407019734135247, 0.0331722784189878, 0.8726747746586625, 3.1466612875228748, 0.3377774647378828, 2.372889190155547, 0.3819012746316446, 1.4844610071741045, 0.3270921783405356, -1.1372195331787225, 0.207052939087589, 2.6277696455363184, 2.134244873712305, -3.321406830305932, -1.5031008333608042, 2.5106388879357837, 0.1333709879545495, 2.7305588181479834, 2.2052857465459965, -0.612442783312872, 0.3090204891923349, 1.2856118102790788, 1.0869223896297626, 0.4989033024539822, 0.7109549263841473, 0.2233552488032728, 1.7500356564414687, 0.8951415864339651, -0.970885303329851, 1.2873854503268376, 0.4264011219493113, 1.2002986954757944, 0.9074006333830766, -0.2437617784507893, 1.9961388502124464, 0.1248213034850778, 0.840776594253839, 0.9751101157162338, 0.9483743468808825, 0.5092413742677309, 2.3571329956466798, 0.4165700129233301, 0.2907385062717367, -0.7954654319619294, -1.6425451065515517, 8.689541980125796]| 64.3101577758789062|      0.30000000|[15481, 1032, 0, 258]                                                      | 
     130|[-0.3925752792565618, 0.9853341515990905, 1.7089237156324089, -0.2329419398647588, 2.349811536143534, 0.0161449643201195, 3.5367894021910615, 1.9479528332594782, -2.398118700584746, 0.0347143343983589, 0.8585164065480058, 3.143063810071908, 0.3350617434771266, 2.4044410019996576, 0.4191817335886014, 1.483130506472662, 0.3305821874528192, -1.1476162754406687, 0.2000682316538587, 2.638789119431749, 2.1397946426295675, -3.332282409275649, -1.5097718019678723, 2.5202737561776303, 0.159960042568855, 2.758980728627648, 2.2345031778677367, -0.6274534177500755, 0.2469107170763891, 1.2629569509299472, 1.081881103280466, 0.4634086508085602, 0.702312657085713, 0.2041109486017376, 1.7442514629219659, 0.8881409273071768, -0.9834827934319037, 1.267027072259225, 0.4700813614181243, 1.17477003170643, 0.9122376103769056, -0.2331492804132722, 1.981113174915663, 0.1627053377014818, 0.864687360721291, 0.9717092697974294, 0.9444125979716773, 0.4965675417915918, 2.3409464342112187, 0.4137779290322214, 0.2741432264738251, -0.7938598836481106, -1.6678763448362588, 8.648594043650519]| 63.9113082885742188|      1.00000000|[15601, 1040, 0, 260]                                                      | 
     131|[-0.3925752792565618, 0.9853341515990905, 1.7089237156324089, -0.2329419398647588, 2.349811536143534, 0.0161449643201195, 3.5367894021910615, 1.9479528332594782, -2.398118700584746, 0.0347143343983589, 0.8585164065480058, 3.143063810071908, 0.3350617434771266, 2.4044410019996576, 0.4191817335886014, 1.483130506472662, 0.3305821874528192, -1.1476162754406687, 0.2000682316538587, 2.638789119431749, 2.1397946426295675, -3.332282409275649, -1.5097718019678723, 2.5202737561776303, 0.159960042568855, 2.758980728627648, 2.2345031778677367, -0.6274534177500755, 0.2469107170763891, 1.2629569509299472, 1.081881103280466, 0.4634086508085602, 0.702312657085713, 0.2041109486017376, 1.7442514629219659, 0.8881409273071768, -0.9834827934319037, 1.267027072259225, 0.4700813614181243, 1.17477003170643, 0.9122376103769056, -0.2331492804132722, 1.981113174915663, 0.1627053377014818, 0.864687360721291, 0.9717092697974294, 0.9444125979716773, 0.4965675417915918, 2.3409464342112187, 0.4137779290322214, 0.2741432264738251, -0.7938598836481106, -1.6678763448362588, 8.648594043650519]| 63.9113082885742188|      0.30000000|[15721, 1048, 0, 262]                                                      | 
     132|[-0.3925752792565618, 0.9853341515990905, 1.7089237156324089, -0.2329419398647588, 2.349811536143534, 0.0161449643201195, 3.5367894021910615, 1.9479528332594782, -2.398118700584746, 0.0347143343983589, 0.8585164065480058, 3.143063810071908, 0.3350617434771266, 2.4044410019996576, 0.4191817335886014, 1.483130506472662, 0.3305821874528192, -1.1476162754406687, 0.2000682316538587, 2.638789119431749, 2.1397946426295675, -3.332282409275649, -1.5097718019678723, 2.5202737561776303, 0.159960042568855, 2.758980728627648, 2.2345031778677367, -0.6274534177500755, 0.2469107170763891, 1.2629569509299472, 1.081881103280466, 0.4634086508085602, 0.702312657085713, 0.2041109486017376, 1.7442514629219659, 0.8881409273071768, -0.9834827934319037, 1.267027072259225, 0.4700813614181243, 1.17477003170643, 0.9122376103769056, -0.2331492804132722, 1.981113174915663, 0.1627053377014818, 0.864687360721291, 0.9717092697974294, 0.9444125979716773, 0.4965675417915918, 2.3409464342112187, 0.4137779290322214, 0.2741432264738251, -0.7938598836481106, -1.6678763448362588, 8.648594043650519]| 63.9113082885742188|      0.09000000|[15841, 1056, 0, 264]                                                      | 
     133|[-0.3899293124268297, 0.9874692353769206, 1.7417756612412632, -0.226539701126967, 2.315957431565039, 0.0165605736256111, 3.551303243089933, 1.946666042553261, -2.389506755149341, 0.0229527789501844, 0.8357018142014567, 3.17136211914476, 0.33209555837675, 2.413845475006383, 0.4406661681932462, 1.4939198766369373, 0.3355224830447696, -1.1639029745419975, 0.1711658276435628, 2.6474551160354167, 2.166360855626408, -3.3357433273631614, -1.5036203330091666, 2.5178040870814584, 0.150409831549041, 2.7504119919030927, 2.2307339496328495, -0.633705222280696, 0.2403782356705051, 1.2599516495829448, 1.0784569451934658, 0.4635015095191193, 0.7051404404337518, 0.1981611645314842, 1.7532220029388554, 0.8906057546901138, -0.9564479407781619, 1.2647204865934327, 0.4664613985805772, 1.1760188003536314, 0.9126957924745511, -0.2324795969088882, 1.9791841745463898, 0.1601785699167522, 0.8630211329000304, 0.9789585976395756, 0.9471494269600953, 0.492661299475003, 2.346760886866832, 0.4117724162060767, 0.2767511168785859, -0.7845014356717002, -1.6610837604021071, 8.645522696864646]| 63.2312660217285156|      0.30000000|[15961, 1064, 0, 266]                                                      | 
     134|[-0.3899293124268297, 0.9874692353769206, 1.7417756612412632, -0.226539701126967, 2.315957431565039, 0.0165605736256111, 3.551303243089933, 1.946666042553261, -2.389506755149341, 0.0229527789501844, 0.8357018142014567, 3.17136211914476, 0.33209555837675, 2.413845475006383, 0.4406661681932462, 1.4939198766369373, 0.3355224830447696, -1.1639029745419975, 0.1711658276435628, 2.6474551160354167, 2.166360855626408, -3.3357433273631614, -1.5036203330091666, 2.5178040870814584, 0.150409831549041, 2.7504119919030927, 2.2307339496328495, -0.633705222280696, 0.2403782356705051, 1.2599516495829448, 1.0784569451934658, 0.4635015095191193, 0.7051404404337518, 0.1981611645314842, 1.7532220029388554, 0.8906057546901138, -0.9564479407781619, 1.2647204865934327, 0.4664613985805772, 1.1760188003536314, 0.9126957924745511, -0.2324795969088882, 1.9791841745463898, 0.1601785699167522, 0.8630211329000304, 0.9789585976395756, 0.9471494269600953, 0.492661299475003, 2.346760886866832, 0.4117724162060767, 0.2767511168785859, -0.7845014356717002, -1.6610837604021071, 8.645522696864646]| 63.2312660217285156|      0.09000000|[16081, 1072, 0, 268]                                                      | 
     135|[-0.3968175320478622, 0.9887417385471053, 1.734717644751072, -0.2291600349326472, 2.308512808638625, 0.0287735364690889, 3.5486439071246423, 1.9554334415588528, -2.380878771407879, 0.017713691793233, 0.8529774735688989, 3.1771428108913824, 0.3324437202245463, 2.424604063096922, 0.4488264352184785, 1.495729370159097, 0.3269427958293818, -1.1633437176060397, 0.1818577572521463, 2.6403627858962864, 2.1755711637088098, -3.3389076557650696, -1.5126133039302658, 2.517328596615698, 0.155994298751466, 2.7431609266786836, 2.2352249542600475, -0.6465987984556705, 0.2384139010391664, 1.2572414545575157, 1.076721207879018, 0.4627976176052471, 0.7064745738753118, 0.2019597603939474, 1.7559545934782363, 0.8932343553806277, -0.9576352657677489, 1.2600982488365844, 0.4577947118668817, 1.161509248195216, 0.8946069748781156, -0.1617107115944236, 1.9617380775598576, 0.1449024247267516, 0.853150589755387, 0.9736148559022695, 0.94646470213047, 0.4954260101658292, 2.3506695219839457, 0.4149528553243726, 0.2779762934951577, -0.7855359116510954, -1.6637622257330804, 8.643183526783105]| 62.9786415100097656|      0.30000000|[16201, 1080, 0, 270]                                                      | 
     136|[-0.3968175320478622, 0.9887417385471053, 1.734717644751072, -0.2291600349326472, 2.308512808638625, 0.0287735364690889, 3.5486439071246423, 1.9554334415588528, -2.380878771407879, 0.017713691793233, 0.8529774735688989, 3.1771428108913824, 0.3324437202245463, 2.424604063096922, 0.4488264352184785, 1.495729370159097, 0.3269427958293818, -1.1633437176060397, 0.1818577572521463, 2.6403627858962864, 2.1755711637088098, -3.3389076557650696, -1.5126133039302658, 2.517328596615698, 0.155994298751466, 2.7431609266786836, 2.2352249542600475, -0.6465987984556705, 0.2384139010391664, 1.2572414545575157, 1.076721207879018, 0.4627976176052471, 0.7064745738753118, 0.2019597603939474, 1.7559545934782363, 0.8932343553806277, -0.9576352657677489, 1.2600982488365844, 0.4577947118668817, 1.161509248195216, 0.8946069748781156, -0.1617107115944236, 1.9617380775598576, 0.1449024247267516, 0.853150589755387, 0.9736148559022695, 0.94646470213047, 0.4954260101658292, 2.3506695219839457, 0.4149528553243726, 0.2779762934951577, -0.7855359116510954, -1.6637622257330804, 8.643183526783105]| 62.9786415100097656|      0.09000000|[16321, 1088, 0, 272]                                                      | 
     137|[-0.3891567263344768, 0.9806105921161361, 1.7275260277092457, -0.2305403418340575, 2.302705638925545, 0.0246531237207819, 3.5608037063502707, 1.9602043118793517, -2.379316512015066, 0.0133903778491913, 0.860903483164293, 3.1706662595970556, 0.3344981151458342, 2.4260356599115767, 0.4450006279730303, 1.4920173211721703, 0.3211394212557934, -1.1590036063280422, 0.175333554372628, 2.641243681195192, 2.1668706895434298, -3.33801069718902, -1.4995701368607115, 2.5238671437255107, 0.1657980502350256, 2.741519147704821, 2.228226578270551, -0.6421006571035832, 0.2198602417192888, 1.2619116456480697, 1.0682337476755492, 0.4629555516658002, 0.7076026808354072, 0.1976561741903424, 1.7575978596578352, 0.8910851390155585, -0.9562445625124383, 1.2591840171371587, 0.4450678899302147, 1.161717003546073, 0.8850672086409759, -0.1580536593010038, 1.9557200284762075, 0.1500622907915385, 0.8546709860820556, 0.9816344857681543, 0.947787790086295, 0.4966437651892193, 2.350252201547846, 0.4138743764488026, 0.2735213361738715, -0.7817325618525501, -1.6617549424627214, 8.641029769289162]| 62.8644561767578125|      0.30000000|[16441, 1096, 0, 274]                                                      | 
     138|[-0.3891567263344768, 0.9806105921161361, 1.7275260277092457, -0.2305403418340575, 2.302705638925545, 0.0246531237207819, 3.5608037063502707, 1.9602043118793517, -2.379316512015066, 0.0133903778491913, 0.860903483164293, 3.1706662595970556, 0.3344981151458342, 2.4260356599115767, 0.4450006279730303, 1.4920173211721703, 0.3211394212557934, -1.1590036063280422, 0.175333554372628, 2.641243681195192, 2.1668706895434298, -3.33801069718902, -1.4995701368607115, 2.5238671437255107, 0.1657980502350256, 2.741519147704821, 2.228226578270551, -0.6421006571035832, 0.2198602417192888, 1.2619116456480697, 1.0682337476755492, 0.4629555516658002, 0.7076026808354072, 0.1976561741903424, 1.7575978596578352, 0.8910851390155585, -0.9562445625124383, 1.2591840171371587, 0.4450678899302147, 1.161717003546073, 0.8850672086409759, -0.1580536593010038, 1.9557200284762075, 0.1500622907915385, 0.8546709860820556, 0.9816344857681543, 0.947787790086295, 0.4966437651892193, 2.350252201547846, 0.4138743764488026, 0.2735213361738715, -0.7817325618525501, -1.6617549424627214, 8.641029769289162]| 62.8644561767578125|      0.09000000|[16561, 1104, 0, 276]                                                      | 
     139|[-0.3891567263344768, 0.9806105921161361, 1.7275260277092457, -0.2305403418340575, 2.302705638925545, 0.0246531237207819, 3.5608037063502707, 1.9602043118793517, -2.379316512015066, 0.0133903778491913, 0.860903483164293, 3.1706662595970556, 0.3344981151458342, 2.4260356599115767, 0.4450006279730303, 1.4920173211721703, 0.3211394212557934, -1.1590036063280422, 0.175333554372628, 2.641243681195192, 2.1668706895434298, -3.33801069718902, -1.4995701368607115, 2.5238671437255107, 0.1657980502350256, 2.741519147704821, 2.228226578270551, -0.6421006571035832, 0.2198602417192888, 1.2619116456480697, 1.0682337476755492, 0.4629555516658002, 0.7076026808354072, 0.1976561741903424, 1.7575978596578352, 0.8910851390155585, -0.9562445625124383, 1.2591840171371587, 0.4450678899302147, 1.161717003546073, 0.8850672086409759, -0.1580536593010038, 1.9557200284762075, 0.1500622907915385, 0.8546709860820556, 0.9816344857681543, 0.947787790086295, 0.4966437651892193, 2.350252201547846, 0.4138743764488026, 0.2735213361738715, -0.7817325618525501, -1.6617549424627214, 8.641029769289162]| 62.8644561767578125|      0.02700000|[16681, 1112, 0, 278]                                                      | 
     140|[-0.3917845232936088, 0.9790126018342562, 1.7295108980033547, -0.2321206651595276, 2.301090531749651, 0.0263373506313656, 3.5609251705682254, 1.9580176665913314, -2.378376909866347, 0.0155331517903505, 0.8630601556978945, 3.173024210962467, 0.3331017557356972, 2.4249988258234225, 0.4464474870692072, 1.4924220189277548, 0.3218336905119941, -1.1605515016999561, 0.1716376009680971, 2.6412386711117506, 2.168935946014244, -3.3373153045831714, -1.499951957957819, 2.5211872702348046, 0.1653931861219462, 2.740161938650999, 2.225624979881104, -0.6406823564320803, 0.218165072001284, 1.2615467301511671, 1.071129656105768, 0.4642825674745836, 0.7055498724221252, 0.1950457221828401, 1.757382496682112, 0.8924061143825384, -0.953674273325305, 1.2574176131165586, 0.4421360839041881, 1.165199361377745, 0.8839528630196583, -0.1565771386285633, 1.9563865127711324, 0.1500681827237713, 0.8578675196185941, 0.9826770012732595, 0.9484415145634557, 0.4988123882212676, 2.3526046744082123, 0.4153993602376431, 0.2760062114393804, -0.7827507522597443, -1.6631063957102015, 8.63957251768079]| 62.8288650512695312|      0.09000000|[16801, 1120, 0, 280]                                                      | 
     141|[-0.3945335703028832, 0.9805506368284114, 1.7313061757013202, -0.235543249777038, 2.295446425443515, 0.0256862910173368, 3.5559004831811762, 1.9497515938710421, -2.37481787368597, 0.0184356109107284, 0.8633613711463113, 3.163400750490837, 0.3257698098022956, 2.421503729361575, 0.4480959797146795, 1.4788841826666612, 0.3250529194483534, -1.1611317226488609, 0.1761198129788681, 2.6509574375477314, 2.168382382602431, -3.342515657102922, -1.5024051626678556, 2.5061381805571727, 0.1521356537414249, 2.7443829775438644, 2.235212112253066, -0.6389305044431239, 0.2186251807434019, 1.256827427627286, 1.0648782050120644, 0.4702514376040199, 0.7048815253656358, 0.1992178508080542, 1.7501617441448616, 0.8962320962509693, -0.9513484327981132, 1.2644349308102392, 0.445435542089399, 1.1559289001015713, 0.8873070720292162, -0.1576766818088799, 1.9575353183754487, 0.1498419635972823, 0.8634269058384234, 0.9985729248728603, 0.951813844316348, 0.4993347583222203, 2.3513176575070247, 0.4076519247610122, 0.2714108940272126, -0.7887808209925424, -1.6605016385074123, 8.631413431572582]| 62.7738647460937500|      0.30000000|[16921, 1128, 0, 282]                                                      | 
     142|[-0.3945335703028832, 0.9805506368284114, 1.7313061757013202, -0.235543249777038, 2.295446425443515, 0.0256862910173368, 3.5559004831811762, 1.9497515938710421, -2.37481787368597, 0.0184356109107284, 0.8633613711463113, 3.163400750490837, 0.3257698098022956, 2.421503729361575, 0.4480959797146795, 1.4788841826666612, 0.3250529194483534, -1.1611317226488609, 0.1761198129788681, 2.6509574375477314, 2.168382382602431, -3.342515657102922, -1.5024051626678556, 2.5061381805571727, 0.1521356537414249, 2.7443829775438644, 2.235212112253066, -0.6389305044431239, 0.2186251807434019, 1.256827427627286, 1.0648782050120644, 0.4702514376040199, 0.7048815253656358, 0.1992178508080542, 1.7501617441448616, 0.8962320962509693, -0.9513484327981132, 1.2644349308102392, 0.445435542089399, 1.1559289001015713, 0.8873070720292162, -0.1576766818088799, 1.9575353183754487, 0.1498419635972823, 0.8634269058384234, 0.9985729248728603, 0.951813844316348, 0.4993347583222203, 2.3513176575070247, 0.4076519247610122, 0.2714108940272126, -0.7887808209925424, -1.6605016385074123, 8.631413431572582]| 62.7738647460937500|      0.09000000|[17041, 1136, 0, 284]                                                      | 
     143|[-0.3945335703028832, 0.9805506368284114, 1.7313061757013202, -0.235543249777038, 2.295446425443515, 0.0256862910173368, 3.5559004831811762, 1.9497515938710421, -2.37481787368597, 0.0184356109107284, 0.8633613711463113, 3.163400750490837, 0.3257698098022956, 2.421503729361575, 0.4480959797146795, 1.4788841826666612, 0.3250529194483534, -1.1611317226488609, 0.1761198129788681, 2.6509574375477314, 2.168382382602431, -3.342515657102922, -1.5024051626678556, 2.5061381805571727, 0.1521356537414249, 2.7443829775438644, 2.235212112253066, -0.6389305044431239, 0.2186251807434019, 1.256827427627286, 1.0648782050120644, 0.4702514376040199, 0.7048815253656358, 0.1992178508080542, 1.7501617441448616, 0.8962320962509693, -0.9513484327981132, 1.2644349308102392, 0.445435542089399, 1.1559289001015713, 0.8873070720292162, -0.1576766818088799, 1.9575353183754487, 0.1498419635972823, 0.8634269058384234, 0.9985729248728603, 0.951813844316348, 0.4993347583222203, 2.3513176575070247, 0.4076519247610122, 0.2714108940272126, -0.7887808209925424, -1.6605016385074123, 8.631413431572582]| 62.7738647460937500|      0.02700000|[17161, 1144, 0, 286]                                                      | 
     144|[-0.3938781113538425, 0.972210496023763, 1.739557701162994, -0.2422079692096304, 2.289288555039093, 0.027974344760878, 3.560510426548717, 1.9521185669582337, -2.3695874250115594, 0.019034038168229, 0.8670692263876845, 3.1679280552780256, 0.3348434882063884, 2.4200148272211663, 0.4516492999027548, 1.491057734732749, 0.3326712922425941, -1.1748880965460557, 0.1723407844365283, 2.6479326322105408, 2.1702145028393716, -3.3417520872026216, -1.4966514243278652, 2.5146832346799783, 0.1414144722220954, 2.7390831797965802, 2.229246273112949, -0.6275697418022901, 0.2126580447365995, 1.2621368938998785, 1.0622161439969204, 0.4739714158713468, 0.7090065523516387, 0.2039771135896444, 1.7596538564685034, 0.8861766296959104, -0.9462690129803377, 1.2583164865500294, 0.4492856584838592, 1.16363060810545, 0.893569450796349, -0.1617464320061117, 1.9636719774425728, 0.1485144364924054, 0.8602516038954491, 1.008687251014635, 0.9446027272424544, 0.5093473262968473, 2.3451724326005206, 0.4328755133319646, 0.2718076452438254, -0.7930371635302436, -1.656047316348122, 8.61946408330914]| 62.7024726867675781|      0.09000000|[17281, 1152, 0, 288]                                                      | 
     145|[-0.3814850083726924, 0.9203125716303475, 1.736329541541636, -0.2628938338220905, 2.2717311594169587, 0.0223843622661661, 3.575502513696847, 1.9610478428658098, -2.3247300534130773, 0.0122915942788495, 0.8513060590958048, 3.178586242138408, 0.3009046928782482, 2.4322644739295356, 0.4594712556208549, 1.4666524937201757, 0.3168999088229612, -1.2137334605504293, 0.1431381406546279, 2.634821727256167, 2.1705230591178406, -3.371335321542574, -1.4837038500700146, 2.5110908608767204, 0.1800561597046908, 2.777568002755288, 2.2012781123048626, -0.6004621193278581, 0.2088470243324991, 1.2472726326377597, 1.0479422741918825, 0.4867006750791916, 0.6924148767720908, 0.244165213778615, 1.7278613349917578, 0.8919442116803111, -0.9425971417149412, 1.2310765901929699, 0.4659250494441949, 1.1621681934775552, 0.8785000620118808, -0.1574733834040671, 2.011011483889888, 0.1423510563836317, 0.8885208519786829, 1.0337146136444062, 0.9124183238527621, 0.507806186156813, 2.2829964285483584, 0.431183457840234, 0.2329908206884284, -0.7716659013822209, -1.6572747089303448, 8.638721163119044]| 62.1700782775878906|      0.30000000|[17401, 1160, 0, 290]                                                      | 
     146|[-0.3934693576011341, 0.8709616431151517, 1.7739839190617204, -0.2493548604161333, 2.268592470791191, 0.0360925243876409, 3.558110915844736, 1.943914027651772, -2.2879950328351697, 0.0146882204439862, 0.8551412284614344, 3.197370679466985, 0.3120162457053084, 2.4194716184283607, 0.469812696879643, 1.488365422730567, 0.3201286745024845, -1.1921420430589933, 0.1729473548293754, 2.6622865827184796, 2.2001378038257826, -3.372588821541285, -1.4856815745588392, 2.4985927875968628, 0.200012174755102, 2.7766074739629403, 2.1918609993881546, -0.6231998961884528, 0.1748467430879828, 1.234505722852191, 1.0302948140888475, 0.50940953996178, 0.7001716697122902, 0.2397683565504849, 1.710803521287744, 0.8496464833206119, -0.9727670273205149, 1.2154901460162364, 0.4645944455987774, 1.1612822392926319, 0.8512374097190332, -0.15732518144614, 2.0128833783528535, 0.1429947888173047, 0.8843269788339967, 1.0096303231548518, 0.9073055952831055, 0.5697634188109078, 2.2815121529856697, 0.4300197248812765, 0.237687449232908, -0.7784062665596139, -1.6569940443951054, 8.633037451854761]| 61.7996711730957031|      1.00000000|[17521, 1168, 0, 292]                                                      | 
     147|[-0.3934693576011341, 0.8709616431151517, 1.7739839190617204, -0.2493548604161333, 2.268592470791191, 0.0360925243876409, 3.558110915844736, 1.943914027651772, -2.2879950328351697, 0.0146882204439862, 0.8551412284614344, 3.197370679466985, 0.3120162457053084, 2.4194716184283607, 0.469812696879643, 1.488365422730567, 0.3201286745024845, -1.1921420430589933, 0.1729473548293754, 2.6622865827184796, 2.2001378038257826, -3.372588821541285, -1.4856815745588392, 2.4985927875968628, 0.200012174755102, 2.7766074739629403, 2.1918609993881546, -0.6231998961884528, 0.1748467430879828, 1.234505722852191, 1.0302948140888475, 0.50940953996178, 0.7001716697122902, 0.2397683565504849, 1.710803521287744, 0.8496464833206119, -0.9727670273205149, 1.2154901460162364, 0.4645944455987774, 1.1612822392926319, 0.8512374097190332, -0.15732518144614, 2.0128833783528535, 0.1429947888173047, 0.8843269788339967, 1.0096303231548518, 0.9073055952831055, 0.5697634188109078, 2.2815121529856697, 0.4300197248812765, 0.237687449232908, -0.7784062665596139, -1.6569940443951054, 8.633037451854761]| 61.7996711730957031|      0.30000000|[17641, 1176, 0, 294]                                                      | 
