k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
      49|[-0.2134631415829062, -0.0917256081884261, 1.147914637462236, 0.6835525310598314, 4.074645621643867, -0.0060112166684121, 0.4637696066347416, 0.4314406904304633, 0.2306141765438952, 0.0486994815291837, 0.1210438224952668, 0.0052046264754608, 0.1615858798613772, 0.1143002428580076, 12.13603603222873, 0.2697370200767182, 0.4899636541085783, 0.2240983951487578, 0.1417976042721421, -1.0939946817234159, -0.0087737792055123, -0.091254195314832, -0.369060771423392, -0.2109166642185301, 1.534135562746087, 13.19424107298255, -0.9466332649171818, -1.0877578165382147, -1.2869623117585434, -1.4732065533971763, -1.9457564792435278, -2.488458819954758, -2.53357086374308, -2.7658608059136895, 8.458393535227515, 31.2935489443189, -4.253268399683293, -4.744875683099963, -5.083904559840448, -4.898102404898964, -5.721720918256324, -5.70476369082462, -5.578518754453398, 34.30371150729479, 1.0851589314406738, -4.182680903060827, -3.098719079163857, -1.9165165454760427, -0.3212105328275356, 1.4083578944555484, 2.6747802450554445, 3.104212836129591, 2.824981863144785, -2.341035200341139]|116.3461303710937500|      0.30000000|[2941, 196, 0, 196]                                                        | 
      50|[-0.2134631415829062, -0.0917256081884261, 1.147914637462236, 0.6835525310598314, 4.074645621643867, -0.0060112166684121, 0.4637696066347416, 0.4314406904304633, 0.2306141765438952, 0.0486994815291837, 0.1210438224952668, 0.0052046264754608, 0.1615858798613772, 0.1143002428580076, 12.13603603222873, 0.2697370200767182, 0.4899636541085783, 0.2240983951487578, 0.1417976042721421, -1.0939946817234159, -0.0087737792055123, -0.091254195314832, -0.369060771423392, -0.2109166642185301, 1.534135562746087, 13.19424107298255, -0.9466332649171818, -1.0877578165382147, -1.2869623117585434, -1.4732065533971763, -1.9457564792435278, -2.488458819954758, -2.53357086374308, -2.7658608059136895, 8.458393535227515, 31.2935489443189, -4.253268399683293, -4.744875683099963, -5.083904559840448, -4.898102404898964, -5.721720918256324, -5.70476369082462, -5.578518754453398, 34.30371150729479, 1.0851589314406738, -4.182680903060827, -3.098719079163857, -1.9165165454760427, -0.3212105328275356, 1.4083578944555484, 2.6747802450554445, 3.104212836129591, 2.824981863144785, -2.341035200341139]|116.3461303710937500|      0.09000000|[3001, 200, 0, 200]                                                        | 
      51|[-0.2130921375355683, -0.0884068874584045, 1.147091047721915, 0.6830341517925262, 4.074509524871246, -0.0057341562351212, 0.464442491036607, 0.4324455449968809, 0.2318454451742582, 0.050017241272144, 0.1224388019181788, 0.0061854392988607, 0.1621249161544256, 0.1142215286090504, 12.135181575722527, 0.2679763244814239, 0.4872017758025322, 0.2203363557928242, 0.1369199508335441, -1.0998929901979864, -0.0156043876777403, -0.0988838971825317, -0.3773164459271356, -0.2195922376122326, 1.6198500370664988, 13.185430622659624, -0.9551417338952888, -1.0957258511334658, -1.2941719568771077, -1.479471528691647, -1.9509322509009053, -2.4924510221808305, -2.5363415269821417, -2.7674319032084895, 8.457939640415134, 31.294072472752305, -4.2519580454682, -4.743009653058834, -5.081740763154812, -4.89590854535345, -5.719754973135423, -5.70325273508206, -5.5776373680564575, 34.30386164151423, 1.0845662177889608, -4.18392648169538, -3.1004231590777636, -1.918389817714342, -0.3228945731243584, 1.4072435855050571, 2.6745644604961853, 3.1050658358144574, 2.826768368948251, -2.338951211015228]|116.2944641113281250|      0.30000000|[3061, 204, 0, 204]                                                        | 
      52|[-0.2130921375355683, -0.0884068874584045, 1.147091047721915, 0.6830341517925262, 4.074509524871246, -0.0057341562351212, 0.464442491036607, 0.4324455449968809, 0.2318454451742582, 0.050017241272144, 0.1224388019181788, 0.0061854392988607, 0.1621249161544256, 0.1142215286090504, 12.135181575722527, 0.2679763244814239, 0.4872017758025322, 0.2203363557928242, 0.1369199508335441, -1.0998929901979864, -0.0156043876777403, -0.0988838971825317, -0.3773164459271356, -0.2195922376122326, 1.6198500370664988, 13.185430622659624, -0.9551417338952888, -1.0957258511334658, -1.2941719568771077, -1.479471528691647, -1.9509322509009053, -2.4924510221808305, -2.5363415269821417, -2.7674319032084895, 8.457939640415134, 31.294072472752305, -4.2519580454682, -4.743009653058834, -5.081740763154812, -4.89590854535345, -5.719754973135423, -5.70325273508206, -5.5776373680564575, 34.30386164151423, 1.0845662177889608, -4.18392648169538, -3.1004231590777636, -1.918389817714342, -0.3228945731243584, 1.4072435855050571, 2.6745644604961853, 3.1050658358144574, 2.826768368948251, -2.338951211015228]|116.2944641113281250|      0.09000000|[3121, 208, 0, 208]                                                        | 
      53|[-0.2154974331497215, -0.0873769705358427, 1.1462897199671715, 0.6822290401323698, 4.074813192259171, -0.0059284916351316, 0.4646079257072415, 0.4329901270248229, 0.2327444622642361, 0.0512015009298921, 0.1237977710552514, 0.0075734863057733, 0.1633700898964889, 0.1151362163072918, 12.135574325366179, 0.2676641018479131, 0.4860219398105983, 0.2181576782022603, 0.1336520749609917, -1.104292169213295, -0.0211238308693282, -0.1054573116125539, -0.384823119151406, -0.2278608435299248, 1.6110347690118942, 13.271044149063528, -0.9642774542153347, -1.1046024318784475, -1.3025111840543104, -1.48701474142581, -1.9574549636643042, -2.4977764508566906, -2.540352197334869, -2.770078535468201, 8.456632728251861, 31.294006101466948, -4.250954506744165, -4.74116985744331, -5.079347818973474, -4.893276484799571, -5.717205770488363, -5.7010898005682975, -5.576116913754959, 34.3045594208088, 1.084363589208806, -4.184983971819747, -3.1021555265178904, -1.9204860318131978, -0.3249363390787039, 1.405730769096408, 2.674024946667487, 3.1057829138007946, 2.8286781846545637, -2.3365129544981755]|116.2743072509765625|      0.30000000|[3181, 212, 0, 212]                                                        | 
      54|[-0.2154974331497215, -0.0873769705358427, 1.1462897199671715, 0.6822290401323698, 4.074813192259171, -0.0059284916351316, 0.4646079257072415, 0.4329901270248229, 0.2327444622642361, 0.0512015009298921, 0.1237977710552514, 0.0075734863057733, 0.1633700898964889, 0.1151362163072918, 12.135574325366179, 0.2676641018479131, 0.4860219398105983, 0.2181576782022603, 0.1336520749609917, -1.104292169213295, -0.0211238308693282, -0.1054573116125539, -0.384823119151406, -0.2278608435299248, 1.6110347690118942, 13.271044149063528, -0.9642774542153347, -1.1046024318784475, -1.3025111840543104, -1.48701474142581, -1.9574549636643042, -2.4977764508566906, -2.540352197334869, -2.770078535468201, 8.456632728251861, 31.294006101466948, -4.250954506744165, -4.74116985744331, -5.079347818973474, -4.893276484799571, -5.717205770488363, -5.7010898005682975, -5.576116913754959, 34.3045594208088, 1.084363589208806, -4.184983971819747, -3.1021555265178904, -1.9204860318131978, -0.3249363390787039, 1.405730769096408, 2.674024946667487, 3.1057829138007946, 2.8286781846545637, -2.3365129544981755]|116.2743072509765625|      0.09000000|[3241, 216, 0, 216]                                                        | 
      55|[-0.2151264291023836, -0.0840582498058211, 1.14445238863118, 0.6817106608650647, 4.07467709548655, -0.0056514312018408, 0.4652808101091068, 0.4339949815912405, 0.2339757308945991, 0.0525192606728524, 0.1250369457993656, 0.0085542991291732, 0.1639091261895373, 0.1150575020583346, 12.134719868859975, 0.2659034062526189, 0.4832600615045521, 0.2143414819729514, 0.1287744215223938, -1.1101904776878655, -0.0279544393415563, -0.1130870134802535, -0.3930787936551496, -0.2365364169236273, 1.696749243332306, 13.262233698740602, -0.9727859231934417, -1.1125704664736986, -1.3097208291728748, -1.4932797167202807, -1.9626307353216816, -2.501768653082763, -2.5431228605739307, -2.771649632763001, 8.45617883343948, 31.294529629900353, -4.249644152529072, -4.739303827402182, -5.077184022287838, -4.891082625254057, -5.715239825367462, -5.699578844825737, -5.575235527358018, 34.30470955502824, 1.083770875557093, -4.1862295504543, -3.102609841269441, -1.922359304051497, -0.3266203793755267, 1.4046164601459168, 2.6738091621082276, 3.106635913485661, 2.8304646904580295, -2.3344289651722647]|116.2383880615234375|      0.30000000|[3301, 220, 0, 220]                                                        | 
      56|[-0.2151264291023836, -0.0840582498058211, 1.14445238863118, 0.6817106608650647, 4.07467709548655, -0.0056514312018408, 0.4652808101091068, 0.4339949815912405, 0.2339757308945991, 0.0525192606728524, 0.1250369457993656, 0.0085542991291732, 0.1639091261895373, 0.1150575020583346, 12.134719868859975, 0.2659034062526189, 0.4832600615045521, 0.2143414819729514, 0.1287744215223938, -1.1101904776878655, -0.0279544393415563, -0.1130870134802535, -0.3930787936551496, -0.2365364169236273, 1.696749243332306, 13.262233698740602, -0.9727859231934417, -1.1125704664736986, -1.3097208291728748, -1.4932797167202807, -1.9626307353216816, -2.501768653082763, -2.5431228605739307, -2.771649632763001, 8.45617883343948, 31.294529629900353, -4.249644152529072, -4.739303827402182, -5.077184022287838, -4.891082625254057, -5.715239825367462, -5.699578844825737, -5.575235527358018, 34.30470955502824, 1.083770875557093, -4.1862295504543, -3.102609841269441, -1.922359304051497, -0.3266203793755267, 1.4046164601459168, 2.6738091621082276, 3.106635913485661, 2.8304646904580295, -2.3344289651722647]|116.2383880615234375|      0.09000000|[3361, 224, 0, 224]                                                        | 
      57|[-0.2175317247165367, -0.0830283328832593, 1.1436510608764365, 0.6810066794860177, 4.0741822935815435, -0.0058457666018512, 0.4654462447797414, 0.4345395636191824, 0.234874747984577, 0.0537035203306004, 0.1263959149364382, 0.0099423461360857, 0.1651542999316007, 0.115972189756576, 12.135112618503626, 0.2655911836191081, 0.4820802255126182, 0.2121628043823875, 0.1255065456498414, -1.1145896567031741, -0.0334738825331442, -0.1196604279102758, -0.40058546687942, -0.2448050228413194, 1.6879339752777014, 13.347847225144506, -0.9819216435134877, -1.1214470472186804, -1.3180600563500775, -1.5008229294544435, -1.9596360976181586, -2.5070940817586234, -2.547133530926658, -2.7742962650227128, 8.454871921276208, 31.294463258614996, -4.2437632495420985, -4.737464031786658, -5.0747910781065, -4.888450564700179, -5.712690622720402, -5.697415910311975, -5.573715073056519, 34.30540733432281, 1.083568246976938, -4.187287040578667, -3.104342208709568, -1.9244555181503529, -0.3286621453298721, 1.4031036437372677, 2.673269648279529, 3.1073529914719984, 2.832374506164342, -2.331990708655212]|116.2118377685546875|      0.30000000|[3421, 228, 0, 228]                                                        | 
      58|[-0.2255493773845956, -0.0795952764747199, 1.1409799683606252, 0.6786600748891942, 4.07253295389819, -0.0025272244529333, 0.4659976936818566, 0.4363548370456556, 0.2378714716178365, 0.0576510526007041, 0.1309258120600134, 0.0145691692596301, 0.169304879149422, 0.1190211487119086, 12.136421784001868, 0.2645504414686002, 0.4842878744530026, 0.2049005460576154, 0.1146136263851076, -1.1292535867542028, -0.0518720258842222, -0.1415718105854467, -0.4256077109603211, -0.2723670413251966, 1.658549747808138, 13.633225651457906, -1.0123740439594258, -1.151035649701953, -1.34585748151585, -1.5259669719016529, -1.981378473185714, -2.524845510988598, -2.560502432723297, -2.7831183727103053, 8.450515547243413, 31.294242021001992, -4.240418120461982, -4.731331379734911, -5.06681459734682, -4.879677029210143, -5.704193281184416, -5.690206128754653, -5.568646891973913, 34.30773326542112, 1.082892818376422, -4.190812007582281, -3.1101167667657137, -1.9314428984798724, -0.335468031844357, 1.3980609222198837, 2.671471268811729, 3.1097432513488457, 2.8387405583634973, -2.3238631869317032]|115.9891281127929688|      1.00000000|[3481, 232, 0, 232]                                                        | 
      59|[-0.2255493773845956, -0.0795952764747199, 1.1409799683606252, 0.6786600748891942, 4.07253295389819, -0.0025272244529333, 0.4659976936818566, 0.4363548370456556, 0.2378714716178365, 0.0576510526007041, 0.1309258120600134, 0.0145691692596301, 0.169304879149422, 0.1190211487119086, 12.136421784001868, 0.2645504414686002, 0.4842878744530026, 0.2049005460576154, 0.1146136263851076, -1.1292535867542028, -0.0518720258842222, -0.1415718105854467, -0.4256077109603211, -0.2723670413251966, 1.658549747808138, 13.633225651457906, -1.0123740439594258, -1.151035649701953, -1.34585748151585, -1.5259669719016529, -1.981378473185714, -2.524845510988598, -2.560502432723297, -2.7831183727103053, 8.450515547243413, 31.294242021001992, -4.240418120461982, -4.731331379734911, -5.06681459734682, -4.879677029210143, -5.704193281184416, -5.690206128754653, -5.568646891973913, 34.30773326542112, 1.082892818376422, -4.190812007582281, -3.1101167667657137, -1.9314428984798724, -0.335468031844357, 1.3980609222198837, 2.671471268811729, 3.1097432513488457, 2.8387405583634973, -2.3238631869317032]|115.9891281127929688|      0.30000000|[3541, 236, 0, 236]                                                        | 
      60|[-0.2205098591512069, -0.0819710133073386, 1.1426055285846815, 0.6800661251763813, 4.0735115850984585, -0.0021325674897525, 0.4657222589303274, 0.4354041533806594, 0.2363231765921228, 0.0556592381326482, 0.1287075211293995, 0.0123851123498753, 0.1674360054312274, 0.1177428484079428, 12.135977542347973, 0.2651267242035829, 0.4859919019800145, 0.20774242823245, 0.1184940868988633, -1.1245489558205009, -0.0693155058543198, -0.1363081695744768, -0.420802922337316, -0.2686087135225534, 1.660637269174913, 13.633015207524295, -1.0154750962101389, -1.157546453177929, -1.356185018128599, -1.5403698662048555, -1.9999355169318278, -2.5401060174099257, -2.5867714346095454, -2.812501644642907, 8.41880220308667, 31.578438755430398, -4.273708387452643, -4.763613236718811, -5.096822764375247, -4.906192613649182, -5.7261335348594, -5.706719599314965, -5.579208170063794, 34.30323684003088, 1.0840920492773876, -4.184807875251863, -3.1007161187008023, -1.9205072641052539, -0.3251671599282417, 1.4054975273902528, 2.6741329400683753, 3.106577280559577, 2.83028631657362, -2.3345062463195063]|115.9883346557617188|      1.00000000|[3601, 240, 0, 240]                                                        | 
      61|[-0.2163875921396539, -0.0450963390467223, 1.133454531780444, 0.6743063555913977, 4.071999398729531, 0.0009458817949053, 0.4731987517152447, 0.4465692032390507, 0.2500039392034523, 0.0303825511364266, 0.1424761288799345, 0.0232830318855122, 0.1734252976020798, 0.1168682456482202, 12.12648358134902, 0.2455634404323064, 0.4553043667983729, 0.1653402501833625, 0.0642979415133595, -1.1900857156142592, -0.1452111505786888, -0.221082633943297, -0.5125326303532347, -0.3650039676576853, 2.613020310556749, 13.535121313805575, -1.110013635858195, -1.2460801675915718, -1.4362921854917658, -1.6099807003265596, -2.057444089867886, -2.5844638201288035, -2.6175565817102324, -2.8299582804756938, 8.413758927432355, 31.584255737558124, -4.259148896846455, -4.742879571043886, -5.072780580841936, -4.881816398235969, -5.704289701010566, -5.6899312023306265, -5.569414988160133, 34.30490499790176, 1.077506342320703, -4.198647636978421, -3.1196503387764096, -1.9234566546656424, -0.3438787175400648, 1.3931163173983805, 2.6717353339190595, 3.11605505424086, 2.8501363806426525, -2.3113508103997447]|115.8481826782226562|      3.33333333|[3661, 244, 0, 244]                                                        | 
      62|[-0.2163875921396539, -0.0450963390467223, 1.133454531780444, 0.6743063555913977, 4.071999398729531, 0.0009458817949053, 0.4731987517152447, 0.4465692032390507, 0.2500039392034523, 0.0303825511364266, 0.1424761288799345, 0.0232830318855122, 0.1734252976020798, 0.1168682456482202, 12.12648358134902, 0.2455634404323064, 0.4553043667983729, 0.1653402501833625, 0.0642979415133595, -1.1900857156142592, -0.1452111505786888, -0.221082633943297, -0.5125326303532347, -0.3650039676576853, 2.613020310556749, 13.535121313805575, -1.110013635858195, -1.2460801675915718, -1.4362921854917658, -1.6099807003265596, -2.057444089867886, -2.5844638201288035, -2.6175565817102324, -2.8299582804756938, 8.413758927432355, 31.584255737558124, -4.259148896846455, -4.742879571043886, -5.072780580841936, -4.881816398235969, -5.704289701010566, -5.6899312023306265, -5.569414988160133, 34.30490499790176, 1.077506342320703, -4.198647636978421, -3.1196503387764096, -1.9234566546656424, -0.3438787175400648, 1.3931163173983805, 2.6717353339190595, 3.11605505424086, 2.8501363806426525, -2.3113508103997447]|115.8481826782226562|      1.00000000|[3721, 248, 0, 248]                                                        | 
      63|[-0.2163875921396539, -0.0450963390467223, 1.133454531780444, 0.6743063555913977, 4.071999398729531, 0.0009458817949053, 0.4731987517152447, 0.4465692032390507, 0.2500039392034523, 0.0303825511364266, 0.1424761288799345, 0.0232830318855122, 0.1734252976020798, 0.1168682456482202, 12.12648358134902, 0.2455634404323064, 0.4553043667983729, 0.1653402501833625, 0.0642979415133595, -1.1900857156142592, -0.1452111505786888, -0.221082633943297, -0.5125326303532347, -0.3650039676576853, 2.613020310556749, 13.535121313805575, -1.110013635858195, -1.2460801675915718, -1.4362921854917658, -1.6099807003265596, -2.057444089867886, -2.5844638201288035, -2.6175565817102324, -2.8299582804756938, 8.413758927432355, 31.584255737558124, -4.259148896846455, -4.742879571043886, -5.072780580841936, -4.881816398235969, -5.704289701010566, -5.6899312023306265, -5.569414988160133, 34.30490499790176, 1.077506342320703, -4.198647636978421, -3.1196503387764096, -1.9234566546656424, -0.3438787175400648, 1.3931163173983805, 2.6717353339190595, 3.11605505424086, 2.8501363806426525, -2.3113508103997447]|115.8481826782226562|      0.30000000|[3781, 252, 0, 252]                                                        | 
      64|[-0.2151509119430557, -0.0340339367685374, 1.1363134785788134, 0.6725784246227704, 4.071545742801391, 0.0018694165919442, 0.4754416996438522, 0.4499187183828326, 0.2541081683593802, 0.0347750837681815, 0.1466067112050951, 0.0265524078859016, 0.1752220853231847, 0.1166058648086619, 12.123635392956203, 0.2396944551146589, 0.4460981062438805, 0.1526195963961072, 0.0480390964075923, -1.2097467435523868, -0.1679798454861157, -0.2465149747440591, -0.5400515435030684, -0.3939225450158119, 2.8987352348922286, 13.505753144199844, -1.1383751984976698, -1.2726402822881937, -1.460324336818303, -1.630863951308129, -2.0746966617487033, -2.5977711615032604, -2.6267921258404385, -2.8351952712255297, 8.41224594466621, 31.586000832219725, -4.254781049385201, -4.736659471062012, -5.065567925688811, -4.8890855856006965, -5.697736550762784, -5.684894682955928, -5.566477033542469, 34.30540544530959, 1.0755306301871315, -4.202799565682653, -3.1253306050784886, -1.9297008954599733, -0.3494921851961408, 1.3894019543076865, 2.6710160520742647, 3.1188983864849433, 2.856091400142759, -2.304404179158155]|115.2087631225585938|      1.00000000|[3841, 256, 0, 256]                                                        | 
      65|[-0.2151509119430557, -0.0340339367685374, 1.1363134785788134, 0.6725784246227704, 4.071545742801391, 0.0018694165919442, 0.4754416996438522, 0.4499187183828326, 0.2541081683593802, 0.0347750837681815, 0.1466067112050951, 0.0265524078859016, 0.1752220853231847, 0.1166058648086619, 12.123635392956203, 0.2396944551146589, 0.4460981062438805, 0.1526195963961072, 0.0480390964075923, -1.2097467435523868, -0.1679798454861157, -0.2465149747440591, -0.5400515435030684, -0.3939225450158119, 2.8987352348922286, 13.505753144199844, -1.1383751984976698, -1.2726402822881937, -1.460324336818303, -1.630863951308129, -2.0746966617487033, -2.5977711615032604, -2.6267921258404385, -2.8351952712255297, 8.41224594466621, 31.586000832219725, -4.254781049385201, -4.736659471062012, -5.065567925688811, -4.8890855856006965, -5.697736550762784, -5.684894682955928, -5.566477033542469, 34.30540544530959, 1.0755306301871315, -4.202799565682653, -3.1253306050784886, -1.9297008954599733, -0.3494921851961408, 1.3894019543076865, 2.6710160520742647, 3.1188983864849433, 2.856091400142759, -2.304404179158155]|115.2087631225585938|      0.30000000|[3901, 260, 0, 260]                                                        | 
      66|[-0.2139142317464575, -0.0229715344903525, 1.13356817944441, 0.6708504936541431, 4.07109208687325, 0.0027929513889831, 0.4776846475724597, 0.4532682335266145, 0.2582123975153081, 0.0391676163999364, 0.1507372935302556, 0.0298217838862911, 0.1770188730442896, 0.1163434839691035, 12.120787204563385, 0.2338254697970115, 0.436891845689388, 0.1398989426088519, 0.031780251301825, -1.2294077714905143, -0.1907485403935425, -0.2719473155448213, -0.5675704566529021, -0.4228411223739386, 3.1844501592277084, 13.476384974594112, -1.1662846077524591, -1.2992003969848156, -1.4843564881448401, -1.6517472022896982, -2.0919492336295207, -2.6110785028777173, -2.6360276699706446, -2.8404322619753657, 8.417512078362051, 31.587745926881325, -4.250413201923948, -4.730439371080138, -5.058355270535685, -4.881772720604204, -5.691183400515001, -5.67985816358123, -5.563539078924805, 34.30590589271742, 1.07355491805356, -4.206951494386885, -3.1310108713805676, -1.935945136254304, -0.3551056528522167, 1.3856875912169926, 2.67029677022947, 3.1217417187290266, 2.8620464196428657, -2.297457547916565]|115.0695114135742188|      1.00000000|[3961, 264, 0, 264]                                                        | 
      67|[-0.2139142317464575, -0.0229715344903525, 1.13356817944441, 0.6708504936541431, 4.07109208687325, 0.0027929513889831, 0.4776846475724597, 0.4532682335266145, 0.2582123975153081, 0.0391676163999364, 0.1507372935302556, 0.0298217838862911, 0.1770188730442896, 0.1163434839691035, 12.120787204563385, 0.2338254697970115, 0.436891845689388, 0.1398989426088519, 0.031780251301825, -1.2294077714905143, -0.1907485403935425, -0.2719473155448213, -0.5675704566529021, -0.4228411223739386, 3.1844501592277084, 13.476384974594112, -1.1662846077524591, -1.2992003969848156, -1.4843564881448401, -1.6517472022896982, -2.0919492336295207, -2.6110785028777173, -2.6360276699706446, -2.8404322619753657, 8.417512078362051, 31.587745926881325, -4.250413201923948, -4.730439371080138, -5.058355270535685, -4.881772720604204, -5.691183400515001, -5.67985816358123, -5.563539078924805, 34.30590589271742, 1.07355491805356, -4.206951494386885, -3.1310108713805676, -1.935945136254304, -0.3551056528522167, 1.3856875912169926, 2.67029677022947, 3.1217417187290266, 2.8620464196428657, -2.297457547916565]|115.0695114135742188|      0.30000000|[4021, 268, 0, 268]                                                        | 
      68|[-0.2219318844145164, -0.0195384780818131, 1.1308970869285986, 0.6685038890573196, 4.069442747189896, 0.0021451667125802, 0.4782360964745749, 0.4550835069530876, 0.2612091211485676, 0.0431151486700401, 0.1552671906538308, 0.0344486070098355, 0.181169452262111, 0.1193924429244362, 12.122096370061627, 0.2327847276465036, 0.4329590590496082, 0.1326366842840798, 0.0208873320370913, -1.244071701541543, -0.2091466837446205, -0.2938586982199922, -0.5925927007338032, -0.4182304334826767, 3.155065931758145, 13.761763400907512, -1.1967370081983972, -1.3287889994680882, -1.5121539133106126, -1.6768912447369075, -2.113691609197076, -2.628829932107692, -2.6493965717672836, -2.811862418355304, 8.413155704329256, 31.58752468926832, -4.247068072843831, -4.724306719028391, -5.050378789776005, -4.872999185114168, -5.682686058979016, -5.672648382023908, -5.558470897842199, 34.30823182381573, 1.0728794894530438, -4.210476461390499, -3.1367854294367135, -1.9429325165838236, -0.3619115393667016, 1.3806448696996085, 2.6684983907616697, 3.124131978605874, 2.8684124718420208, -2.2893300261930563]|114.7614288330078125|      1.00000000|[4081, 272, 0, 272]                                                        | 
      69|[-0.2219318844145164, -0.0195384780818131, 1.1308970869285986, 0.6685038890573196, 4.069442747189896, 0.0021451667125802, 0.4782360964745749, 0.4550835069530876, 0.2612091211485676, 0.0431151486700401, 0.1552671906538308, 0.0344486070098355, 0.181169452262111, 0.1193924429244362, 12.122096370061627, 0.2327847276465036, 0.4329590590496082, 0.1326366842840798, 0.0208873320370913, -1.244071701541543, -0.2091466837446205, -0.2938586982199922, -0.5925927007338032, -0.4182304334826767, 3.155065931758145, 13.761763400907512, -1.1967370081983972, -1.3287889994680882, -1.5121539133106126, -1.6768912447369075, -2.113691609197076, -2.628829932107692, -2.6493965717672836, -2.811862418355304, 8.413155704329256, 31.58752468926832, -4.247068072843831, -4.724306719028391, -5.050378789776005, -4.872999185114168, -5.682686058979016, -5.672648382023908, -5.558470897842199, 34.30823182381573, 1.0728794894530438, -4.210476461390499, -3.1367854294367135, -1.9429325165838236, -0.3619115393667016, 1.3806448696996085, 2.6684983907616697, 3.124131978605874, 2.8684124718420208, -2.2893300261930563]|114.7614288330078125|      0.30000000|[4141, 276, 0, 276]                                                        | 
      70|[-0.2219318844145164, -0.0195384780818131, 1.1308970869285986, 0.6685038890573196, 4.069442747189896, 0.0021451667125802, 0.4782360964745749, 0.4550835069530876, 0.2612091211485676, 0.0431151486700401, 0.1552671906538308, 0.0344486070098355, 0.181169452262111, 0.1193924429244362, 12.122096370061627, 0.2327847276465036, 0.4329590590496082, 0.1326366842840798, 0.0208873320370913, -1.244071701541543, -0.2091466837446205, -0.2938586982199922, -0.5925927007338032, -0.4182304334826767, 3.155065931758145, 13.761763400907512, -1.1967370081983972, -1.3287889994680882, -1.5121539133106126, -1.6768912447369075, -2.113691609197076, -2.628829932107692, -2.6493965717672836, -2.811862418355304, 8.413155704329256, 31.58752468926832, -4.247068072843831, -4.724306719028391, -5.050378789776005, -4.872999185114168, -5.682686058979016, -5.672648382023908, -5.558470897842199, 34.30823182381573, 1.0728794894530438, -4.210476461390499, -3.1367854294367135, -1.9429325165838236, -0.3619115393667016, 1.3806448696996085, 2.6684983907616697, 3.124131978605874, 2.8684124718420208, -2.2893300261930563]|114.7614288330078125|      0.09000000|[4201, 280, 0, 280]                                                        | 
      71|[-0.2215608803671785, -0.0162197573517915, 1.1300734971882775, 0.6679855097900145, 4.069306650417275, 0.0024222271458711, 0.4789089808764402, 0.4560883615195053, 0.2624403897789307, 0.0444329084130004, 0.156506365397945, 0.0354294198332354, 0.1817084885551594, 0.1193137286754791, 12.121241913555423, 0.2310240320512094, 0.4301971807435621, 0.128820488054771, 0.0160096785984933, -1.2499700100161135, -0.2055690183187835, -0.3014884000876918, -0.6008483752375469, -0.4269060068763793, 3.2407804060785566, 13.752952950584586, -1.2052454771765042, -1.3367570340633392, -1.519363558429177, -1.6831562200313783, -2.1188673808544536, -2.6328221343337646, -2.6521672350063454, -2.8058353238011478, 8.412701809516875, 31.588048217701726, -4.245757718628738, -4.7224406889872625, -5.048214993090369, -4.870805325568654, -5.680720113858115, -5.671137426281348, -5.557589511445258, 34.30838195803517, 1.0722867758013308, -4.211722040025052, -3.13848950935062, -1.9448057888221228, -0.3635955796635244, 1.3795305607491173, 2.6682826062024105, 3.1249849782907404, 2.8701989776454866, -2.2872460368671454]|114.7210693359375000|      0.30000000|[4261, 284, 0, 284]                                                        | 
      72|[-0.2295785330352373, -0.0127867009432521, 1.1274024046724662, 0.665638905193191, 4.067657310733921, 0.0017744424694683, 0.4794604297785554, 0.4579036349459784, 0.2654371134121902, 0.0483804406831041, 0.1667160068172961, 0.0400562429567799, 0.1858590677729808, 0.1223626876308117, 12.122551079053665, 0.2299832899007015, 0.4262643941037823, 0.1215582297299989, 0.0051167593337595, -1.2646339400671422, -0.2239671616698615, -0.3233997827628627, -0.625870619318448, -0.4544680253602564, 3.211396178608993, 14.038331376897986, -1.2356978776224423, -1.3663456365466118, -1.5471609835949494, -1.7065764272338129, -2.140609756422009, -2.6505735635637393, -2.6655361368029844, -2.8146574314887403, 8.40834543548408, 31.58782698008872, -4.242412589548621, -4.716308036935516, -5.0402385123306885, -4.862031790078618, -5.6722227723221295, -5.663927644724026, -5.5525213303626515, 34.31070788913348, 1.0716113472008146, -4.215247007028665, -3.144264067406766, -1.9517931691516424, -0.3704014661780093, 1.3744878392317332, 2.6664842267346103, 3.1273752381675877, 2.8765650298446417, -2.2791185151436366]|114.6700897216796875|      1.00000000|[4321, 288, 0, 288]                                                        | 
