k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.90000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      98|[0.1369628565791534, 0.1615982415494173, -0.0427501481363531, 0.09187721616314, 0.1043673932944682, 0.2418130139064181, 0.101564214331592, -0.1228121855370851, 0.1262350768308678, -0.1121632726875655, 0.9661332769784241, -1.9067948595395825, 0.7970704373178755, 0.86160846274073, 0.8207344007991051, 0.7005286597021547, 0.6905039156273379, 0.4111245234004157, 0.7487996921465389, 0.8688846340080013, 0.6169061835838984, 1.093636501350708]|  0.5848436951637268|      0.07976644|[2575, 392, 0, 196]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      99|[0.1369628565791534, 0.1615982415494173, -0.0427501481363531, 0.09187721616314, 0.1043673932944682, 0.2418130139064181, 0.101564214331592, -0.1228121855370851, 0.1262350768308678, -0.1121632726875655, 0.9661332769784241, -1.9067948595395825, 0.7970704373178755, 0.86160846274073, 0.8207344007991051, 0.7005286597021547, 0.6905039156273379, 0.4111245234004157, 0.7487996921465389, 0.8688846340080013, 0.6169061835838984, 1.093636501350708]|  0.5848436951637268|      0.07178980|[2602, 396, 0, 198]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
     100|[0.1140399943827507, 0.1496503827480034, -0.0535747984928754, 0.0706745764523341, 0.0827018005159933, 0.2252756015004891, 0.0918160107472327, -0.124113470748916, 0.109498291547899, -0.1169340702274826, 0.9645330672538424, -1.9472991121530303, 0.810308788935683, 0.8443575225436571, 0.8215158844477471, 0.6948159477147753, 0.6723661642297747, 0.4162859125575021, 0.735276498152867, 0.8779845968891292, 0.6158443951753925, 1.095798620142362]|  0.5775197148323059|      0.07976644|[2628, 400, 0, 200]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
     101|[0.1242289985239459, 0.1330153185824819, -0.0611273686533709, 0.0516886024492063, 0.0679901961144035, 0.2326051391889337, 0.0839063865968402, -0.1265555840475222, 0.0773746537329932, -0.1480526238809269, 0.9769176791510932, -1.9742945952722797, 0.8124576708693964, 0.8345807151097424, 0.8216752699214683, 0.7249941377832555, 0.6460210335834264, 0.4316117224135885, 0.7484394461859014, 0.8820611949358361, 0.6051911368685859, 1.105811447203662]|  0.5732829570770264|      0.08862938|[2655, 404, 0, 202]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
     102|[0.1228258885289643, 0.1046154548586117, -0.0885900436340383, 0.030890920652779, 0.0372672684322617, 0.2254360052377377, 0.0838673271324857, -0.1224381583298273, 0.0761648144796331, -0.1832355293297413, 0.9668910442968731, -1.995478529459806, 0.8108119645360703, 0.8318244784903188, 0.8232931434099533, 0.7268708052280847, 0.6351381888179878, 0.3908072906006946, 0.7405331406135555, 0.8951490807448544, 0.5742715240276541, 1.097483529755528]|  0.5667498707771301|      0.09847709|[2681, 408, 0, 204]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
     103|[0.1228258885289643, 0.1046154548586117, -0.0885900436340383, 0.030890920652779, 0.0372672684322617, 0.2254360052377377, 0.0838673271324857, -0.1224381583298273, 0.0761648144796331, -0.1832355293297413, 0.9668910442968731, -1.995478529459806, 0.8108119645360703, 0.8318244784903188, 0.8232931434099533, 0.7268708052280847, 0.6351381888179878, 0.3908072906006946, 0.7405331406135555, 0.8951490807448544, 0.5742715240276541, 1.097483529755528]|  0.5667498707771301|      0.08862938|[2707, 412, 0, 206]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
     104|[0.1228258885289643, 0.1046154548586117, -0.0885900436340383, 0.030890920652779, 0.0372672684322617, 0.2254360052377377, 0.0838673271324857, -0.1224381583298273, 0.0761648144796331, -0.1832355293297413, 0.9668910442968731, -1.995478529459806, 0.8108119645360703, 0.8318244784903188, 0.8232931434099533, 0.7268708052280847, 0.6351381888179878, 0.3908072906006946, 0.7405331406135555, 0.8951490807448544, 0.5742715240276541, 1.097483529755528]|  0.5667498707771301|      0.07976644|[2733, 416, 0, 208]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
     105|[0.0888699704796785, 0.1080271850197873, -0.095451417497407, 0.0092670919602832, 0.0399644880952581, 0.2123701015406563, 0.0735039193726884, -0.1483773769079864, 0.0547153630956818, -0.1828225047053137, 0.9562026866538781, -2.0340795275360684, 0.799060109876122, 0.8311336929743834, 0.8093376695712541, 0.7176640355303086, 0.6382687065740901, 0.3778203845787461, 0.7327455627106134, 0.8928090546179875, 0.5548354814791069, 1.072580433616416]|  0.5598124265670776|      0.08862938|[2759, 420, 0, 210]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
     106|[0.1075733442199087, 0.0994770008880021, -0.1087197174216067, -0.0351935420668654, 0.0220400900331427, 0.1937704561641133, 0.0552374229397266, -0.1753725911866867, 0.038466754075117, -0.1879594501920367, 0.9478108769206425, -2.0621827239867776, 0.7832725618868783, 0.8318022192288348, 0.8167961632531422, 0.7320785462082382, 0.626822448923653, 0.3691877019453376, 0.7340139395982868, 0.8877036055595995, 0.5791434319567387, 1.0399920471572026]|  0.5539776086807251|      0.09847709|[2787, 424, 0, 212]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
     107|[0.0835753263222872, 0.0934339504834009, -0.1389177040618606, -0.0743671407539735, 0.0179598918115661, 0.1580659335248345, 0.0313090383968084, -0.1755686226735926, 0.0410896162211472, -0.2180136422688531, 0.924545676958219, -2.0737423095758545, 0.7720935424622131, 0.82692757400846, 0.8083706083410632, 0.6954453285184068, 0.6106801905088185, 0.3555405180938342, 0.7445775051557519, 0.8670497011511576, 0.5986286784252416, 1.0237640017796479]|  0.5473789572715759|      0.10941899|[2813, 428, 0, 214]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
     108|[0.0835753263222872, 0.0934339504834009, -0.1389177040618606, -0.0743671407539735, 0.0179598918115661, 0.1580659335248345, 0.0313090383968084, -0.1755686226735926, 0.0410896162211472, -0.2180136422688531, 0.924545676958219, -2.0737423095758545, 0.7720935424622131, 0.82692757400846, 0.8083706083410632, 0.6954453285184068, 0.6106801905088185, 0.3555405180938342, 0.7445775051557519, 0.8670497011511576, 0.5986286784252416, 1.0237640017796479]|  0.5473789572715759|      0.09847709|[2840, 432, 0, 216]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
     109|[0.0835753263222872, 0.0934339504834009, -0.1389177040618606, -0.0743671407539735, 0.0179598918115661, 0.1580659335248345, 0.0313090383968084, -0.1755686226735926, 0.0410896162211472, -0.2180136422688531, 0.924545676958219, -2.0737423095758545, 0.7720935424622131, 0.82692757400846, 0.8083706083410632, 0.6954453285184068, 0.6106801905088185, 0.3555405180938342, 0.7445775051557519, 0.8670497011511576, 0.5986286784252416, 1.0237640017796479]|  0.5473789572715759|      0.08862938|[2867, 436, 0, 218]                                                        |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
     110|[0.0673079025976889, 0.0637685863039445, -0.1466334589060584, -0.0948318839410804, -0.0006011637485475, 0.1294026997798534, 0.0011678491520975, -0.1791143261678972, 0.0267387578959927, -0.2231904703026872, 0.9239754182756181, -2.1243609871927873, 0.773953334019173, 0.8184964592365765, 0.8031233991380763, 0.682590827424503, 0.6255263321786844, 0.3391911206567582, 0.7576840444871651, 0.8672768455516965, 0.583123321787033, 1.0102579821307656]|  0.5395913720130920|      0.09847709|[2893, 440, 0, 220]                                                        |  | trying linear partial model with 15 points | iterate success | actual_k=2
