k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
      51|[-0.0797281861173375, 0.1379075381794889, 0.0862699791542152, 0.0807494463580174, 0.0301977199490169, -0.017160951508595, 0.0215080344620944, 0.0368876740829286, -0.0579541090620402, -0.0388507941728607, 0.9815743094082187, -1.7083641904319842, 0.8695066297504217, 0.7471445942817263, 0.8243615309174871, 0.8500228841961168, 0.8482035591371169, 0.534797272246887, 0.7368975484305996, 0.9229972110704209, 0.9537757850469107, 0.9639542235872202]|  0.5923565626144409|      0.16677182|[2969, 204, 0, 102]                                                        |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      52|[-0.0797281861173375, 0.1379075381794889, 0.0862699791542152, 0.0807494463580174, 0.0301977199490169, -0.017160951508595, 0.0215080344620944, 0.0368876740829286, -0.0579541090620402, -0.0388507941728607, 0.9815743094082187, -1.7083641904319842, 0.8695066297504217, 0.7471445942817263, 0.8243615309174871, 0.8500228841961168, 0.8482035591371169, 0.534797272246887, 0.7368975484305996, 0.9229972110704209, 0.9537757850469107, 0.9639542235872202]|  0.5923565626144409|      0.15009464|[3027, 208, 0, 104]                                                        |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      53|[-0.1054742345910997, 0.10109857882926, 0.0611369038273555, 0.0228401441053685, -0.0042967697901173, -0.0461947694571393, -0.0056531319709856, 0.006383639358087, -0.075935117106219, -0.0725326554295401, 0.9867307651140337, -1.7773442670592154, 0.8686499624245139, 0.7448936015922333, 0.8141066288642878, 0.85899860144372, 0.8403579251326663, 0.4712934669901367, 0.7302094555881904, 0.9217830201303236, 0.9083004687662967, 0.9504717724504606]|  0.5770097970962524|      0.16677182|[3085, 212, 0, 106]                                                        |  | trying linear partial model with 31 points | iterate success | actual_k=2
      54|[-0.1054742345910997, 0.10109857882926, 0.0611369038273555, 0.0228401441053685, -0.0042967697901173, -0.0461947694571393, -0.0056531319709856, 0.006383639358087, -0.075935117106219, -0.0725326554295401, 0.9867307651140337, -1.7773442670592154, 0.8686499624245139, 0.7448936015922333, 0.8141066288642878, 0.85899860144372, 0.8403579251326663, 0.4712934669901367, 0.7302094555881904, 0.9217830201303236, 0.9083004687662967, 0.9504717724504606]|  0.5770097970962524|      0.15009464|[3143, 216, 0, 108]                                                        |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      55|[-0.1054742345910997, 0.10109857882926, 0.0611369038273555, 0.0228401441053685, -0.0042967697901173, -0.0461947694571393, -0.0056531319709856, 0.006383639358087, -0.075935117106219, -0.0725326554295401, 0.9867307651140337, -1.7773442670592154, 0.8686499624245139, 0.7448936015922333, 0.8141066288642878, 0.85899860144372, 0.8403579251326663, 0.4712934669901367, 0.7302094555881904, 0.9217830201303236, 0.9083004687662967, 0.9504717724504606]|  0.5770097970962524|      0.13508517|[3201, 220, 0, 110]                                                        |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      56|[-0.1303082351293675, 0.0699737974055401, 0.0317936303698897, -0.0043421106614095, -0.0316930104787741, -0.0710541076787297, -0.0390633051768099, -0.034248570610599, -0.0993924577325929, -0.0861637986792041, 0.9689205425444996, -1.8507168283437099, 0.8496932601291961, 0.7215886464299462, 0.8027776689146809, 0.8680050601021755, 0.8186068753895653, 0.4349053671091964, 0.7090113019628476, 0.9076414057216764, 0.8835657613452421, 0.9325894070610643]|  0.5628013610839844|      0.15009464|[3259, 224, 0, 112]                                                        |  | trying linear partial model with 31 points | iterate success | actual_k=2
      57|[-0.1303082351293675, 0.0699737974055401, 0.0317936303698897, -0.0043421106614095, -0.0316930104787741, -0.0710541076787297, -0.0390633051768099, -0.034248570610599, -0.0993924577325929, -0.0861637986792041, 0.9689205425444996, -1.8507168283437099, 0.8496932601291961, 0.7215886464299462, 0.8027776689146809, 0.8680050601021755, 0.8186068753895653, 0.4349053671091964, 0.7090113019628476, 0.9076414057216764, 0.8835657613452421, 0.9325894070610643]|  0.5628013610839844|      0.13508517|[3317, 228, 0, 114]                                                        |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      58|[-0.1624134637869138, 0.038155202171337, 0.0135287800850511, -0.0214252814872166, -0.0628228394036368, -0.0945099693738967, -0.0660400652868286, -0.0736840938285015, -0.1450863603784411, -0.0793622906363183, 0.9186054365252168, -1.919842290705809, 0.86880807779715, 0.7114700783516626, 0.8022148310653447, 0.832835497080528, 0.8150114767510581, 0.4183452420940491, 0.7012805976036931, 0.8945468144227834, 0.8938545512548141, 0.9345592826594523]|  0.5510329008102417|      0.15009464|[3376, 232, 0, 116]                                                        |  | trying linear partial model with 31 points | iterate success | actual_k=2
      59|[-0.1624134637869138, 0.038155202171337, 0.0135287800850511, -0.0214252814872166, -0.0628228394036368, -0.0945099693738967, -0.0660400652868286, -0.0736840938285015, -0.1450863603784411, -0.0793622906363183, 0.9186054365252168, -1.919842290705809, 0.86880807779715, 0.7114700783516626, 0.8022148310653447, 0.832835497080528, 0.8150114767510581, 0.4183452420940491, 0.7012805976036931, 0.8945468144227834, 0.8938545512548141, 0.9345592826594523]|  0.5510329008102417|      0.13508517|[3434, 236, 0, 118]                                                        |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      60|[-0.1624134637869138, 0.038155202171337, 0.0135287800850511, -0.0214252814872166, -0.0628228394036368, -0.0945099693738967, -0.0660400652868286, -0.0736840938285015, -0.1450863603784411, -0.0793622906363183, 0.9186054365252168, -1.919842290705809, 0.86880807779715, 0.7114700783516626, 0.8022148310653447, 0.832835497080528, 0.8150114767510581, 0.4183452420940491, 0.7012805976036931, 0.8945468144227834, 0.8938545512548141, 0.9345592826594523]|  0.5510329008102417|      0.12157665|[3492, 240, 0, 120]                                                        |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      61|[-0.1830230273065175, 0.0177404032642534, -0.0148621127505868, -0.0393597861740133, -0.0823652868335413, -0.1274447559898563, -0.091952609696681, -0.0957974534888903, -0.1642833174800372, -0.1171077019524105, 0.9074255790019234, -1.9971505696514487, 0.8774841785402281, 0.7101198062309722, 0.7976542780983441, 0.8164546602752957, 0.8045937238190718, 0.390945581026942, 0.6844282722083661, 0.8932421507124826, 0.9024051073939153, 0.9079981340320815]|  0.5395911335945129|      0.13508517|[3550, 244, 0, 122]                                                        |  | trying linear partial model with 31 points | iterate success | actual_k=2
      62|[-0.1830230273065175, 0.0177404032642534, -0.0148621127505868, -0.0393597861740133, -0.0823652868335413, -0.1274447559898563, -0.091952609696681, -0.0957974534888903, -0.1642833174800372, -0.1171077019524105, 0.9074255790019234, -1.9971505696514487, 0.8774841785402281, 0.7101198062309722, 0.7976542780983441, 0.8164546602752957, 0.8045937238190718, 0.390945581026942, 0.6844282722083661, 0.8932421507124826, 0.9024051073939153, 0.9079981340320815]|  0.5395911335945129|      0.12157665|[3608, 248, 0, 124]                                                        |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      63|[-0.1830230273065175, 0.0177404032642534, -0.0148621127505868, -0.0393597861740133, -0.0823652868335413, -0.1274447559898563, -0.091952609696681, -0.0957974534888903, -0.1642833174800372, -0.1171077019524105, 0.9074255790019234, -1.9971505696514487, 0.8774841785402281, 0.7101198062309722, 0.7976542780983441, 0.8164546602752957, 0.8045937238190718, 0.390945581026942, 0.6844282722083661, 0.8932421507124826, 0.9024051073939153, 0.9079981340320815]|  0.5395911335945129|      0.10941899|[3666, 252, 0, 126]                                                        |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      64|[-0.19749770650722, 0.0023717156949664, -0.0413591084114859, -0.0607297584842384, -0.1012917917092084, -0.1435041214045464, -0.1267854253761949, -0.1122456251516323, -0.1864722529949549, -0.133843998868155, 0.8808750127300139, -2.068541552874216, 0.8671399204931918, 0.6965776080835643, 0.7969239270273917, 0.8087515524380023, 0.7995169094081468, 0.3689348647901696, 0.6587249245016819, 0.8921151772360472, 0.9006444210039808, 0.9209770056346233]|  0.5297658443450928|      0.12157665|[3724, 256, 0, 128]                                                        |  | trying linear partial model with 31 points | iterate success | actual_k=2
      65|[-0.19749770650722, 0.0023717156949664, -0.0413591084114859, -0.0607297584842384, -0.1012917917092084, -0.1435041214045464, -0.1267854253761949, -0.1122456251516323, -0.1864722529949549, -0.133843998868155, 0.8808750127300139, -2.068541552874216, 0.8671399204931918, 0.6965776080835643, 0.7969239270273917, 0.8087515524380023, 0.7995169094081468, 0.3689348647901696, 0.6587249245016819, 0.8921151772360472, 0.9006444210039808, 0.9209770056346233]|  0.5297658443450928|      0.10941899|[3782, 260, 0, 130]                                                        |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      66|[-0.2044042417649332, -0.0528171795971986, -0.0545174250444817, -0.0794987334241849, -0.1121145334425022, -0.1737278313572768, -0.1339594726654666, -0.1354060771314332, -0.1930465918460069, -0.1422233163361987, 0.8645428891509215, -2.132793479104852, 0.844309860610305, 0.6704735276821292, 0.7981348808398803, 0.799817098606013, 0.7927164129467529, 0.3455495176126777, 0.6460835432853664, 0.8810444870522264, 0.8998291015072895, 0.9128193196963419]|  0.5210064053535461|      0.12157665|[3840, 264, 0, 132]                                                        |  | trying linear partial model with 31 points | iterate success | actual_k=2
      67|[-0.2044042417649332, -0.0528171795971986, -0.0545174250444817, -0.0794987334241849, -0.1121145334425022, -0.1737278313572768, -0.1339594726654666, -0.1354060771314332, -0.1930465918460069, -0.1422233163361987, 0.8645428891509215, -2.132793479104852, 0.844309860610305, 0.6704735276821292, 0.7981348808398803, 0.799817098606013, 0.7927164129467529, 0.3455495176126777, 0.6460835432853664, 0.8810444870522264, 0.8998291015072895, 0.9128193196963419]|  0.5210064053535461|      0.10941899|[3898, 268, 0, 134]                                                        |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      68|[-0.1972783839123333, -0.0724708903136482, -0.0600923089694856, -0.1012339644396955, -0.1312987144136626, -0.1955612177979223, -0.1658220704173202, -0.1516656526502038, -0.2288786915616349, -0.1553818066384235, 0.8401991150906557, -2.2025377084111737, 0.8399697512695341, 0.6627629629767784, 0.7944172748002103, 0.7976057592701126, 0.764987413607828, 0.3200970321688078, 0.6290642341663882, 0.8674424817024614, 0.9010594148075546, 0.9147602742156115]|  0.5123438239097595|      0.12157665|[3956, 272, 0, 136]                                                        |  | trying linear partial model with 31 points | iterate success | actual_k=2
      69|[-0.1972783839123333, -0.0724708903136482, -0.0600923089694856, -0.1012339644396955, -0.1312987144136626, -0.1955612177979223, -0.1658220704173202, -0.1516656526502038, -0.2288786915616349, -0.1553818066384235, 0.8401991150906557, -2.2025377084111737, 0.8399697512695341, 0.6627629629767784, 0.7944172748002103, 0.7976057592701126, 0.764987413607828, 0.3200970321688078, 0.6290642341663882, 0.8674424817024614, 0.9010594148075546, 0.9147602742156115]|  0.5123438239097595|      0.10941899|[4014, 276, 0, 138]                                                        |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      70|[-0.1972783839123333, -0.0724708903136482, -0.0600923089694856, -0.1012339644396955, -0.1312987144136626, -0.1955612177979223, -0.1658220704173202, -0.1516656526502038, -0.2288786915616349, -0.1553818066384235, 0.8401991150906557, -2.2025377084111737, 0.8399697512695341, 0.6627629629767784, 0.7944172748002103, 0.7976057592701126, 0.764987413607828, 0.3200970321688078, 0.6290642341663882, 0.8674424817024614, 0.9010594148075546, 0.9147602742156115]|  0.5123438239097595|      0.09847709|[4073, 280, 0, 140]                                                        |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      71|[-0.2238099749808273, -0.0640274654861242, -0.0838808345835527, -0.1242993529112943, -0.1394449582746026, -0.2000929988312032, -0.1773351085197225, -0.1659703245060776, -0.2358968390185803, -0.1652785562051265, 0.8391838934001447, -2.2497301171783874, 0.8177678813603437, 0.646857438579034, 0.7589719891802498, 0.8016330361296053, 0.7346442809814073, 0.3022110647635594, 0.6090074271918448, 0.8442796800643487, 0.8813917070698405, 0.8937729168282965]|  0.5058052539825439|      0.10941899|[4131, 284, 0, 142]                                                        |  | trying linear partial model with 31 points | iterate success | actual_k=2
      72|[-0.2238099749808273, -0.0640274654861242, -0.0838808345835527, -0.1242993529112943, -0.1394449582746026, -0.2000929988312032, -0.1773351085197225, -0.1659703245060776, -0.2358968390185803, -0.1652785562051265, 0.8391838934001447, -2.2497301171783874, 0.8177678813603437, 0.646857438579034, 0.7589719891802498, 0.8016330361296053, 0.7346442809814073, 0.3022110647635594, 0.6090074271918448, 0.8442796800643487, 0.8813917070698405, 0.8937729168282965]|  0.5058052539825439|      0.09847709|[4189, 288, 0, 144]                                                        |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      73|[-0.2508489275595163, -0.0704710048886903, -0.1119537922530658, -0.1311513431933734, -0.1592580434091512, -0.2145863341198542, -0.2007851122140549, -0.1856581658297398, -0.248914164535857, -0.1724114200204101, 0.8289117754664721, -2.309420285475351, 0.8216710968702989, 0.6288792639247446, 0.7570962895598942, 0.7799327142907537, 0.7297293566109795, 0.2721485268025599, 0.5891743427398984, 0.8417766828796917, 0.8796195405517281, 0.871021194251749]|  0.4986404776573181|      0.10941899|[4247, 292, 0, 146]                                                        |  | trying linear partial model with 31 points | iterate success | actual_k=2
      74|[-0.2560752785150653, -0.0854467521564609, -0.1318866345274132, -0.1522962036798448, -0.1861281945775313, -0.2390515314207475, -0.213514668330833, -0.1995731404412118, -0.2509006746489013, -0.1833440527312969, 0.8029077640434045, -2.3921850483688085, 0.8149668345961002, 0.6105709750242019, 0.7540276080496762, 0.7782451244796019, 0.7132846796188138, 0.2473823774605309, 0.5768136621019971, 0.8400448685607764, 0.8722799397253276, 0.8790680306592145]|  0.4907844364643097|      0.12157665|[4305, 296, 0, 148]                                                        |  | trying linear partial model with 31 points | iterate success | actual_k=2
      75|[-0.2560752785150653, -0.0854467521564609, -0.1318866345274132, -0.1522962036798448, -0.1861281945775313, -0.2390515314207475, -0.213514668330833, -0.1995731404412118, -0.2509006746489013, -0.1833440527312969, 0.8029077640434045, -2.3921850483688085, 0.8149668345961002, 0.6105709750242019, 0.7540276080496762, 0.7782451244796019, 0.7132846796188138, 0.2473823774605309, 0.5768136621019971, 0.8400448685607764, 0.8722799397253276, 0.8790680306592145]|  0.4907844364643097|      0.10941899|[4363, 300, 0, 150]                                                        |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      76|[-0.2560752785150653, -0.0854467521564609, -0.1318866345274132, -0.1522962036798448, -0.1861281945775313, -0.2390515314207475, -0.213514668330833, -0.1995731404412118, -0.2509006746489013, -0.1833440527312969, 0.8029077640434045, -2.3921850483688085, 0.8149668345961002, 0.6105709750242019, 0.7540276080496762, 0.7782451244796019, 0.7132846796188138, 0.2473823774605309, 0.5768136621019971, 0.8400448685607764, 0.8722799397253276, 0.8790680306592145]|  0.4907844364643097|      0.09847709|[4421, 304, 0, 152]                                                        |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      77|[-0.2795944102806396, -0.1123467393286311, -0.1572531405699295, -0.184337532791941, -0.1928461046693321, -0.241418784040764, -0.2416265756671352, -0.2187316908392896, -0.2661331385305474, -0.2141302714862733, 0.7960840851687249, -2.4339154373294423, 0.8148807244397804, 0.609385222358355, 0.7611730040140916, 0.7668221637310547, 0.688713177557282, 0.2298571939932722, 0.5534869181729377, 0.8524589509598711, 0.8476535059944217, 0.8657846315635409]|  0.4844745397567749|      0.10941899|[4480, 308, 0, 154]                                                        |  | trying linear partial model with 31 points | iterate success | actual_k=2
      78|[-0.2795944102806396, -0.1123467393286311, -0.1572531405699295, -0.184337532791941, -0.1928461046693321, -0.241418784040764, -0.2416265756671352, -0.2187316908392896, -0.2661331385305474, -0.2141302714862733, 0.7960840851687249, -2.4339154373294423, 0.8148807244397804, 0.609385222358355, 0.7611730040140916, 0.7668221637310547, 0.688713177557282, 0.2298571939932722, 0.5534869181729377, 0.8524589509598711, 0.8476535059944217, 0.8657846315635409]|  0.4844745397567749|      0.09847709|[4538, 312, 0, 156]                                                        |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      79|[-0.2795944102806396, -0.1123467393286311, -0.1572531405699295, -0.184337532791941, -0.1928461046693321, -0.241418784040764, -0.2416265756671352, -0.2187316908392896, -0.2661331385305474, -0.2141302714862733, 0.7960840851687249, -2.4339154373294423, 0.8148807244397804, 0.609385222358355, 0.7611730040140916, 0.7668221637310547, 0.688713177557282, 0.2298571939932722, 0.5534869181729377, 0.8524589509598711, 0.8476535059944217, 0.8657846315635409]|  0.4844745397567749|      0.08862938|[4596, 316, 0, 158]                                                        |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      80|[-0.2795944102806396, -0.1123467393286311, -0.1572531405699295, -0.184337532791941, -0.1928461046693321, -0.241418784040764, -0.2416265756671352, -0.2187316908392896, -0.2661331385305474, -0.2141302714862733, 0.7960840851687249, -2.4339154373294423, 0.8148807244397804, 0.609385222358355, 0.7611730040140916, 0.7668221637310547, 0.688713177557282, 0.2298571939932722, 0.5534869181729377, 0.8524589509598711, 0.8476535059944217, 0.8657846315635409]|  0.4844745397567749|      0.07976644|[4654, 320, 0, 160]                                                        |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
