k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
      42|[2.0236590107066896, -0.1436109863772149, -0.4588104349384902, 1.6639659388754051, 0.5242893919746644, 0.2245349108996265, 0.7041550710478267, -0.1617406332689388, -0.5562909663048524, -0.0426898912953642, 0.1251947008666288, -0.0201723509524622, 0.8603259742210985, -0.2121568709357639, 0.0527311177420491, -0.0956961295129063, -0.3123511733795118, 0.447860986368874, -0.1415336619956486, 1.1043121546419512, -0.8221486457841395, 0.3222923286686212]| 12.1458044052124023|      0.00390625|[1184, 84, 0, 84]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      43|[2.0236590107066896, -0.1436109863772149, -0.4588104349384902, 1.6639659388754051, 0.5242893919746644, 0.2245349108996265, 0.7041550710478267, -0.1617406332689388, -0.5562909663048524, -0.0426898912953642, 0.1251947008666288, -0.0201723509524622, 0.8603259742210985, -0.2121568709357639, 0.0527311177420491, -0.0956961295129063, -0.3123511733795118, 0.447860986368874, -0.1415336619956486, 1.1043121546419512, -0.8221486457841395, 0.3222923286686212]| 12.1458044052124023|      0.00195312|[1212, 86, 0, 86]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      44|[2.0236590107066896, -0.1436109863772149, -0.4588104349384902, 1.6639659388754051, 0.5242893919746644, 0.2245349108996265, 0.7041550710478267, -0.1617406332689388, -0.5562909663048524, -0.0426898912953642, 0.1251947008666288, -0.0201723509524622, 0.8603259742210985, -0.2121568709357639, 0.0527311177420491, -0.0956961295129063, -0.3123511733795118, 0.447860986368874, -0.1415336619956486, 1.1043121546419512, -0.8221486457841395, 0.3222923286686212]| 12.1458044052124023|      0.00097656|[1240, 88, 0, 88]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      45|[2.0232327149138554, -0.1440087212261618, -0.4587511673098797, 1.6643677534686712, 0.5245212512182656, 0.2246621434753066, 0.7041018600781747, -0.1616116787582917, -0.5563147042566604, -0.0427753090890469, 0.1253687211156501, -0.0200216221004768, 0.8602987805932611, -0.2122276732086437, 0.0528201006277426, -0.0954266241908628, -0.3124315249585625, 0.4479549100441075, -0.1412792425913472, 1.104403278717595, -0.8224987273232958, 0.3223289984773654]| 12.1458024978637695|      0.00195312|[1268, 90, 0, 90]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      46|[2.0222455735327, -0.1446709190654742, -0.4589209256839056, 1.6652068724652835, 0.5243516593210523, 0.2246309715459902, 0.7044091439663952, -0.161456910732775, -0.5561236490345007, -0.0423997566421133, 0.1254298973863753, -0.0201502780141677, 0.8606458570256716, -0.2116151680390291, 0.0527163647408216, -0.096097296117522, -0.312814611614336, 0.4481283466728934, -0.1410609533847537, 1.104295681182625, -0.8224297101090694, 0.3226837452919977]| 12.1457996368408203|      0.00390625|[1296, 92, 0, 92]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      47|[2.0222455735327, -0.1446709190654742, -0.4589209256839056, 1.6652068724652835, 0.5243516593210523, 0.2246309715459902, 0.7044091439663952, -0.161456910732775, -0.5561236490345007, -0.0423997566421133, 0.1254298973863753, -0.0201502780141677, 0.8606458570256716, -0.2116151680390291, 0.0527163647408216, -0.096097296117522, -0.312814611614336, 0.4481283466728934, -0.1410609533847537, 1.104295681182625, -0.8224297101090694, 0.3226837452919977]| 12.1457996368408203|      0.00195312|[1324, 94, 0, 94]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      48|[2.0212453606778262, -0.1451164742923571, -0.4583461026910213, 1.6662001162084468, 0.5243360608953725, 0.2247490485363418, 0.704289987444861, -0.1609901644733933, -0.5564006680981477, -0.0425987920719269, 0.1257147896836325, -0.0198602369785795, 0.8606212691689419, -0.2110168445214748, 0.0523392894178068, -0.0963218869537813, -0.3125581478341947, 0.4481239198102227, -0.1407379917930085, 1.1044317106123291, -0.8224987727470533, 0.3228459981020463]| 12.1457967758178711|      0.00390625|[1352, 96, 0, 96]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      49|[2.0212453606778262, -0.1451164742923571, -0.4583461026910213, 1.6662001162084468, 0.5243360608953725, 0.2247490485363418, 0.704289987444861, -0.1609901644733933, -0.5564006680981477, -0.0425987920719269, 0.1257147896836325, -0.0198602369785795, 0.8606212691689419, -0.2110168445214748, 0.0523392894178068, -0.0963218869537813, -0.3125581478341947, 0.4481239198102227, -0.1407379917930085, 1.1044317106123291, -0.8224987727470533, 0.3228459981020463]| 12.1457967758178711|      0.00195312|[1380, 98, 0, 98]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      50|[2.0206507476375526, -0.1459478066497639, -0.4578561153533098, 1.6665094161861804, 0.5243776856464348, 0.2248642972000768, 0.7049344862806833, -0.1606044834518519, -0.5565292995865823, -0.0428768310863514, 0.1259248852284853, -0.0196287776632028, 0.8603766420531723, -0.2110270632391821, 0.0519863402721387, -0.0965291309675512, -0.3128834815523173, 0.4474676341761841, -0.1416423930383052, 1.1043666965028605, -0.8225295898116424, 0.3225695650479826]| 12.1457948684692383|      0.00390625|[1409, 100, 0, 100]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      51|[2.0206507476375526, -0.1459478066497639, -0.4578561153533098, 1.6665094161861804, 0.5243776856464348, 0.2248642972000768, 0.7049344862806833, -0.1606044834518519, -0.5565292995865823, -0.0428768310863514, 0.1259248852284853, -0.0196287776632028, 0.8603766420531723, -0.2110270632391821, 0.0519863402721387, -0.0965291309675512, -0.3128834815523173, 0.4474676341761841, -0.1416423930383052, 1.1043666965028605, -0.8225295898116424, 0.3225695650479826]| 12.1457948684692383|      0.00195312|[1437, 102, 0, 102]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      52|[2.0194566153752267, -0.1458479920397516, -0.4575124524928088, 1.6672538661505119, 0.5243574836709057, 0.2244552777937913, 0.7047665853942443, -0.1607035447122423, -0.556427657408882, -0.04290418123054, 0.1257872383747151, -0.0197774816655623, 0.8605750669633215, -0.2112866494225648, 0.0523642344889394, -0.0961883981692654, -0.3133860986651595, 0.4473245682729863, -0.1420237657881953, 1.1043468837438584, -0.82264756805562, 0.3233758629410032]| 12.1457920074462891|      0.00390625|[1465, 104, 0, 104]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      53|[2.0194566153752267, -0.1458479920397516, -0.4575124524928088, 1.6672538661505119, 0.5243574836709057, 0.2244552777937913, 0.7047665853942443, -0.1607035447122423, -0.556427657408882, -0.04290418123054, 0.1257872383747151, -0.0197774816655623, 0.8605750669633215, -0.2112866494225648, 0.0523642344889394, -0.0961883981692654, -0.3133860986651595, 0.4473245682729863, -0.1420237657881953, 1.1043468837438584, -0.82264756805562, 0.3233758629410032]| 12.1457920074462891|      0.00195312|[1493, 106, 0, 106]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      54|[2.0189573134243535, -0.1461852010459839, -0.4572216327379124, 1.668482298799891, 0.5238196031120089, 0.2240835477882125, 0.7042197854484767, -0.1605626901205982, -0.556500068123625, -0.0426499391807895, 0.1259980093420505, -0.0199547154008194, 0.8608589169975539, -0.2113096828244243, 0.0527502841728095, -0.0966381857462113, -0.3133580966128375, 0.44739029151438, -0.1419005486846901, 1.1046313615357657, -0.8223872084342072, 0.3239796585425184]| 12.1457901000976562|      0.00390625|[1521, 108, 0, 108]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      55|[2.0189573134243535, -0.1461852010459839, -0.4572216327379124, 1.668482298799891, 0.5238196031120089, 0.2240835477882125, 0.7042197854484767, -0.1605626901205982, -0.556500068123625, -0.0426499391807895, 0.1259980093420505, -0.0199547154008194, 0.8608589169975539, -0.2113096828244243, 0.0527502841728095, -0.0966381857462113, -0.3133580966128375, 0.44739029151438, -0.1419005486846901, 1.1046313615357657, -0.8223872084342072, 0.3239796585425184]| 12.1457901000976562|      0.00195312|[1549, 110, 0, 110]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      56|[2.0180347504397766, -0.1466383526198572, -0.4567593468710687, 1.6688145383577722, 0.5239548194363506, 0.2242409019132926, 0.704568468345194, -0.1607180285816412, -0.5561920121862192, -0.0422996575287549, 0.1255713628967494, -0.0190952032320804, 0.8611619209006595, -0.2113260276231708, 0.0525095743869702, -0.0966295031914765, -0.3136373013567219, 0.4471762197306237, -0.1418348364400857, 1.1050338810016134, -0.8224500474760615, 0.3247938044711625]| 12.1457872390747070|      0.00390625|[1578, 112, 0, 112]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      57|[2.0180347504397766, -0.1466383526198572, -0.4567593468710687, 1.6688145383577722, 0.5239548194363506, 0.2242409019132926, 0.704568468345194, -0.1607180285816412, -0.5561920121862192, -0.0422996575287549, 0.1255713628967494, -0.0190952032320804, 0.8611619209006595, -0.2113260276231708, 0.0525095743869702, -0.0966295031914765, -0.3136373013567219, 0.4471762197306237, -0.1418348364400857, 1.1050338810016134, -0.8224500474760615, 0.3247938044711625]| 12.1457872390747070|      0.00195312|[1606, 114, 0, 114]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      58|[2.017038943735813, -0.1465194036066245, -0.4565345132698604, 1.6697389298807355, 0.524072756396247, 0.2243867023159967, 0.7048195931689566, -0.1612095444041295, -0.5560456097733534, -0.0422731843804014, 0.1260443362762431, -0.0191665669752048, 0.8611422319165198, -0.2111342389592448, 0.0527671705127347, -0.0958507656167936, -0.3140280509080759, 0.4471741391003532, -0.1413295909385224, 1.1048467790475767, -0.8225595504211679, 0.3251787706955888]| 12.1457853317260742|      0.00390625|[1634, 116, 0, 116]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      59|[2.017038943735813, -0.1465194036066245, -0.4565345132698604, 1.6697389298807355, 0.524072756396247, 0.2243867023159967, 0.7048195931689566, -0.1612095444041295, -0.5560456097733534, -0.0422731843804014, 0.1260443362762431, -0.0191665669752048, 0.8611422319165198, -0.2111342389592448, 0.0527671705127347, -0.0958507656167936, -0.3140280509080759, 0.4471741391003532, -0.1413295909385224, 1.1048467790475767, -0.8225595504211679, 0.3251787706955888]| 12.1457853317260742|      0.00195312|[1662, 118, 0, 118]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      60|[2.015791987401672, -0.1466260268575556, -0.4566226944968742, 1.6697825081085607, 0.5238061991506704, 0.2243224498552443, 0.7041995288962751, -0.1610577445972664, -0.5561842705157642, -0.0417108817223505, 0.125465860976874, -0.0189335770681554, 0.8613777359183304, -0.211326175079299, 0.0524254215377489, -0.0957911595898358, -0.3145850556128038, 0.4466366153750006, -0.14140718153048, 1.1044895617783415, -0.8223175882945012, 0.3250122846990693]| 12.1457824707031250|      0.00390625|[1690, 120, 0, 120]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      61|[2.015791987401672, -0.1466260268575556, -0.4566226944968742, 1.6697825081085607, 0.5238061991506704, 0.2243224498552443, 0.7041995288962751, -0.1610577445972664, -0.5561842705157642, -0.0417108817223505, 0.125465860976874, -0.0189335770681554, 0.8613777359183304, -0.211326175079299, 0.0524254215377489, -0.0957911595898358, -0.3145850556128038, 0.4466366153750006, -0.14140718153048, 1.1044895617783415, -0.8223175882945012, 0.3250122846990693]| 12.1457824707031250|      0.00195312|[1718, 122, 0, 122]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      62|[2.0148451450765505, -0.1466431562347609, -0.4557909707400025, 1.6707372989337652, 0.5234868380702455, 0.2241244073276862, 0.7045661428554314, -0.1610234881005231, -0.556529602896879, -0.0413025061490013, 0.1258539912879812, -0.019116364748499, 0.861242369424966, -0.2114630224940671, 0.0526230427433761, -0.0961748115961926, -0.3150381841270935, 0.4466079584061874, -0.1411870691262123, 1.1046108923870128, -0.8222449365203958, 0.3247482004192583]| 12.1457796096801758|      0.00390625|[1746, 124, 0, 124]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      63|[2.0148451450765505, -0.1466431562347609, -0.4557909707400025, 1.6707372989337652, 0.5234868380702455, 0.2241244073276862, 0.7045661428554314, -0.1610234881005231, -0.556529602896879, -0.0413025061490013, 0.1258539912879812, -0.019116364748499, 0.861242369424966, -0.2114630224940671, 0.0526230427433761, -0.0961748115961926, -0.3150381841270935, 0.4466079584061874, -0.1411870691262123, 1.1046108923870128, -0.8222449365203958, 0.3247482004192583]| 12.1457796096801758|      0.00195312|[1774, 126, 0, 126]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      64|[2.01372471673207, -0.1471971210357219, -0.4560175407754623, 1.6713604682855914, 0.5232696655885569, 0.2244975214623148, 0.7046334101734116, -0.1609529484322724, -0.5566126909169504, -0.0410074405401768, 0.1258086608948641, -0.0191192531419607, 0.8615131468757105, -0.2116564411329686, 0.0526284965575224, -0.0956242141153719, -0.3142156139166811, 0.4461600813878388, -0.1413277007878355, 1.1044781038744678, -0.8225868975971359, 0.3250227832539063]| 12.1457777023315430|      0.00390625|[1802, 128, 0, 128]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      65|[2.01372471673207, -0.1471971210357219, -0.4560175407754623, 1.6713604682855914, 0.5232696655885569, 0.2244975214623148, 0.7046334101734116, -0.1609529484322724, -0.5566126909169504, -0.0410074405401768, 0.1258086608948641, -0.0191192531419607, 0.8615131468757105, -0.2116564411329686, 0.0526284965575224, -0.0956242141153719, -0.3142156139166811, 0.4461600813878388, -0.1413277007878355, 1.1044781038744678, -0.8225868975971359, 0.3250227832539063]| 12.1457777023315430|      0.00195312|[1830, 130, 0, 130]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      66|[2.01273632874682, -0.1474911676887411, -0.4566815231161945, 1.6718492536808358, 0.5228295830288089, 0.2245843723121096, 0.7042838200406504, -0.1610973198703547, -0.5561133188210586, -0.0411137334908643, 0.1254377509622599, -0.019174602167849, 0.8618987059449995, -0.2121020366458398, 0.0525156230448009, -0.0949974706834062, -0.3142471047751735, 0.4465012294842634, -0.1408126511797735, 1.1045731166302315, -0.8230032677597877, 0.3251131081380891]| 12.1457757949829102|      0.00390625|[1859, 132, 0, 132]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      67|[2.01273632874682, -0.1474911676887411, -0.4566815231161945, 1.6718492536808358, 0.5228295830288089, 0.2245843723121096, 0.7042838200406504, -0.1610973198703547, -0.5561133188210586, -0.0411137334908643, 0.1254377509622599, -0.019174602167849, 0.8618987059449995, -0.2121020366458398, 0.0525156230448009, -0.0949974706834062, -0.3142471047751735, 0.4465012294842634, -0.1408126511797735, 1.1045731166302315, -0.8230032677597877, 0.3251131081380891]| 12.1457757949829102|      0.00195312|[1888, 134, 0, 134]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      68|[2.01273632874682, -0.1474911676887411, -0.4566815231161945, 1.6718492536808358, 0.5228295830288089, 0.2245843723121096, 0.7042838200406504, -0.1610973198703547, -0.5561133188210586, -0.0411137334908643, 0.1254377509622599, -0.019174602167849, 0.8618987059449995, -0.2121020366458398, 0.0525156230448009, -0.0949974706834062, -0.3142471047751735, 0.4465012294842634, -0.1408126511797735, 1.1045731166302315, -0.8230032677597877, 0.3251131081380891]| 12.1457757949829102|      0.00097656|[1916, 136, 0, 136]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      69|[2.0124263912354703, -0.1475137912216878, -0.4564039753128172, 1.672338525623782, 0.5226053630047337, 0.2245375286325252, 0.704113881355683, -0.1614169417623574, -0.5561591705307845, -0.0412170962837892, 0.1252787166149963, -0.0191651084022763, 0.8620273918889528, -0.2122891515189057, 0.0524525418868304, -0.0950422785832294, -0.3138287530877436, 0.4464233991430956, -0.1405922344138605, 1.104420473512806, -0.8229804705789275, 0.325202377082058]| 12.1457738876342773|      0.00195312|[1945, 138, 0, 138]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      70|[2.011885256158641, -0.1481364544672584, -0.456219355869428, 1.6729044555755015, 0.5231289735501554, 0.2242947361297804, 0.7039855462023504, -0.1614987434774123, -0.5557935318857493, -0.0416544917564328, 0.1248738001384492, -0.0197669624199921, 0.8614938560311544, -0.2118397762739497, 0.0523045066443865, -0.0944818510589104, -0.3144790540030991, 0.4469144050961384, -0.1407276893740634, 1.1045682382367426, -0.8231800304353724, 0.325126528053914]| 12.1457719802856445|      0.00390625|[1974, 140, 0, 140]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      71|[2.011885256158641, -0.1481364544672584, -0.456219355869428, 1.6729044555755015, 0.5231289735501554, 0.2242947361297804, 0.7039855462023504, -0.1614987434774123, -0.5557935318857493, -0.0416544917564328, 0.1248738001384492, -0.0197669624199921, 0.8614938560311544, -0.2118397762739497, 0.0523045066443865, -0.0944818510589104, -0.3144790540030991, 0.4469144050961384, -0.1407276893740634, 1.1045682382367426, -0.8231800304353724, 0.325126528053914]| 12.1457719802856445|      0.00195312|[2003, 142, 0, 142]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      72|[2.010866309079693, -0.148587196367336, -0.4560466317707996, 1.6731938693106991, 0.5231614833811469, 0.2242934527587033, 0.7040764851043286, -0.1620131203156485, -0.5555778848622409, -0.0411424879664079, 0.1253168590530527, -0.019333899547033, 0.8614232177084004, -0.2127263632894705, 0.0526618056371497, -0.0946525799865477, -0.3140875737776144, 0.4467626507228465, -0.1401649334680447, 1.1044544050321565, -0.8232372808490932, 0.3249362109887993]| 12.1457700729370117|      0.00390625|[2031, 144, 0, 144]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      73|[2.010866309079693, -0.148587196367336, -0.4560466317707996, 1.6731938693106991, 0.5231614833811469, 0.2242934527587033, 0.7040764851043286, -0.1620131203156485, -0.5555778848622409, -0.0411424879664079, 0.1253168590530527, -0.019333899547033, 0.8614232177084004, -0.2127263632894705, 0.0526618056371497, -0.0946525799865477, -0.3140875737776144, 0.4467626507228465, -0.1401649334680447, 1.1044544050321565, -0.8232372808490932, 0.3249362109887993]| 12.1457700729370117|      0.00195312|[2059, 146, 0, 146]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      74|[2.0096955785758643, -0.1486145167106955, -0.4557324009200487, 1.6737554644081003, 0.5225392304505686, 0.2246067464602218, 0.704833930829514, -0.161715397364705, -0.555555824661996, -0.0412331249322711, 0.1255924262214142, -0.0194407435837832, 0.8613244321775732, -0.2130519131292783, 0.0525321966866809, -0.0947496329165736, -0.3141187593541601, 0.4468064659926684, -0.1407322120205894, 1.10421496875271, -0.8236966806269692, 0.325160726953989]| 12.1457681655883789|      0.00390625|[2087, 148, 0, 148]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      75|[2.0096955785758643, -0.1486145167106955, -0.4557324009200487, 1.6737554644081003, 0.5225392304505686, 0.2246067464602218, 0.704833930829514, -0.161715397364705, -0.555555824661996, -0.0412331249322711, 0.1255924262214142, -0.0194407435837832, 0.8613244321775732, -0.2130519131292783, 0.0525321966866809, -0.0947496329165736, -0.3141187593541601, 0.4468064659926684, -0.1407322120205894, 1.10421496875271, -0.8236966806269692, 0.325160726953989]| 12.1457681655883789|      0.00195312|[2115, 150, 0, 150]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      76|[2.0095542918839118, -0.148643513987201, -0.4559946987200253, 1.6749501596162981, 0.523093452849965, 0.2242506354784666, 0.7045373984230214, -0.1616563076867395, -0.555497627816094, -0.0408711813060736, 0.1257460719111168, -0.0198206836166152, 0.8607447583649602, -0.2131103033041097, 0.0525961443175946, -0.0946110724075518, -0.3139720874066617, 0.4470484732048945, -0.1416251698042154, 1.1039151845063346, -0.8235293894746655, 0.3254954141788587]| 12.1457662582397461|      0.00390625|[2143, 152, 0, 152]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      77|[2.0095542918839118, -0.148643513987201, -0.4559946987200253, 1.6749501596162981, 0.523093452849965, 0.2242506354784666, 0.7045373984230214, -0.1616563076867395, -0.555497627816094, -0.0408711813060736, 0.1257460719111168, -0.0198206836166152, 0.8607447583649602, -0.2131103033041097, 0.0525961443175946, -0.0946110724075518, -0.3139720874066617, 0.4470484732048945, -0.1416251698042154, 1.1039151845063346, -0.8235293894746655, 0.3254954141788587]| 12.1457662582397461|      0.00195312|[2171, 154, 0, 154]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      78|[2.0084020871508645, -0.1488586384987846, -0.4557739088626078, 1.675373630433218, 0.5232465982902085, 0.2243863386072663, 0.7043759733935874, -0.1615434359386314, -0.5553088546495728, -0.0406248726347083, 0.1255836715087655, -0.0200075156040832, 0.8609685669911539, -0.212813407330472, 0.0532961239419961, -0.0943636876599779, -0.3134017315328476, 0.4470811868039366, -0.1414213870804268, 1.1048031498555804, -0.8231826146222375, 0.3254033809694809]| 12.1457633972167969|      0.00390625|[2199, 156, 0, 156]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      79|[2.0084020871508645, -0.1488586384987846, -0.4557739088626078, 1.675373630433218, 0.5232465982902085, 0.2243863386072663, 0.7043759733935874, -0.1615434359386314, -0.5553088546495728, -0.0406248726347083, 0.1255836715087655, -0.0200075156040832, 0.8609685669911539, -0.212813407330472, 0.0532961239419961, -0.0943636876599779, -0.3134017315328476, 0.4470811868039366, -0.1414213870804268, 1.1048031498555804, -0.8231826146222375, 0.3254033809694809]| 12.1457633972167969|      0.00195312|[2227, 158, 0, 158]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      80|[2.007948934435959, -0.1488810026089461, -0.4559799546488156, 1.676404679917384, 0.523680893852039, 0.2243777754466719, 0.7045603107674854, -0.1614363984188471, -0.5553710342188375, -0.0407565976167376, 0.1255811045007037, -0.0198964879958872, 0.8608550047677033, -0.2134888169298584, 0.0531158012937377, -0.0946883725009222, -0.3144326431967501, 0.4464733572643655, -0.141620145233571, 1.1049335641606246, -0.8235396894616374, 0.3255147152512282]| 12.1457614898681641|      0.00390625|[2255, 160, 0, 160]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      81|[2.007948934435959, -0.1488810026089461, -0.4559799546488156, 1.676404679917384, 0.523680893852039, 0.2243777754466719, 0.7045603107674854, -0.1614363984188471, -0.5553710342188375, -0.0407565976167376, 0.1255811045007037, -0.0198964879958872, 0.8608550047677033, -0.2134888169298584, 0.0531158012937377, -0.0946883725009222, -0.3144326431967501, 0.4464733572643655, -0.141620145233571, 1.1049335641606246, -0.8235396894616374, 0.3255147152512282]| 12.1457614898681641|      0.00195312|[2283, 162, 0, 162]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      82|[2.0067650152943606, -0.1490392949994024, -0.456306175433578, 1.6770902868670017, 0.5231534520284048, 0.2244401699447526, 0.7047961805867762, -0.1612953685817508, -0.5554743882939148, -0.0415617867995651, 0.1254998127513215, -0.0201154365941708, 0.8607842424625296, -0.2130871358409104, 0.0531964149300696, -0.0949968591810742, -0.3144734370922946, 0.4465054901984908, -0.1417325564718163, 1.105458692510439, -0.8233144271141744, 0.3251535013982689]| 12.1457595825195312|      0.00390625|[2311, 164, 0, 164]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      83|[2.0067650152943606, -0.1490392949994024, -0.456306175433578, 1.6770902868670017, 0.5231534520284048, 0.2244401699447526, 0.7047961805867762, -0.1612953685817508, -0.5554743882939148, -0.0415617867995651, 0.1254998127513215, -0.0201154365941708, 0.8607842424625296, -0.2130871358409104, 0.0531964149300696, -0.0949968591810742, -0.3144734370922946, 0.4465054901984908, -0.1417325564718163, 1.105458692510439, -0.8233144271141744, 0.3251535013982689]| 12.1457595825195312|      0.00195312|[2339, 166, 0, 166]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      84|[2.0056929962117933, -0.1492084880955092, -0.455632858142272, 1.6773611522596084, 0.5232879780957984, 0.2249417459281961, 0.7047465875313711, -0.1610122514427497, -0.5556318577666141, -0.0412654057863721, 0.1259524617364008, -0.0199439838873722, 0.8606486848346488, -0.2124384562749522, 0.0530054673099998, -0.0950808841809981, -0.3152359866240586, 0.4466772431111564, -0.1416170475587049, 1.105154933097232, -0.8230867879695358, 0.3247537376462782]| 12.1457567214965820|      0.00390625|[2367, 168, 0, 168]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      85|[2.0056929962117933, -0.1492084880955092, -0.455632858142272, 1.6773611522596084, 0.5232879780957984, 0.2249417459281961, 0.7047465875313711, -0.1610122514427497, -0.5556318577666141, -0.0412654057863721, 0.1259524617364008, -0.0199439838873722, 0.8606486848346488, -0.2124384562749522, 0.0530054673099998, -0.0950808841809981, -0.3152359866240586, 0.4466772431111564, -0.1416170475587049, 1.105154933097232, -0.8230867879695358, 0.3247537376462782]| 12.1457567214965820|      0.00195312|[2395, 170, 0, 170]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      86|[2.0054595325572953, -0.1493605704440606, -0.4554695577185647, 1.6788631422797688, 0.5235362251640935, 0.2247505991275612, 0.7049838456915353, -0.1609318484390757, -0.5554723224854801, -0.041028095263922, 0.1261595787008976, -0.0198207141493545, 0.8604120331269197, -0.2124859231079888, 0.0534939342145569, -0.0953749492341153, -0.3150074023015766, 0.4471155622948284, -0.1411442865610243, 1.1051060907705073, -0.8228837502787433, 0.3242449913259611]| 12.1457548141479492|      0.00390625|[2423, 172, 0, 172]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      87|[2.0054595325572953, -0.1493605704440606, -0.4554695577185647, 1.6788631422797688, 0.5235362251640935, 0.2247505991275612, 0.7049838456915353, -0.1609318484390757, -0.5554723224854801, -0.041028095263922, 0.1261595787008976, -0.0198207141493545, 0.8604120331269197, -0.2124859231079888, 0.0534939342145569, -0.0953749492341153, -0.3150074023015766, 0.4471155622948284, -0.1411442865610243, 1.1051060907705073, -0.8228837502787433, 0.3242449913259611]| 12.1457548141479492|      0.00195312|[2452, 174, 0, 174]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      88|[2.0047270038338567, -0.1497937560515117, -0.4552447596048829, 1.679613106663243, 0.5236025520971288, 0.2250342043050315, 0.7057270358412817, -0.1610844487557006, -0.5551455163443741, -0.0406057639224795, 0.126349450311851, -0.0196662066311105, 0.8603736368398429, -0.2123354900609658, 0.0528318973218185, -0.0952958488530249, -0.3144982848923333, 0.4472037518075249, -0.1403339850899762, 1.1052048424388843, -0.8230457848253314, 0.3244540400843705]| 12.1457529067993164|      0.00390625|[2480, 176, 0, 176]                                                        |  | trying linear partial model with 16 points | iterate success | actual_k=1
      89|[2.0047270038338567, -0.1497937560515117, -0.4552447596048829, 1.679613106663243, 0.5236025520971288, 0.2250342043050315, 0.7057270358412817, -0.1610844487557006, -0.5551455163443741, -0.0406057639224795, 0.126349450311851, -0.0196662066311105, 0.8603736368398429, -0.2123354900609658, 0.0528318973218185, -0.0952958488530249, -0.3144982848923333, 0.4472037518075249, -0.1403339850899762, 1.1052048424388843, -0.8230457848253314, 0.3244540400843705]| 12.1457529067993164|      0.00195312|[2508, 178, 0, 178]                                                        |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
