k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
      28|[1.0287204448807494, 0.0369114481550577, 1.8954825601376537, 0.0049054820979383, 0.0207469294116257, 2.006141553295546, 0.432109147076599, 0.0261435775247329, 2.119500794244506, 0.7971732095154141, 0.0265410649604552, 2.1747547950252915, 0.214713345240118, 0.017632328201528, 2.2155700028679837, 2.6814435908546645, 0.0374721706056191, 2.2748561173544926, 0.7992921513455861, 0.0176425540822417, 2.384296375641875, 2.2684733322256654, 0.0356392671304294, 2.469169987792485, 14.359482083675257, 0.1340211771337034, 2.541080782661949, 12.153262403109384, 0.1095582647128049, 2.752213267507284, 0.2788527266328233, 0.0189768413018408, 2.9267108487139297, 0.2399611173610393, 0.0093098890198503, 2.964162086003163, 1.177729939699139, 0.0282871278531954, 3.1220722767104525, 0.1719898809052993, 0.0187739505877569, 3.2240035122908783, 0.1180769368208305, 0.0248626656641329, 3.25811796629335, 3.750989323930841, 0.0528358359547136, 3.3845012236630474, 0.8357660505540258, 0.0187290867742116, 3.6626392519604516, 0.1541439328846208, 0.0132314018277315, 3.7394490316100457, 0.3788650653286275, 0.030028455561011, 3.8397580233503508, 0.9253638527142238, 0.0357805362093889, 3.9600050109421994, 0.2647837892816547, 0.0049082791055607, 4.061113629801267, 2.071923440505162, 0.0296040546002844, 4.1831979682818705, 1.9527691442471928, 0.0447686700368766, 4.427446324636467, 1.4850484713493934, 0.0267207548321965, 4.5613435560750135, 0.4814454459461242, 0.0166552497222619, 4.60905258961815, 0.4897751668934687, 0.0331406053175685, 4.704428445309276, 0.3267649102103665, 0.0155564269300422, 4.808783519510446, 0.8332072068526338, 0.023202799575493, 4.954682588232354, 0.4528360644722373, 0.0296551490624358, 5.388850639311065, 0.486860195446065, 0.0102412869936258, 5.4123708155091, 0.980846628007929, 0.0237177131336283, 2.583713152750971, -0.0234586702666845, 0.0239208155654183, 3.8816385948004326, 0.2569899877259741, 0.0354122473955047, 5.194703898078027]|1404442.1759590960573405|      0.01562500|[2731, 181, 28, 84]                                                        |  | used linear model with 104 points | iterate failure | actual_k=4
      29|[1.0287204448807494, 0.0369114481550577, 1.8954825601376537, 0.0049054820979383, 0.0207469294116257, 2.006141553295546, 0.432109147076599, 0.0261435775247329, 2.119500794244506, 0.7971732095154141, 0.0265410649604552, 2.1747547950252915, 0.214713345240118, 0.017632328201528, 2.2155700028679837, 2.6814435908546645, 0.0374721706056191, 2.2748561173544926, 0.7992921513455861, 0.0176425540822417, 2.384296375641875, 2.2684733322256654, 0.0356392671304294, 2.469169987792485, 14.359482083675257, 0.1340211771337034, 2.541080782661949, 12.153262403109384, 0.1095582647128049, 2.752213267507284, 0.2788527266328233, 0.0189768413018408, 2.9267108487139297, 0.2399611173610393, 0.0093098890198503, 2.964162086003163, 1.177729939699139, 0.0282871278531954, 3.1220722767104525, 0.1719898809052993, 0.0187739505877569, 3.2240035122908783, 0.1180769368208305, 0.0248626656641329, 3.25811796629335, 3.750989323930841, 0.0528358359547136, 3.3845012236630474, 0.8357660505540258, 0.0187290867742116, 3.6626392519604516, 0.1541439328846208, 0.0132314018277315, 3.7394490316100457, 0.3788650653286275, 0.030028455561011, 3.8397580233503508, 0.9253638527142238, 0.0357805362093889, 3.9600050109421994, 0.2647837892816547, 0.0049082791055607, 4.061113629801267, 2.071923440505162, 0.0296040546002844, 4.1831979682818705, 1.9527691442471928, 0.0447686700368766, 4.427446324636467, 1.4850484713493934, 0.0267207548321965, 4.5613435560750135, 0.4814454459461242, 0.0166552497222619, 4.60905258961815, 0.4897751668934687, 0.0331406053175685, 4.704428445309276, 0.3267649102103665, 0.0155564269300422, 4.808783519510446, 0.8332072068526338, 0.023202799575493, 4.954682588232354, 0.4528360644722373, 0.0296551490624358, 5.388850639311065, 0.486860195446065, 0.0102412869936258, 5.4123708155091, 0.980846628007929, 0.0237177131336283, 2.583713152750971, -0.0234586702666845, 0.0239208155654183, 3.8816385948004326, 0.2569899877259741, 0.0354122473955047, 5.194703898078027]|1404442.1759590960573405|      0.00781250|[2831, 185, 29, 87]                                                        |  | used linear model with 104 points | iterate failure | actual_k=4
      30|[1.02878789908281, 0.0379345647188941, 1.8955407807854525, 0.0050594390110908, 0.0213299533687702, 2.0057802822922843, 0.4322907773426035, 0.0262666078594399, 2.118825030096735, 0.7968621001119269, 0.0268000745961742, 2.1740201639173917, 0.2147648254442863, 0.0174246767906153, 2.215012753119234, 2.681849154746448, 0.0382443548761934, 2.2737630136941123, 0.7990099584954955, 0.0183074320287278, 2.383521582345049, 2.2688692408433737, 0.0362903317589075, 2.469431095358056, 14.359568697482194, 0.1383304628072193, 2.5396913099963148, 12.153447771093376, 0.1134190519849599, 2.7536344308851834, 0.2792388107367356, 0.0186970554339186, 2.926795108199714, 0.2395765864667724, 0.0086710108117057, 2.964135510568391, 1.1779179156888473, 0.0284393205461222, 3.1226883045432383, 0.1718906257655712, 0.0180995402664156, 3.2235586026831835, 0.117676493472179, 0.0253031732686901, 3.257707758619994, 3.751178083452104, 0.0542434956669523, 3.3841074884305073, 0.8352912005796296, 0.0194563909474101, 3.662260672286565, 0.1541858659022373, 0.0125901890330608, 3.7394019609615547, 0.3790816560884072, 0.0298566810631381, 3.8398185116355714, 0.9255294164673877, 0.0357782881143599, 3.9598126709704373, 0.2639636485153225, 0.0060010255318603, 4.061344638677485, 2.0722006919320926, 0.0311154584968026, 4.183082156628781, 1.9528375395922952, 0.0453103604545538, 4.427112180946253, 1.4852296861718701, 0.0280091964480576, 4.561166535114297, 0.4817947730477088, 0.0168091462969972, 4.609210775763949, 0.4896423287227071, 0.0334216421907723, 4.704345284217359, 0.3269321249466424, 0.0153033194229571, 4.809197884684402, 0.8329273521154974, 0.0236242021857325, 4.954885603049668, 0.452525539417112, 0.0299479971155269, 5.389893744432636, 0.4870856029195245, 0.0107405604737765, 5.4121528421061535, 0.9812407445963257, 0.0248199702851035, 2.5839290725239072, -0.0236859842636906, 0.0236983746168396, 3.8816937065671344, 0.2564610865417429, 0.035391323344695, 5.194683319956414]|1379933.3029916924424469|      0.01562500|[2928, 192, 30, 90]                                                        |  | used linear model with 104 points | iterate success | actual_k=4
      31|[1.0265950721677266, 0.0366987923849918, 1.8961825068554292, 0.0050542065697996, 0.021666740448138, 2.0058854195629494, 0.4301639691239353, 0.0247606947818006, 2.118586924101468, 0.7952836431968798, 0.0256232184502189, 2.1729765592468553, 0.2132089825593247, 0.0198312050042318, 2.2142783820135103, 2.680576221777761, 0.0393239677414917, 2.271834768064852, 0.7984931258915962, 0.0190263261221016, 2.3826373281947135, 2.2683399240103577, 0.038267176900257, 2.4690659811928173, 14.358287068156537, 0.1448223354951354, 2.537516356464579, 12.15191069613264, 0.1170773981137088, 2.757833257180459, 0.2785091956115189, 0.0189648985051203, 2.926394077801761, 0.2401237639921301, 0.0081570123972667, 2.9641744643977748, 1.1773632139394279, 0.0288028984953113, 3.121549602283173, 0.1717612582088966, 0.016428707060354, 3.2246337201603748, 0.1202126816784393, 0.0250158677508148, 3.2581269519443774, 3.751169979098847, 0.0571539114250581, 3.3837989978665943, 0.8335501192652197, 0.019364823849942, 3.6622839323633056, 0.1544186483393942, 0.0140137717548937, 3.7391796726380537, 0.3782045388426879, 0.0289923088560937, 3.839511407327908, 0.9248280022500893, 0.0354354213062457, 3.9614691663581487, 0.2644159266131938, 0.0072074434388864, 4.062093284853531, 2.0723384936765075, 0.0341710739371663, 4.183890351204139, 1.95128751613296, 0.04710226016952, 4.4268629583407835, 1.4851867745764538, 0.0304788304033096, 4.561404443385289, 0.4837525686515312, 0.0183849854141887, 4.610436719331056, 0.489421538530464, 0.0340059211146316, 4.703159512574044, 0.3268876778247427, 0.0182776463899785, 4.81023891848533, 0.8359367617932503, 0.0251604640993906, 4.955869585464415, 0.453496095252989, 0.0291839608050494, 5.390007794082517, 0.4870495494682949, 0.0118447081826185, 5.412789050696882, 0.9796273458054278, 0.0290503634971644, 2.5843363458384747, -0.0228304397044777, 0.0265346244813995, 3.8816872653521846, 0.2563033086629024, 0.0364258897614177, 5.194134340342366]|1343344.6693890520837158|      0.03125000|[3024, 200, 31, 93]                                                        |  | used linear model with 104 points | iterate success | actual_k=4
      32|[1.0261196431342732, 0.04163717417141, 1.898292188228436, 0.005165121736235, 0.0235448677254361, 2.0082881045783068, 0.4247680116857664, 0.0242261202376107, 2.118303453461045, 0.7938056163085502, 0.026055752657241, 2.175023353479875, 0.2128985352218442, 0.0178988617553957, 2.211325839316669, 2.681857672882217, 0.0409999714945201, 2.2711229651272484, 0.7969904088139886, 0.0150393163505712, 2.3810965114231335, 2.264984738062674, 0.0439920271578573, 2.466897813812359, 14.355659014332113, 0.1584010777785205, 2.533173561167193, 12.147832902635182, 0.1226208547600137, 2.7641798927342314, 0.2768223642814533, 0.0203191513788353, 2.9254284614440302, 0.2415063403808672, 0.0105729273450119, 2.9671991540355367, 1.1747587836418518, 0.0287836375117867, 3.1253993826642215, 0.1731557637668791, 0.0142294325693392, 3.2209036765857406, 0.125440834669789, 0.0234847644120307, 3.258262223468243, 3.74926864553202, 0.0602393418700236, 3.3830509111943754, 0.8315658719668912, 0.0247125133042, 3.6642895424350956, 0.1539137533866532, 0.015918705576638, 3.738928319519075, 0.3748423012007868, 0.0318727663218261, 3.837848770804918, 0.9280842212412205, 0.0360787292230737, 3.9633178278044467, 0.2614004030545714, 0.0116665201599777, 4.066826229451102, 2.0713393554457498, 0.0385060042178866, 4.180864904619129, 1.951071524232512, 0.0503292288951315, 4.431982531330907, 1.4854849017015894, 0.0260000276814051, 4.56313808778866, 0.4826449201572103, 0.0212613626048325, 4.613109155494578, 0.4882066142790463, 0.0355401801882767, 4.7036300817466214, 0.3263944207543064, 0.0245379860202408, 4.808469539679159, 0.8338854880846729, 0.0276204958008206, 4.954095252414891, 0.4509910044535638, 0.0266018219331504, 5.3918467854869725, 0.4877925794589523, 0.0097377682819452, 5.412712655720516, 0.9765393493883205, 0.0369134846684387, 2.5840369837194954, -0.0238780889927484, 0.0301595492727888, 3.8797743267636284, 0.2547229254972072, 0.0354266865481765, 5.195185352073681]|1289335.6845549894496799|      0.06250000|[3122, 206, 32, 96]                                                        |  | used linear model with 104 points | iterate success | actual_k=4
      33|[1.0261196431342732, 0.04163717417141, 1.898292188228436, 0.005165121736235, 0.0235448677254361, 2.0082881045783068, 0.4247680116857664, 0.0242261202376107, 2.118303453461045, 0.7938056163085502, 0.026055752657241, 2.175023353479875, 0.2128985352218442, 0.0178988617553957, 2.211325839316669, 2.681857672882217, 0.0409999714945201, 2.2711229651272484, 0.7969904088139886, 0.0150393163505712, 2.3810965114231335, 2.264984738062674, 0.0439920271578573, 2.466897813812359, 14.355659014332113, 0.1584010777785205, 2.533173561167193, 12.147832902635182, 0.1226208547600137, 2.7641798927342314, 0.2768223642814533, 0.0203191513788353, 2.9254284614440302, 0.2415063403808672, 0.0105729273450119, 2.9671991540355367, 1.1747587836418518, 0.0287836375117867, 3.1253993826642215, 0.1731557637668791, 0.0142294325693392, 3.2209036765857406, 0.125440834669789, 0.0234847644120307, 3.258262223468243, 3.74926864553202, 0.0602393418700236, 3.3830509111943754, 0.8315658719668912, 0.0247125133042, 3.6642895424350956, 0.1539137533866532, 0.015918705576638, 3.738928319519075, 0.3748423012007868, 0.0318727663218261, 3.837848770804918, 0.9280842212412205, 0.0360787292230737, 3.9633178278044467, 0.2614004030545714, 0.0116665201599777, 4.066826229451102, 2.0713393554457498, 0.0385060042178866, 4.180864904619129, 1.951071524232512, 0.0503292288951315, 4.431982531330907, 1.4854849017015894, 0.0260000276814051, 4.56313808778866, 0.4826449201572103, 0.0212613626048325, 4.613109155494578, 0.4882066142790463, 0.0355401801882767, 4.7036300817466214, 0.3263944207543064, 0.0245379860202408, 4.808469539679159, 0.8338854880846729, 0.0276204958008206, 4.954095252414891, 0.4509910044535638, 0.0266018219331504, 5.3918467854869725, 0.4877925794589523, 0.0097377682819452, 5.412712655720516, 0.9765393493883205, 0.0369134846684387, 2.5840369837194954, -0.0238780889927484, 0.0301595492727888, 3.8797743267636284, 0.2547229254972072, 0.0354266865481765, 5.195185352073681]|1289335.6845549894496799|      0.03125000|[3220, 212, 33, 99]                                                        |  | used linear model with 104 points | iterate failure | actual_k=4
      34|[1.0261196431342732, 0.04163717417141, 1.898292188228436, 0.005165121736235, 0.0235448677254361, 2.0082881045783068, 0.4247680116857664, 0.0242261202376107, 2.118303453461045, 0.7938056163085502, 0.026055752657241, 2.175023353479875, 0.2128985352218442, 0.0178988617553957, 2.211325839316669, 2.681857672882217, 0.0409999714945201, 2.2711229651272484, 0.7969904088139886, 0.0150393163505712, 2.3810965114231335, 2.264984738062674, 0.0439920271578573, 2.466897813812359, 14.355659014332113, 0.1584010777785205, 2.533173561167193, 12.147832902635182, 0.1226208547600137, 2.7641798927342314, 0.2768223642814533, 0.0203191513788353, 2.9254284614440302, 0.2415063403808672, 0.0105729273450119, 2.9671991540355367, 1.1747587836418518, 0.0287836375117867, 3.1253993826642215, 0.1731557637668791, 0.0142294325693392, 3.2209036765857406, 0.125440834669789, 0.0234847644120307, 3.258262223468243, 3.74926864553202, 0.0602393418700236, 3.3830509111943754, 0.8315658719668912, 0.0247125133042, 3.6642895424350956, 0.1539137533866532, 0.015918705576638, 3.738928319519075, 0.3748423012007868, 0.0318727663218261, 3.837848770804918, 0.9280842212412205, 0.0360787292230737, 3.9633178278044467, 0.2614004030545714, 0.0116665201599777, 4.066826229451102, 2.0713393554457498, 0.0385060042178866, 4.180864904619129, 1.951071524232512, 0.0503292288951315, 4.431982531330907, 1.4854849017015894, 0.0260000276814051, 4.56313808778866, 0.4826449201572103, 0.0212613626048325, 4.613109155494578, 0.4882066142790463, 0.0355401801882767, 4.7036300817466214, 0.3263944207543064, 0.0245379860202408, 4.808469539679159, 0.8338854880846729, 0.0276204958008206, 4.954095252414891, 0.4509910044535638, 0.0266018219331504, 5.3918467854869725, 0.4877925794589523, 0.0097377682819452, 5.412712655720516, 0.9765393493883205, 0.0369134846684387, 2.5840369837194954, -0.0238780889927484, 0.0301595492727888, 3.8797743267636284, 0.2547229254972072, 0.0354266865481765, 5.195185352073681]|1289335.6845549894496799|      0.01562500|[3318, 218, 34, 102]                                                       |  | used linear model with 104 points | iterate failure | actual_k=4
      35|[1.0280548804439074, 0.0434079507302395, 1.8992390333382063, 0.0044518321948322, 0.0240034207154932, 2.009331083156792, 0.4262069422240961, 0.0228494817042241, 2.1184665210023637, 0.7924224191618165, 0.0262921137881642, 2.174652929302392, 0.2132717090085684, 0.0157120881453847, 2.213133528675867, 2.6801915736140085, 0.0427675481801464, 2.271767635534329, 0.7950514003878297, 0.0163103101948553, 2.3823919465568313, 2.2653931337383897, 0.0448775998471018, 2.466734877391574, 14.358218468148936, 0.1621675801872211, 2.532329435321107, 12.148393735563173, 0.1259674289748597, 2.767333061897842, 0.2795742803859303, 0.0211867881141245, 2.924205947837032, 0.2410991043682521, 0.01225703875943, 2.968434377172733, 1.1740174634659284, 0.0291797037179757, 3.1269285906601336, 0.1757066960660437, 0.0162701281955338, 3.2230339064517253, 0.1251657836078209, 0.0243908288421309, 3.2587213172458824, 3.7491064484229604, 0.0614261534314075, 3.3849927228575254, 0.830558309018978, 0.0243708342502323, 3.6621718122432005, 0.1553436531590651, 0.0180320064298689, 3.738040193938103, 0.3742894160108727, 0.033978944331796, 3.8387424347192565, 0.9249309427048105, 0.0379313107275193, 3.9631962114000445, 0.2631524968706284, 0.0126726305921066, 4.06701528825187, 2.071711868638083, 0.0416998616617367, 4.180767500358283, 1.9504488243005214, 0.0503563620864937, 4.43060793672662, 1.486052735227923, 0.0292847977284633, 4.563724016569076, 0.481505963912242, 0.0201670374435237, 4.61535536096967, 0.4883757135141302, 0.0357166015553152, 4.703673374006994, 0.3257410835534342, 0.0255353920942913, 4.805556098246309, 0.835491486936326, 0.0292936793020036, 4.951479634974149, 0.4516584111730721, 0.0296613829763532, 5.392750575992951, 0.4871094655260471, 0.0131645923138217, 5.413815096708583, 0.9763637119152307, 0.0367893343145324, 2.581970705066918, -0.0242189403747817, 0.0298018147736188, 3.8792995859646604, 0.2560823193198903, 0.0343381183775253, 5.193618482211612]|1268994.2874163682572544|      0.03125000|[3417, 223, 35, 105]                                                       |  | used linear model with 104 points | iterate success | actual_k=4
      36|[1.0260856921128751, 0.0439899707992485, 1.9031469147123306, 0.011095721567122, 0.0215108306513588, 2.006408718539782, 0.4269852959239661, 0.0202178340529859, 2.1171663935736857, 0.7911085807448263, 0.0257954779259153, 2.1734694839033843, 0.2133809597638078, 0.01347691125949, 2.210964103043654, 2.6813722231674566, 0.0441027174103171, 2.268339698872309, 0.7948032411351983, 0.0197850782108533, 2.3827587924574973, 2.262248640175052, 0.0422633994785022, 2.4653604781733462, 14.361518658098387, 0.1718738095837771, 2.5292002980854322, 12.145707201971634, 0.1329421411532886, 2.7731462227007437, 0.278631139870211, 0.019501957563775, 2.923269142651185, 0.241415567434163, 0.0071669295260106, 2.9672469459276436, 1.1729519723939017, 0.0323537844564061, 3.126372739573654, 0.1734249129832948, 0.0150518552502331, 3.2230911348867344, 0.1254603256399869, 0.024672656373178, 3.256173759159897, 3.7478307296737703, 0.065507223585084, 3.3831684765169414, 0.8372057302105179, 0.0268746107799741, 3.659891525159992, 0.155583720302135, 0.0195473381873385, 3.733327217275621, 0.3649835825025315, 0.0361467127819913, 3.8405210164068073, 0.9256108267236682, 0.0396616270360018, 3.9612452235510665, 0.2593149455373689, 0.0215088906951647, 4.0676610479486595, 2.0692822942749682, 0.0419953156629554, 4.179593220503596, 1.9498283443299247, 0.0515915528355356, 4.428778153763413, 1.4824608665556427, 0.0290592105159805, 4.564213111374323, 0.4815899908420699, 0.0197923117638964, 4.617148273920311, 0.4890176869246933, 0.0373025291983431, 4.704439062607387, 0.323906506398035, 0.023095835210617, 4.8114147013145425, 0.8307573046023232, 0.0316316855820064, 4.952702259853912, 0.451885709365883, 0.0350172515647968, 5.38813204336561, 0.4937073013171013, 0.015489641624259, 5.412365122555766, 0.9751806151865964, 0.034408099838145, 2.580420246483088, -0.0287113187347169, 0.0313087995382685, 3.881125276437724, 0.2571475395269427, 0.0372992081948853, 5.18916223486351]|1233701.6185956504195929|      0.06250000|[3517, 227, 36, 108]                                                       |  | used linear model with 104 points | iterate success | actual_k=4
      37|[1.0246028854715652, 0.0439511530176364, 1.8990433844508738, 0.0135446231759323, 0.0154053905624554, 2.005630644989294, 0.4328093651823184, 0.0326437201591172, 2.1080568294694535, 0.7906095711456749, 0.0304666788460767, 2.175036854197811, 0.2169222136834517, 0.0072170819392805, 2.2045485590051137, 2.6864149511335933, 0.049728353885664, 2.2728394865129458, 0.787777940783529, 0.0274546084322561, 2.3815835147252975, 2.257262998289343, 0.0433865377722913, 2.4692534102613375, 14.349766824238674, 0.1921371525474523, 2.527502089007309, 12.148944038271226, 0.1399164977532495, 2.7770647240571984, 0.2787483590125969, 0.0337697389636122, 2.922222738815638, 0.2392631635494458, 0.010325710312299, 2.9583723191527813, 1.1846583094938998, 0.0241706033827801, 3.134986289510263, 0.1697333907842245, 0.025929339792134, 3.2159839915467963, 0.1372611735133493, 0.0179497000152605, 3.267222426915986, 3.7503733976625333, 0.0772658173860108, 3.383881601518178, 0.8392077435841108, 0.0243321663072138, 3.660987083405282, 0.1605946599804682, 0.0184617941745953, 3.7344770178075017, 0.3783217957660119, 0.0278484268325358, 3.8397178375152095, 0.9201374433055228, 0.0483065255930421, 3.9702160941392273, 0.2618330450309531, 0.0158554414607296, 4.060059313649867, 2.0624631568619938, 0.0420517554298652, 4.176002723977912, 1.9463504006604995, 0.0519622519015135, 4.426788086391342, 1.4755152623859462, 0.0309797487093862, 4.564572005467222, 0.4828004631337826, 0.0313296801808921, 4.615895781894885, 0.4797477925688131, 0.0343866599914275, 4.698887439358814, 0.3167498644154957, 0.0228815712707102, 4.814503266188498, 0.8295788859535483, 0.0316871630887625, 4.946252590023044, 0.4524357809159488, 0.0411893976217737, 5.379296315321323, 0.488190995090563, 0.025768186040479, 5.4131767479135675, 0.9734656015511769, 0.037242690293208, 2.5817171602684157, -0.0297847968211481, 0.032780081917545, 3.8785128013332164, 0.2627835119268115, 0.0336044001857276, 5.191938228145124]|1183022.8822922972030938|      0.12500000|[3614, 234, 37, 111]                                                       |  | used linear model with 104 points | iterate success | actual_k=4
      38|[1.0246028854715652, 0.0439511530176364, 1.8990433844508738, 0.0135446231759323, 0.0154053905624554, 2.005630644989294, 0.4328093651823184, 0.0326437201591172, 2.1080568294694535, 0.7906095711456749, 0.0304666788460767, 2.175036854197811, 0.2169222136834517, 0.0072170819392805, 2.2045485590051137, 2.6864149511335933, 0.049728353885664, 2.2728394865129458, 0.787777940783529, 0.0274546084322561, 2.3815835147252975, 2.257262998289343, 0.0433865377722913, 2.4692534102613375, 14.349766824238674, 0.1921371525474523, 2.527502089007309, 12.148944038271226, 0.1399164977532495, 2.7770647240571984, 0.2787483590125969, 0.0337697389636122, 2.922222738815638, 0.2392631635494458, 0.010325710312299, 2.9583723191527813, 1.1846583094938998, 0.0241706033827801, 3.134986289510263, 0.1697333907842245, 0.025929339792134, 3.2159839915467963, 0.1372611735133493, 0.0179497000152605, 3.267222426915986, 3.7503733976625333, 0.0772658173860108, 3.383881601518178, 0.8392077435841108, 0.0243321663072138, 3.660987083405282, 0.1605946599804682, 0.0184617941745953, 3.7344770178075017, 0.3783217957660119, 0.0278484268325358, 3.8397178375152095, 0.9201374433055228, 0.0483065255930421, 3.9702160941392273, 0.2618330450309531, 0.0158554414607296, 4.060059313649867, 2.0624631568619938, 0.0420517554298652, 4.176002723977912, 1.9463504006604995, 0.0519622519015135, 4.426788086391342, 1.4755152623859462, 0.0309797487093862, 4.564572005467222, 0.4828004631337826, 0.0313296801808921, 4.615895781894885, 0.4797477925688131, 0.0343866599914275, 4.698887439358814, 0.3167498644154957, 0.0228815712707102, 4.814503266188498, 0.8295788859535483, 0.0316871630887625, 4.946252590023044, 0.4524357809159488, 0.0411893976217737, 5.379296315321323, 0.488190995090563, 0.025768186040479, 5.4131767479135675, 0.9734656015511769, 0.037242690293208, 2.5817171602684157, -0.0297847968211481, 0.032780081917545, 3.8785128013332164, 0.2627835119268115, 0.0336044001857276, 5.191938228145124]|1183022.8822922972030938|      0.06250000|[3711, 241, 38, 114]                                                       |  | used linear model with 104 points | iterate failure | actual_k=4
      39|[1.0246028854715652, 0.0439511530176364, 1.8990433844508738, 0.0135446231759323, 0.0154053905624554, 2.005630644989294, 0.4328093651823184, 0.0326437201591172, 2.1080568294694535, 0.7906095711456749, 0.0304666788460767, 2.175036854197811, 0.2169222136834517, 0.0072170819392805, 2.2045485590051137, 2.6864149511335933, 0.049728353885664, 2.2728394865129458, 0.787777940783529, 0.0274546084322561, 2.3815835147252975, 2.257262998289343, 0.0433865377722913, 2.4692534102613375, 14.349766824238674, 0.1921371525474523, 2.527502089007309, 12.148944038271226, 0.1399164977532495, 2.7770647240571984, 0.2787483590125969, 0.0337697389636122, 2.922222738815638, 0.2392631635494458, 0.010325710312299, 2.9583723191527813, 1.1846583094938998, 0.0241706033827801, 3.134986289510263, 0.1697333907842245, 0.025929339792134, 3.2159839915467963, 0.1372611735133493, 0.0179497000152605, 3.267222426915986, 3.7503733976625333, 0.0772658173860108, 3.383881601518178, 0.8392077435841108, 0.0243321663072138, 3.660987083405282, 0.1605946599804682, 0.0184617941745953, 3.7344770178075017, 0.3783217957660119, 0.0278484268325358, 3.8397178375152095, 0.9201374433055228, 0.0483065255930421, 3.9702160941392273, 0.2618330450309531, 0.0158554414607296, 4.060059313649867, 2.0624631568619938, 0.0420517554298652, 4.176002723977912, 1.9463504006604995, 0.0519622519015135, 4.426788086391342, 1.4755152623859462, 0.0309797487093862, 4.564572005467222, 0.4828004631337826, 0.0313296801808921, 4.615895781894885, 0.4797477925688131, 0.0343866599914275, 4.698887439358814, 0.3167498644154957, 0.0228815712707102, 4.814503266188498, 0.8295788859535483, 0.0316871630887625, 4.946252590023044, 0.4524357809159488, 0.0411893976217737, 5.379296315321323, 0.488190995090563, 0.025768186040479, 5.4131767479135675, 0.9734656015511769, 0.037242690293208, 2.5817171602684157, -0.0297847968211481, 0.032780081917545, 3.8785128013332164, 0.2627835119268115, 0.0336044001857276, 5.191938228145124]|1183022.8822922972030938|      0.03125000|[3808, 248, 39, 117]                                                       |  | used linear model with 104 points | iterate failure | actual_k=4
      40|[1.024367190650831, 0.0437183196894083, 1.894636126510808, 0.0123692580019476, 0.0150490844597713, 2.0031518286330727, 0.4348901562010501, 0.0308396275668788, 2.1047014277645753, 0.7866863881286071, 0.0334660474286556, 2.171970701737485, 0.2170827711917309, 0.0059484209301499, 2.201295481463225, 2.6836154209869854, 0.0559512735876722, 2.2650994109823683, 0.7867259980438316, 0.0308903185801792, 2.3824002460955604, 2.2546728803458715, 0.0472526679184274, 2.4680947933913218, 14.34819737644636, 0.2061863667090135, 2.529269361415132, 12.148489479025397, 0.1488057699928046, 2.7836559937157723, 0.2789430629210795, 0.0303208587743892, 2.9231158311841763, 0.2381990022583871, 0.0082095115224497, 2.959235000745737, 1.1833851991609996, 0.0274262576327308, 3.136572970712168, 0.1705139485082735, 0.029426733609103, 3.218894858068841, 0.1329828488942813, 0.0169081440023498, 3.264164803668697, 3.751312134496962, 0.076302935172332, 3.382726770823784, 0.8407496394916282, 0.0304765460549304, 3.6602342165182065, 0.1557471437788421, 0.0202370090814083, 3.7374635889784096, 0.3759702224087889, 0.0258002807747591, 3.8389252757484513, 0.919032500997511, 0.0500720962557559, 3.9737087632723607, 0.2640151632445642, 0.0169915960822425, 4.060942301899548, 2.0635021642639506, 0.0448262301548964, 4.178196286467544, 1.9473853427526477, 0.0530464384853788, 4.4258433455898, 1.4696647506604283, 0.03402620542085, 4.559775203258746, 0.4775056978532197, 0.0280032628515677, 4.616857736662837, 0.4774587846650835, 0.0373502683310202, 4.697841255579618, 0.3142780229996868, 0.0233677112682764, 4.813161886870533, 0.8265230443573949, 0.0350848512297163, 4.946110987454786, 0.4522332220530122, 0.0380840847359904, 5.377354784265547, 0.4905109246039673, 0.0270567093548903, 5.415800325991201, 0.9737984653650165, 0.0378556924661987, 2.5825342091989345, -0.0305459376614111, 0.0351166693357289, 3.879498225459328, 0.2660052584517885, 0.0357715083785599, 5.192821218136442]|1140178.8338959435932338|      0.06250000|[3905, 255, 40, 120]                                                       |  | used linear model with 104 points | iterate success | actual_k=4
