k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
     305|[1.297854979637459, -0.1002410024938898, 2.1007024330361928, -0.3412272797260758, 0.0366138065091828, 1.9323407532882972, 0.1300059523444298, 0.1342801443049443, 1.90152804728564, 0.5717753043992335, 0.3014445223887545, 1.789869079883407, -0.1731397828063525, 0.0945649979124769, 2.225021073107104, 2.4595093983579437, 0.37717029868859, 1.4791529431194466, 0.4762893029918741, 0.4270560159066363, 2.2309526803206903, 1.9078897269083002, 0.5968542182067759, 2.3492827308290303, 14.158685262607877, 1.285135007445602, 1.1052748628692617, 11.815581147332773, 1.6460835518342014, 2.304228471342621, -0.1958759042471507, 0.1296002699791867, 2.855935999982613, -0.2804649498899277, 0.0815854248346556, 2.9784358711145242, 0.7771898216314844, 0.2307304177345767, 3.1889745619606606, -0.3026280488232389, 0.0673622615892917, 3.14584726293089, 0.4831992995913751, -0.1010029547987716, 3.2392554311044583, 3.3478667432015126, 0.7122972471299079, 3.461961053424757, 0.4049096045181096, 0.2609175029653754, 3.6217511028301845, -0.2824201787068559, 0.0687231753088404, 3.739080972618243, 0.0963266975489641, -0.0327890745678156, 3.8910888489544595, 0.494597462380591, 0.1541371176361307, 3.9489954515218093, -0.1602924738708368, 0.0527631561632054, 4.074935487668485, 1.6123197426843991, 0.4275131619916255, 4.219828628899993, 1.6272729924722897, 0.4692117023842113, 4.519779910799138, 1.075998005519426, 0.3881928869349193, 4.721667228078888, 0.11719602740933, 0.2181436597136334, 4.713753863764484, 0.2072759809700431, 0.2543643096066946, 4.769766663908978, -0.0441250241782216, 0.0453245815622816, 4.877625100621001, 0.5581359775888222, 0.1468801639479747, 5.089208649340467, 0.2265177220757615, 0.0878148972068172, 5.351657700242093, 0.3267941344691729, 0.1253349600336028, 5.507276947311851, 0.5227078798745276, 0.2229327247784192, 2.5855678721942663, -0.4058597904670669, 0.0511072710023019, 3.891212168172071, -0.0190048126812094, 0.0668407373704668, 5.232868976367688]|73741.8345094035903458|      0.12500000|[29755, 1965, 305, 915]                                                    |  | used linear model with 104 points | iterate success | actual_k=4
     306|[1.3101212938817195, -0.1031244444109533, 2.112887036406745, -0.3611027501245451, 0.0470958993382008, 1.9447547303621167, 0.131608956752355, 0.1254270534448597, 1.8929316624416601, 0.5419349539048731, 0.2996447867104536, 1.7883460438849574, -0.1732126581673489, 0.0911549763758996, 2.226934560250016, 2.4562700932983783, 0.3914212785625659, 1.4560596191230089, 0.4708742485228996, 0.4352177440197716, 2.2359086515670965, 1.8945047305201426, 0.619014035876963, 2.325101295719441, 14.162755410542392, 1.2860150489502356, 1.0873294134729803, 11.783355213904837, 1.6588502215568235, 2.3005468715020045, -0.1982254300548406, 0.1220502881461048, 2.880427800706169, -0.2929971274522291, 0.0781116960272299, 2.9876137719585687, 0.7577270408435456, 0.2305059971404108, 3.191627706608968, -0.3058384817118226, 0.0652205564171838, 3.1606662984800056, 0.4919632854997913, -0.0950195277781708, 3.2344509751621295, 3.352552070576964, 0.7118310821627643, 3.476556764262863, 0.4163127807218305, 0.2509002836218041, 3.6173871650804634, -0.2846294917894946, 0.1002495049257207, 3.7477020210541068, 0.0871551405104784, -0.0399276967878942, 3.8790637227527354, 0.467476125874939, 0.1615596049940664, 3.9762203171983628, -0.1685331974398404, 0.0581647815096503, 4.075646674939141, 1.6007605564098266, 0.4326650970346168, 4.224334930144779, 1.6289711606828856, 0.4614680940470263, 4.5240139174970775, 1.055845259569011, 0.4029992106929653, 4.715167287326245, 0.124527820141592, 0.2239490731861415, 4.700831637431338, 0.2024433756036692, 0.2602803624541657, 4.781955794208761, -0.0605590912344017, 0.0657312609624052, 4.868673028098085, 0.549911607498389, 0.1476537087796969, 5.098283849377127, 0.2293138791909162, 0.0762731847802453, 5.369733800621091, 0.3237663291870016, 0.1091267036630384, 5.509126281746612, 0.5195110826371021, 0.2331734009029248, 2.5970676789931035, -0.4326266165877705, 0.0628908816000838, 3.9111042656058186, -0.0313472579777991, 0.0698537030468456, 5.241045410090558]|70937.2598979444446741|      0.25000000|[29852, 1972, 306, 918]                                                    |  | used linear model with 104 points | iterate success | actual_k=4
     307|[1.3101212938817195, -0.1031244444109533, 2.112887036406745, -0.3611027501245451, 0.0470958993382008, 1.9447547303621167, 0.131608956752355, 0.1254270534448597, 1.8929316624416601, 0.5419349539048731, 0.2996447867104536, 1.7883460438849574, -0.1732126581673489, 0.0911549763758996, 2.226934560250016, 2.4562700932983783, 0.3914212785625659, 1.4560596191230089, 0.4708742485228996, 0.4352177440197716, 2.2359086515670965, 1.8945047305201426, 0.619014035876963, 2.325101295719441, 14.162755410542392, 1.2860150489502356, 1.0873294134729803, 11.783355213904837, 1.6588502215568235, 2.3005468715020045, -0.1982254300548406, 0.1220502881461048, 2.880427800706169, -0.2929971274522291, 0.0781116960272299, 2.9876137719585687, 0.7577270408435456, 0.2305059971404108, 3.191627706608968, -0.3058384817118226, 0.0652205564171838, 3.1606662984800056, 0.4919632854997913, -0.0950195277781708, 3.2344509751621295, 3.352552070576964, 0.7118310821627643, 3.476556764262863, 0.4163127807218305, 0.2509002836218041, 3.6173871650804634, -0.2846294917894946, 0.1002495049257207, 3.7477020210541068, 0.0871551405104784, -0.0399276967878942, 3.8790637227527354, 0.467476125874939, 0.1615596049940664, 3.9762203171983628, -0.1685331974398404, 0.0581647815096503, 4.075646674939141, 1.6007605564098266, 0.4326650970346168, 4.224334930144779, 1.6289711606828856, 0.4614680940470263, 4.5240139174970775, 1.055845259569011, 0.4029992106929653, 4.715167287326245, 0.124527820141592, 0.2239490731861415, 4.700831637431338, 0.2024433756036692, 0.2602803624541657, 4.781955794208761, -0.0605590912344017, 0.0657312609624052, 4.868673028098085, 0.549911607498389, 0.1476537087796969, 5.098283849377127, 0.2293138791909162, 0.0762731847802453, 5.369733800621091, 0.3237663291870016, 0.1091267036630384, 5.509126281746612, 0.5195110826371021, 0.2331734009029248, 2.5970676789931035, -0.4326266165877705, 0.0628908816000838, 3.9111042656058186, -0.0313472579777991, 0.0698537030468456, 5.241045410090558]|70937.2598979444446741|      0.12500000|[29950, 1978, 307, 921]                                                    |  | used linear model with 104 points | iterate failure | actual_k=4
     308|[1.3170803350256388, -0.0966160077566431, 2.1023762943573203, -0.3736314352691105, 0.0281853672651352, 1.9302343650912888, 0.1165979093301766, 0.1290437323342049, 1.8875019023631525, 0.5448785016434848, 0.3238020148350627, 1.8017467027704759, -0.1886309786736993, 0.0854760562255962, 2.245952752084089, 2.4613931176747292, 0.3855300292189876, 1.463732037507008, 0.4411883099793342, 0.417874620116038, 2.22521771234254, 1.888017479983812, 0.6330899065925238, 2.3050815321121405, 14.158337057237919, 1.2739434176524764, 1.0672344932690205, 11.784199265219446, 1.6789626241302302, 2.2952092390674386, -0.2164430641099642, 0.1428098473644711, 2.8859614389786, -0.2997119859210482, 0.0702568381860588, 2.9817969113860263, 0.7514802929913342, 0.2566999807854525, 3.2070425051806946, -0.3274150338822315, 0.0649852087347418, 3.154718627718999, 0.4940555554135306, -0.0921568465050141, 3.232972190680378, 3.347983682262874, 0.7333693358116589, 3.4756811104053997, 0.4085368130594368, 0.2576579072602354, 3.628847759826832, -0.3190548292716504, 0.1042518502946232, 3.76711906460418, 0.0912377491706423, -0.0286861511635883, 3.8717653450450986, 0.4511958947513561, 0.1661506264927556, 3.98168672681908, -0.1853986995010503, 0.0481222943665655, 4.085298607754151, 1.598847759609856, 0.452416202955216, 4.2317593719600035, 1.6257480255830012, 0.4544878747175004, 4.523447191309775, 1.0621310155454171, 0.4026055529385083, 4.711529277298202, 0.1183967362606109, 0.2054660552929094, 4.699716477822546, 0.1799562965958791, 0.2623909584148611, 4.7873410074550895, -0.0836759745800347, 0.0688285245904659, 4.846363867544562, 0.5528202225445761, 0.1393550038605715, 5.104408839034789, 0.21909914190688, 0.0696599974667882, 5.380588886741306, 0.3082132225522449, 0.1271016380627733, 5.514071725233187, 0.5254452518822172, 0.2455492085691661, 2.599279487472563, -0.4346808858290157, 0.0712499235135878, 3.914589101655248, -0.0257759467545771, 0.083368226100244, 5.257677847152858]|67603.3770460831001401|      0.25000000|[30047, 1985, 308, 924]                                                    |  | used linear model with 104 points | iterate success | actual_k=4
     309|[1.3170803350256388, -0.0966160077566431, 2.1023762943573203, -0.3736314352691105, 0.0281853672651352, 1.9302343650912888, 0.1165979093301766, 0.1290437323342049, 1.8875019023631525, 0.5448785016434848, 0.3238020148350627, 1.8017467027704759, -0.1886309786736993, 0.0854760562255962, 2.245952752084089, 2.4613931176747292, 0.3855300292189876, 1.463732037507008, 0.4411883099793342, 0.417874620116038, 2.22521771234254, 1.888017479983812, 0.6330899065925238, 2.3050815321121405, 14.158337057237919, 1.2739434176524764, 1.0672344932690205, 11.784199265219446, 1.6789626241302302, 2.2952092390674386, -0.2164430641099642, 0.1428098473644711, 2.8859614389786, -0.2997119859210482, 0.0702568381860588, 2.9817969113860263, 0.7514802929913342, 0.2566999807854525, 3.2070425051806946, -0.3274150338822315, 0.0649852087347418, 3.154718627718999, 0.4940555554135306, -0.0921568465050141, 3.232972190680378, 3.347983682262874, 0.7333693358116589, 3.4756811104053997, 0.4085368130594368, 0.2576579072602354, 3.628847759826832, -0.3190548292716504, 0.1042518502946232, 3.76711906460418, 0.0912377491706423, -0.0286861511635883, 3.8717653450450986, 0.4511958947513561, 0.1661506264927556, 3.98168672681908, -0.1853986995010503, 0.0481222943665655, 4.085298607754151, 1.598847759609856, 0.452416202955216, 4.2317593719600035, 1.6257480255830012, 0.4544878747175004, 4.523447191309775, 1.0621310155454171, 0.4026055529385083, 4.711529277298202, 0.1183967362606109, 0.2054660552929094, 4.699716477822546, 0.1799562965958791, 0.2623909584148611, 4.7873410074550895, -0.0836759745800347, 0.0688285245904659, 4.846363867544562, 0.5528202225445761, 0.1393550038605715, 5.104408839034789, 0.21909914190688, 0.0696599974667882, 5.380588886741306, 0.3082132225522449, 0.1271016380627733, 5.514071725233187, 0.5254452518822172, 0.2455492085691661, 2.599279487472563, -0.4346808858290157, 0.0712499235135878, 3.914589101655248, -0.0257759467545771, 0.083368226100244, 5.257677847152858]|67603.3770460831001401|      0.12500000|[30144, 1992, 309, 927]                                                    |  | used linear model with 104 points | iterate failure | actual_k=4
     310|[1.3170803350256388, -0.0966160077566431, 2.1023762943573203, -0.3736314352691105, 0.0281853672651352, 1.9302343650912888, 0.1165979093301766, 0.1290437323342049, 1.8875019023631525, 0.5448785016434848, 0.3238020148350627, 1.8017467027704759, -0.1886309786736993, 0.0854760562255962, 2.245952752084089, 2.4613931176747292, 0.3855300292189876, 1.463732037507008, 0.4411883099793342, 0.417874620116038, 2.22521771234254, 1.888017479983812, 0.6330899065925238, 2.3050815321121405, 14.158337057237919, 1.2739434176524764, 1.0672344932690205, 11.784199265219446, 1.6789626241302302, 2.2952092390674386, -0.2164430641099642, 0.1428098473644711, 2.8859614389786, -0.2997119859210482, 0.0702568381860588, 2.9817969113860263, 0.7514802929913342, 0.2566999807854525, 3.2070425051806946, -0.3274150338822315, 0.0649852087347418, 3.154718627718999, 0.4940555554135306, -0.0921568465050141, 3.232972190680378, 3.347983682262874, 0.7333693358116589, 3.4756811104053997, 0.4085368130594368, 0.2576579072602354, 3.628847759826832, -0.3190548292716504, 0.1042518502946232, 3.76711906460418, 0.0912377491706423, -0.0286861511635883, 3.8717653450450986, 0.4511958947513561, 0.1661506264927556, 3.98168672681908, -0.1853986995010503, 0.0481222943665655, 4.085298607754151, 1.598847759609856, 0.452416202955216, 4.2317593719600035, 1.6257480255830012, 0.4544878747175004, 4.523447191309775, 1.0621310155454171, 0.4026055529385083, 4.711529277298202, 0.1183967362606109, 0.2054660552929094, 4.699716477822546, 0.1799562965958791, 0.2623909584148611, 4.7873410074550895, -0.0836759745800347, 0.0688285245904659, 4.846363867544562, 0.5528202225445761, 0.1393550038605715, 5.104408839034789, 0.21909914190688, 0.0696599974667882, 5.380588886741306, 0.3082132225522449, 0.1271016380627733, 5.514071725233187, 0.5254452518822172, 0.2455492085691661, 2.599279487472563, -0.4346808858290157, 0.0712499235135878, 3.914589101655248, -0.0257759467545771, 0.083368226100244, 5.257677847152858]|67603.3770460831001401|      0.06250000|[30244, 1996, 310, 930]                                                    |  | used linear model with 104 points | iterate failure | actual_k=4
     311|[1.3113341066672022, -0.1043725876606523, 2.104404954018989, -0.3684291148973717, 0.0339021249572801, 1.9375883536777108, 0.1121348056441796, 0.142001439295501, 1.890045171233463, 0.548304599709249, 0.3259194554946541, 1.7992710686739775, -0.1903161242891331, 0.0775563757128271, 2.2569126314786785, 2.4745310487658227, 0.383251765217386, 1.4489849456299155, 0.4489723343769205, 0.4246068223580293, 2.229910310767345, 1.8864736070301056, 0.6328275399131845, 2.297839524820037, 14.159332889142075, 1.2645288155564078, 1.0595302842397347, 11.782644096748015, 1.6900934743557916, 2.296422741484962, -0.2177806024531664, 0.1378134241867692, 2.8827964367553083, -0.300060236584376, 0.0695565117234505, 2.98598951975675, 0.7429084108972698, 0.2577422932336975, 3.2132171841533737, -0.3239542822065809, 0.0653473625127918, 3.1554874194431095, 0.4939826695300371, -0.0880338102541535, 3.2297480568014016, 3.328604365642116, 0.7342029773013953, 3.4621988228532667, 0.395685731709408, 0.2646419411856705, 3.6264878080913574, -0.324779504332859, 0.098304191587398, 3.767602536606137, 0.0881338174986987, -0.0264642970687908, 3.870174896267034, 0.453164899604913, 0.1679935072857181, 3.9728159576174966, -0.1902070014185753, 0.0468973921227708, 4.087031962053437, 1.5987046582529092, 0.4524939070500025, 4.224827771145213, 1.6236222256885144, 0.456608490277789, 4.522657279721999, 1.0525506825669022, 0.4119172966299089, 4.719078202423808, 0.1177001907728384, 0.2109291481270138, 4.697163954062856, 0.1717002194306977, 0.2654134645675603, 4.795506772189989, -0.0858642742196254, 0.0734467752970777, 4.855722782576639, 0.5458993896756994, 0.1476310077693118, 5.104791328166891, 0.2166666348439931, 0.0709067845415208, 5.378619103738335, 0.2940651516530457, 0.133346475248053, 5.519233704930923, 0.5246120137069686, 0.2506182336252819, 2.6015618752323264, -0.4349656897510736, 0.0758997880480822, 3.914543295469122, -0.0385605595688548, 0.0782720706841056, 5.252251160005559]|66199.5201760067138821|      0.12500000|[30341, 2003, 311, 933]                                                    |  | used linear model with 104 points | iterate success | actual_k=4
     312|[1.3113341066672022, -0.1043725876606523, 2.104404954018989, -0.3684291148973717, 0.0339021249572801, 1.9375883536777108, 0.1121348056441796, 0.142001439295501, 1.890045171233463, 0.548304599709249, 0.3259194554946541, 1.7992710686739775, -0.1903161242891331, 0.0775563757128271, 2.2569126314786785, 2.4745310487658227, 0.383251765217386, 1.4489849456299155, 0.4489723343769205, 0.4246068223580293, 2.229910310767345, 1.8864736070301056, 0.6328275399131845, 2.297839524820037, 14.159332889142075, 1.2645288155564078, 1.0595302842397347, 11.782644096748015, 1.6900934743557916, 2.296422741484962, -0.2177806024531664, 0.1378134241867692, 2.8827964367553083, -0.300060236584376, 0.0695565117234505, 2.98598951975675, 0.7429084108972698, 0.2577422932336975, 3.2132171841533737, -0.3239542822065809, 0.0653473625127918, 3.1554874194431095, 0.4939826695300371, -0.0880338102541535, 3.2297480568014016, 3.328604365642116, 0.7342029773013953, 3.4621988228532667, 0.395685731709408, 0.2646419411856705, 3.6264878080913574, -0.324779504332859, 0.098304191587398, 3.767602536606137, 0.0881338174986987, -0.0264642970687908, 3.870174896267034, 0.453164899604913, 0.1679935072857181, 3.9728159576174966, -0.1902070014185753, 0.0468973921227708, 4.087031962053437, 1.5987046582529092, 0.4524939070500025, 4.224827771145213, 1.6236222256885144, 0.456608490277789, 4.522657279721999, 1.0525506825669022, 0.4119172966299089, 4.719078202423808, 0.1177001907728384, 0.2109291481270138, 4.697163954062856, 0.1717002194306977, 0.2654134645675603, 4.795506772189989, -0.0858642742196254, 0.0734467752970777, 4.855722782576639, 0.5458993896756994, 0.1476310077693118, 5.104791328166891, 0.2166666348439931, 0.0709067845415208, 5.378619103738335, 0.2940651516530457, 0.133346475248053, 5.519233704930923, 0.5246120137069686, 0.2506182336252819, 2.6015618752323264, -0.4349656897510736, 0.0758997880480822, 3.914543295469122, -0.0385605595688548, 0.0782720706841056, 5.252251160005559]|66199.5201760067138821|      0.06250000|[30440, 2008, 312, 936]                                                    |  | used linear model with 104 points | iterate failure | actual_k=4
     313|[1.322545807046222, -0.1118174824657952, 2.103019890300443, -0.3673288633867243, 0.0321117640077167, 1.9431651569536323, 0.1099344759510718, 0.1424859341728019, 1.8929037563399547, 0.5424992152693213, 0.3268422106712277, 1.793898127153764, -0.1911732301940091, 0.0815731417717269, 2.254443373569774, 2.4796628265870826, 0.3802377853413052, 1.4379180100449473, 0.4338321836688228, 0.4321673160444366, 2.2220540642524003, 1.8780659791047214, 0.6398318124060403, 2.307713637347192, 14.152310932282775, 1.2705441842942098, 1.042848034951547, 11.782282761297486, 1.694349549458182, 2.287507304159372, -0.2281722237595553, 0.1358105395438542, 2.8821463899345794, -0.3154712082589579, 0.0731522958618296, 2.996482005202407, 0.7386382915234773, 0.2578689490750054, 3.215310615125679, -0.3300948146671441, 0.06650688929801, 3.1569961296028577, 0.4922098724183143, -0.0844944425859377, 3.238022075037977, 3.321256518229337, 0.7436375101145069, 3.464170346847222, 0.384041823007557, 0.2667904914934947, 3.6319148250799405, -0.3297525075638316, 0.1009549009368534, 3.7640027644169813, 0.0984704696515071, -0.0295509241901612, 3.8747474381693716, 0.446080937632126, 0.1639766047652492, 3.9739074988395995, -0.1977956314354839, 0.0464322216027353, 4.091478510039153, 1.601048769265233, 0.4495689704351108, 4.227274490982727, 1.625280466377583, 0.4622846169133195, 4.522442392343458, 1.0490041804610628, 0.4104140569793881, 4.719587610041302, 0.1155630235807436, 0.2227406109877534, 4.693074302022426, 0.167709514064503, 0.2752408447882283, 4.79551234610092, -0.0912511460577689, 0.0658984144992541, 4.857546726042776, 0.5356288864034413, 0.1531458359626474, 5.1135790001805494, 0.2150337868656946, 0.0709983502573684, 5.3820133569245225, 0.2825917163217787, 0.1367472499419607, 5.519647538770474, 0.5183418892640663, 0.2472725653076512, 2.61267713446911, -0.4466742445148163, 0.0740237459619359, 3.912746455836585, -0.0416170598500056, 0.0809720131510881, 5.253049673529341]|64253.1070631581897032|      0.12500000|[30538, 2014, 313, 939]                                                    |  | used linear model with 104 points | iterate success | actual_k=4
     314|[1.322545807046222, -0.1118174824657952, 2.103019890300443, -0.3673288633867243, 0.0321117640077167, 1.9431651569536323, 0.1099344759510718, 0.1424859341728019, 1.8929037563399547, 0.5424992152693213, 0.3268422106712277, 1.793898127153764, -0.1911732301940091, 0.0815731417717269, 2.254443373569774, 2.4796628265870826, 0.3802377853413052, 1.4379180100449473, 0.4338321836688228, 0.4321673160444366, 2.2220540642524003, 1.8780659791047214, 0.6398318124060403, 2.307713637347192, 14.152310932282775, 1.2705441842942098, 1.042848034951547, 11.782282761297486, 1.694349549458182, 2.287507304159372, -0.2281722237595553, 0.1358105395438542, 2.8821463899345794, -0.3154712082589579, 0.0731522958618296, 2.996482005202407, 0.7386382915234773, 0.2578689490750054, 3.215310615125679, -0.3300948146671441, 0.06650688929801, 3.1569961296028577, 0.4922098724183143, -0.0844944425859377, 3.238022075037977, 3.321256518229337, 0.7436375101145069, 3.464170346847222, 0.384041823007557, 0.2667904914934947, 3.6319148250799405, -0.3297525075638316, 0.1009549009368534, 3.7640027644169813, 0.0984704696515071, -0.0295509241901612, 3.8747474381693716, 0.446080937632126, 0.1639766047652492, 3.9739074988395995, -0.1977956314354839, 0.0464322216027353, 4.091478510039153, 1.601048769265233, 0.4495689704351108, 4.227274490982727, 1.625280466377583, 0.4622846169133195, 4.522442392343458, 1.0490041804610628, 0.4104140569793881, 4.719587610041302, 0.1155630235807436, 0.2227406109877534, 4.693074302022426, 0.167709514064503, 0.2752408447882283, 4.79551234610092, -0.0912511460577689, 0.0658984144992541, 4.857546726042776, 0.5356288864034413, 0.1531458359626474, 5.1135790001805494, 0.2150337868656946, 0.0709983502573684, 5.3820133569245225, 0.2825917163217787, 0.1367472499419607, 5.519647538770474, 0.5183418892640663, 0.2472725653076512, 2.61267713446911, -0.4466742445148163, 0.0740237459619359, 3.912746455836585, -0.0416170598500056, 0.0809720131510881, 5.253049673529341]|64253.1070631581897032|      0.06250000|[30637, 2019, 314, 942]                                                    |  | used linear model with 104 points | iterate failure | actual_k=4
     315|[1.322545807046222, -0.1118174824657952, 2.103019890300443, -0.3673288633867243, 0.0321117640077167, 1.9431651569536323, 0.1099344759510718, 0.1424859341728019, 1.8929037563399547, 0.5424992152693213, 0.3268422106712277, 1.793898127153764, -0.1911732301940091, 0.0815731417717269, 2.254443373569774, 2.4796628265870826, 0.3802377853413052, 1.4379180100449473, 0.4338321836688228, 0.4321673160444366, 2.2220540642524003, 1.8780659791047214, 0.6398318124060403, 2.307713637347192, 14.152310932282775, 1.2705441842942098, 1.042848034951547, 11.782282761297486, 1.694349549458182, 2.287507304159372, -0.2281722237595553, 0.1358105395438542, 2.8821463899345794, -0.3154712082589579, 0.0731522958618296, 2.996482005202407, 0.7386382915234773, 0.2578689490750054, 3.215310615125679, -0.3300948146671441, 0.06650688929801, 3.1569961296028577, 0.4922098724183143, -0.0844944425859377, 3.238022075037977, 3.321256518229337, 0.7436375101145069, 3.464170346847222, 0.384041823007557, 0.2667904914934947, 3.6319148250799405, -0.3297525075638316, 0.1009549009368534, 3.7640027644169813, 0.0984704696515071, -0.0295509241901612, 3.8747474381693716, 0.446080937632126, 0.1639766047652492, 3.9739074988395995, -0.1977956314354839, 0.0464322216027353, 4.091478510039153, 1.601048769265233, 0.4495689704351108, 4.227274490982727, 1.625280466377583, 0.4622846169133195, 4.522442392343458, 1.0490041804610628, 0.4104140569793881, 4.719587610041302, 0.1155630235807436, 0.2227406109877534, 4.693074302022426, 0.167709514064503, 0.2752408447882283, 4.79551234610092, -0.0912511460577689, 0.0658984144992541, 4.857546726042776, 0.5356288864034413, 0.1531458359626474, 5.1135790001805494, 0.2150337868656946, 0.0709983502573684, 5.3820133569245225, 0.2825917163217787, 0.1367472499419607, 5.519647538770474, 0.5183418892640663, 0.2472725653076512, 2.61267713446911, -0.4466742445148163, 0.0740237459619359, 3.912746455836585, -0.0416170598500056, 0.0809720131510881, 5.253049673529341]|64253.1070631581897032|      0.03125000|[30734, 2026, 315, 945]                                                    |  | used linear model with 104 points | iterate failure | actual_k=4
     316|[1.3238733032886392, -0.110010711764046, 2.104136079152982, -0.3670147677925001, 0.03151551064322, 1.9420954172992033, 0.1041556491691182, 0.1410032685408062, 1.8956548220910823, 0.5411605928969946, 0.3276289889978719, 1.7907637282230306, -0.1963558241038182, 0.0807914603379449, 2.257246217039892, 2.478511161074855, 0.3788042269278381, 1.4310077285557339, 0.4294167891602339, 0.4332745159350314, 2.2221305957559, 1.8748379325008442, 0.6407261807713227, 2.3054973620744463, 14.152941963177083, 1.2685450379102745, 1.0351401076604363, 11.779119572550417, 1.702301641802658, 2.28211543963951, -0.2329820101943604, 0.1356392715036838, 2.881810832639427, -0.3222303906370841, 0.0720046601216549, 2.9918875771373137, 0.7354564848540743, 0.2567980096497863, 3.2159628407405143, -0.330331143191171, 0.0680945869105583, 3.1562862437729926, 0.4960328201542105, -0.0800469860443032, 3.244076602671719, 3.31684260052745, 0.7461382685820934, 3.4600348889064767, 0.378473353540879, 0.2664701844472444, 3.6295072643704795, -0.3365630132449785, 0.1008092512090683, 3.761623383680873, 0.1007579685819653, -0.0302982780057813, 3.8729782662791323, 0.4387587990126861, 0.1599011752091628, 3.9750371768071684, -0.2007068363927546, 0.046117926673836, 4.092426139686736, 1.5980883102309262, 0.4533193403807849, 4.226704337185404, 1.6231132987227415, 0.4643142572112497, 4.521398978518093, 1.0459524750267821, 0.4132055067852335, 4.722906267874966, 0.1125466900709471, 0.2212950540691627, 4.694319927966823, 0.1626936971153938, 0.2776872241271172, 4.7927924502237875, -0.0952048219599572, 0.0686668964983135, 4.856219096718397, 0.5348329738256259, 0.1532409576912514, 5.11261705768526, 0.2122239406031478, 0.0690949695238145, 5.38279356076499, 0.2823184876295977, 0.1361744117122929, 5.52301509568566, 0.5168602458662659, 0.2470961897611882, 2.613155781780469, -0.4523497277875335, 0.0747969954328497, 3.9144077913918722, -0.0463420960999169, 0.0797691913685687, 5.253476417911381]|62978.0606992824541521|      0.06250000|[30833, 2031, 316, 948]                                                    |  | used linear model with 104 points | iterate success | actual_k=4
     317|[1.3215307079740954, -0.1078121871421752, 2.104332512577292, -0.372531486900206, 0.0420761574561835, 1.9414863767028792, 0.092689290986507, 0.1418473769366282, 1.9013220196788783, 0.530895342850559, 0.3278080462074574, 1.794633354255968, -0.1914981080418975, 0.0805844795390101, 2.2587729481575587, 2.4758147998772113, 0.3849747903583858, 1.427781245704273, 0.4223921285389667, 0.4353227367421101, 2.227116029779935, 1.872128624839846, 0.6304613925055865, 2.305559158371355, 14.14267722332194, 1.2686124678345299, 1.027065703799411, 11.772395005910516, 1.71182960301526, 2.2757417133297753, -0.2484338737168384, 0.1301308923338805, 2.881856946412598, -0.3282709824938675, 0.0735449487026554, 3.003418823551495, 0.7231719971300259, 0.2476878457583311, 3.218082250204273, -0.3320283373313034, 0.0660726046601132, 3.153210251327177, 0.4955017087077253, -0.0861790275708018, 3.240784332046168, 3.308016371685115, 0.7601571932758209, 3.4580186399847865, 0.376874264409824, 0.2710035090186336, 3.6294087321610307, -0.3455849459238987, 0.0851878908224728, 3.75118386390013, 0.1028191054790801, -0.0361272169968948, 3.8811710879540673, 0.4418919515784508, 0.1502442875808419, 3.970305456498246, -0.2122847002964284, 0.0427618620517291, 4.101424363661759, 1.5955358909525057, 0.4590940710322909, 4.2183579044102055, 1.6264696805410934, 0.4676003288116904, 4.524336102939309, 1.0354536721082395, 0.4208583591790466, 4.724610073539506, 0.1107819431940314, 0.2204679399928731, 4.692395122557988, 0.1611377246430609, 0.2789977848583667, 4.791844399240223, -0.0988075954027492, 0.0641431887142903, 4.860028548070381, 0.5339770016868143, 0.150337287554118, 5.111421930783532, 0.2120577623540009, 0.0664189914008302, 5.382426644270813, 0.2812885468743719, 0.1317945123831282, 5.5234290081063016, 0.5135955112651914, 0.2469692629680149, 2.6239833148326865, -0.465331175214681, 0.0748533061120457, 3.913664050152107, -0.0548770037635731, 0.0880164924789131, 5.2455601243518455]|61571.3570514893581276|      0.12500000|[30930, 2038, 317, 951]                                                    |  | used linear model with 104 points | iterate success | actual_k=4
